"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain23-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 21:28:48 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 21:28:48
0,0,19-07 21:28:49
0,0,19-07 21:28:50
0,0,19-07 21:28:52
0,0,19-07 21:28:52
0,0,19-07 21:28:53
0,0,19-07 21:28:54
0,0,19-07 21:28:55
0,0,19-07 21:28:57
0,0,19-07 21:28:57
0,0,19-07 21:28:58
0,0,19-07 21:28:59
0,0,19-07 21:29:00
0,0,19-07 21:29:02
0,0,19-07 21:29:02
169881,0,19-07 21:29:03
1017398,0,19-07 21:29:04
1008085,0,19-07 21:29:05
1118991,0,19-07 21:29:07
823377,0,19-07 21:29:07
900272,0,19-07 21:29:08
1095012,0,19-07 21:29:09
1103268,0,19-07 21:29:10
1075866,0,19-07 21:29:12
983652,0,19-07 21:29:12
987320,0,19-07 21:29:13
1052528,0,19-07 21:29:14
1049316,0,19-07 21:29:15
1013400,0,19-07 21:29:17
1029372,0,19-07 21:29:17
1144008,0,19-07 21:29:18
1119196,0,19-07 21:29:19
1055892,0,19-07 21:29:20
1073121,0,19-07 21:29:22
1029240,0,19-07 21:29:22
1070864,0,19-07 21:29:23
1051165,0,19-07 21:29:24
1115716,0,19-07 21:29:25
1078002,0,19-07 21:29:27
1028223,0,19-07 21:29:27
1111688,0,19-07 21:29:28
1100812,0,19-07 21:29:29
1055236,0,19-07 21:29:30
852627,0,19-07 21:29:32
673226,2136,19-07 21:29:32
981909,356,19-07 21:29:33
797450,0,19-07 21:29:34
963846,356,19-07 21:29:35
1078639,0,19-07 21:29:37
1018053,0,19-07 21:29:37
1128576,0,19-07 21:29:38
959030,0,19-07 21:29:39
994920,0,19-07 21:29:40
1050188,0,19-07 21:29:42
1051678,1068,19-07 21:29:42
1036152,1424,19-07 21:29:43
1170274,0,19-07 21:29:44
1073384,356,19-07 21:29:45
981099,712,19-07 21:29:47
1016585,356,19-07 21:29:47
1195343,0,19-07 21:29:48
1052119,356,19-07 21:29:49
1127035,0,19-07 21:29:50
1098468,712,19-07 21:29:52
698693,356,19-07 21:29:52
1127200,0,19-07 21:29:53
1125505,0,19-07 21:29:54
1192177,0,19-07 21:29:55
1214716,0,19-07 21:29:57
1074937,0,19-07 21:29:57
613010,2136,19-07 21:29:58
411252,356,19-07 21:29:59
530540,356,19-07 21:30:00
401054,356,19-07 21:30:02
500640,0,19-07 21:30:02
1038613,0,19-07 21:30:03
1058709,0,19-07 21:30:04
1105644,0,19-07 21:30:05
1040343,0,19-07 21:30:07
872699,0,19-07 21:30:07
972483,0,19-07 21:30:08
1102024,0,19-07 21:30:09
1104076,0,19-07 21:30:10
1133158,0,19-07 21:30:12
972760,0,19-07 21:30:12
1107648,0,19-07 21:30:13
1037876,0,19-07 21:30:14
1081580,0,19-07 21:30:15
1074312,0,19-07 21:30:17
1003988,0,19-07 21:30:17
1048796,0,19-07 21:30:18
1049607,0,19-07 21:30:19
1069593,0,19-07 21:30:20
1052515,0,19-07 21:30:22
1001719,0,19-07 21:30:22
1018927,0,19-07 21:30:23
1121269,0,19-07 21:30:24
1143290,0,19-07 21:30:25
1121148,0,19-07 21:30:27
1022495,0,19-07 21:30:27
1134484,0,19-07 21:30:28
1059599,0,19-07 21:30:29
1012861,0,19-07 21:30:30
741040,2136,19-07 21:30:32
936207,0,19-07 21:30:32
976407,356,19-07 21:30:33
638060,356,19-07 21:30:34
1047191,0,19-07 21:30:35
1106496,0,19-07 21:30:37
1005585,0,19-07 21:30:37
1039418,0,19-07 21:30:38
1022692,0,19-07 21:30:39
1036340,0,19-07 21:30:40
1118382,1068,19-07 21:30:42
1033816,0,19-07 21:30:42
1048537,1424,19-07 21:30:43
1028502,0,19-07 21:30:44
1049789,0,19-07 21:30:45
1107355,0,19-07 21:30:47
1071341,0,19-07 21:30:47
1011630,0,19-07 21:30:48
1196477,0,19-07 21:30:49
973221,0,19-07 21:30:50
746605,0,19-07 21:30:52
986147,356,19-07 21:30:52
1185892,0,19-07 21:30:53
1169041,0,19-07 21:30:54
1241473,0,19-07 21:30:55
1174017,0,19-07 21:30:57
788998,712,19-07 21:30:57
504039,1780,19-07 21:30:58
307275,356,19-07 21:30:59
598782,356,19-07 21:31:00
321146,0,19-07 21:31:02
782077,0,19-07 21:31:02
1152065,0,19-07 21:31:03
1072159,0,19-07 21:31:04
1191985,0,19-07 21:31:05
958938,0,19-07 21:31:07
