"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain26-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 21:28:49 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 21:28:49
0,0,19-07 21:28:50
0,0,19-07 21:28:51
0,0,19-07 21:28:52
0,0,19-07 21:28:53
0,0,19-07 21:28:54
0,0,19-07 21:28:55
0,0,19-07 21:28:56
0,0,19-07 21:28:57
0,0,19-07 21:28:58
0,0,19-07 21:28:59
0,0,19-07 21:29:00
229564,0,19-07 21:29:01
1035884,0,19-07 21:29:02
1146079,0,19-07 21:29:03
1127155,0,19-07 21:29:04
1044727,0,19-07 21:29:05
1084901,0,19-07 21:29:06
993977,0,19-07 21:29:07
1147672,0,19-07 21:29:08
1155528,0,19-07 21:29:09
1156678,0,19-07 21:29:10
1145460,0,19-07 21:29:11
1042308,0,19-07 21:29:12
1148156,0,19-07 21:29:13
1157132,0,19-07 21:29:14
1154260,0,19-07 21:29:15
1141088,0,19-07 21:29:16
1031741,0,19-07 21:29:17
1183455,0,19-07 21:29:18
1179447,0,19-07 21:29:19
1181982,0,19-07 21:29:20
1209893,0,19-07 21:29:21
1110556,0,19-07 21:29:22
1223918,0,19-07 21:29:23
1208923,0,19-07 21:29:24
1178756,0,19-07 21:29:25
1194456,0,19-07 21:29:26
1037363,0,19-07 21:29:27
876616,0,19-07 21:29:28
1064932,2136,19-07 21:29:29
956309,356,19-07 21:29:30
879874,356,19-07 21:29:31
1076491,0,19-07 21:29:32
1192665,0,19-07 21:29:33
1186510,0,19-07 21:29:34
1134292,0,19-07 21:29:35
1125476,0,19-07 21:29:36
1022827,1068,19-07 21:29:37
1243218,0,19-07 21:29:38
1150297,1424,19-07 21:29:39
1091779,356,19-07 21:29:40
1139440,712,19-07 21:29:41
1114664,0,19-07 21:29:42
1251507,356,19-07 21:29:43
1159470,356,19-07 21:29:44
1165758,0,19-07 21:29:45
1087755,1068,19-07 21:29:46
858030,0,19-07 21:29:47
1238029,0,19-07 21:29:48
1244481,0,19-07 21:29:49
1251501,0,19-07 21:29:50
1244724,0,19-07 21:29:51
920847,0,19-07 21:29:52
582566,1068,19-07 21:29:53
492281,1068,19-07 21:29:54
539089,0,19-07 21:29:55
619926,356,19-07 21:29:56
1085877,0,19-07 21:29:57
1087530,0,19-07 21:29:58
1195513,0,19-07 21:29:59
1017274,0,19-07 21:30:00
1062673,0,19-07 21:30:01
1050872,0,19-07 21:30:02
1152508,0,19-07 21:30:03
1150930,0,19-07 21:30:04
1156848,0,19-07 21:30:05
1154088,0,19-07 21:30:06
1048080,0,19-07 21:30:07
1164176,0,19-07 21:30:08
1152752,0,19-07 21:30:09
1143108,0,19-07 21:30:10
1150596,0,19-07 21:30:11
1028466,0,19-07 21:30:12
1148068,0,19-07 21:30:13
1144066,0,19-07 21:30:14
1113825,0,19-07 21:30:15
1199805,0,19-07 21:30:16
1106884,0,19-07 21:30:17
1218290,0,19-07 21:30:18
1201563,0,19-07 21:30:19
1157304,0,19-07 21:30:20
1203180,0,19-07 21:30:21
1023031,0,19-07 21:30:22
818973,2136,19-07 21:30:23
1107836,356,19-07 21:30:24
846460,0,19-07 21:30:25
975518,356,19-07 21:30:26
1083159,0,19-07 21:30:27
1194829,0,19-07 21:30:28
1170246,0,19-07 21:30:29
1127036,0,19-07 21:30:30
1131444,0,19-07 21:30:31
1048544,1068,19-07 21:30:32
1242688,0,19-07 21:30:33
1121699,1424,19-07 21:30:34
1118739,356,19-07 21:30:35
1088801,356,19-07 21:30:36
1126069,0,19-07 21:30:37
1251289,356,19-07 21:30:38
1154579,712,19-07 21:30:39
1138416,712,19-07 21:30:40
1067347,356,19-07 21:30:41
910270,0,19-07 21:30:42
1243917,0,19-07 21:30:43
1252637,0,19-07 21:30:44
1255833,0,19-07 21:30:45
1237188,0,19-07 21:30:46
899367,712,19-07 21:30:47
527673,1780,19-07 21:30:48
515962,0,19-07 21:30:49
553014,712,19-07 21:30:50
531044,0,19-07 21:30:51
1088906,0,19-07 21:30:52
1096290,0,19-07 21:30:53
1193665,0,19-07 21:30:54
1021191,0,19-07 21:30:55
1043284,0,19-07 21:30:56
1045892,0,19-07 21:30:57
1175828,0,19-07 21:30:58
1164110,0,19-07 21:30:59
1163988,0,19-07 21:31:00
1164148,0,19-07 21:31:01
1056920,0,19-07 21:31:02
1177276,0,19-07 21:31:03
1178792,0,19-07 21:31:04
1171748,0,19-07 21:31:05
1172896,0,19-07 21:31:06
1020486,0,19-07 21:31:07
1055912,0,19-07 21:31:08
