"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain5-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 21:28:48 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 21:28:48
0,0,19-07 21:28:49
0,0,19-07 21:28:50
0,0,19-07 21:28:52
0,0,19-07 21:28:52
0,0,19-07 21:28:53
0,0,19-07 21:28:54
0,0,19-07 21:28:55
0,0,19-07 21:28:57
0,0,19-07 21:28:57
0,0,19-07 21:28:58
0,0,19-07 21:28:59
0,0,19-07 21:29:00
0,0,19-07 21:29:02
163830,0,19-07 21:29:02
1153179,0,19-07 21:29:03
1143545,0,19-07 21:29:04
1194258,0,19-07 21:29:05
1065874,0,19-07 21:29:07
1029254,0,19-07 21:29:07
1191200,0,19-07 21:29:08
1180198,0,19-07 21:29:09
1194540,0,19-07 21:29:10
1177488,0,19-07 21:29:12
1087020,0,19-07 21:29:12
1197636,0,19-07 21:29:13
1189012,0,19-07 21:29:14
1176688,0,19-07 21:29:15
1205676,0,19-07 21:29:17
1084486,0,19-07 21:29:17
1188448,0,19-07 21:29:18
1249779,0,19-07 21:29:19
1202876,0,19-07 21:29:20
1238577,0,19-07 21:29:22
1136900,0,19-07 21:29:22
1247106,0,19-07 21:29:23
1223867,0,19-07 21:29:24
1218768,0,19-07 21:29:25
1190052,0,19-07 21:29:27
942343,0,19-07 21:29:27
1021321,2136,19-07 21:29:28
1149344,0,19-07 21:29:29
771966,712,19-07 21:29:30
1215655,0,19-07 21:29:32
1121700,0,19-07 21:29:32
1223993,0,19-07 21:29:33
1187178,0,19-07 21:29:34
1175092,0,19-07 21:29:35
1181435,1068,19-07 21:29:37
1144824,0,19-07 21:29:37
1168083,1424,19-07 21:29:38
1177896,356,19-07 21:29:39
1145545,712,19-07 21:29:40
1243673,356,19-07 21:29:42
1138736,0,19-07 21:29:42
1181962,356,19-07 21:29:43
1166921,712,19-07 21:29:44
1084105,0,19-07 21:29:45
1162174,356,19-07 21:29:47
1145972,0,19-07 21:29:47
1252477,0,19-07 21:29:48
1265421,0,19-07 21:29:49
1262653,0,19-07 21:29:50
853016,356,19-07 21:29:52
532420,1068,19-07 21:29:52
715026,712,19-07 21:29:53
520622,356,19-07 21:29:54
1167773,0,19-07 21:29:55
1175470,0,19-07 21:29:57
1116654,0,19-07 21:29:57
1055107,0,19-07 21:29:58
1129939,0,19-07 21:29:59
1187072,0,19-07 21:30:00
1180168,0,19-07 21:30:02
1087870,0,19-07 21:30:02
1198008,0,19-07 21:30:03
1193348,0,19-07 21:30:04
1198976,0,19-07 21:30:05
1191860,0,19-07 21:30:07
1090292,0,19-07 21:30:07
1200828,0,19-07 21:30:08
1172561,0,19-07 21:30:09
1203670,0,19-07 21:30:10
1168596,0,19-07 21:30:12
1123698,0,19-07 21:30:12
1175384,0,19-07 21:30:13
1224081,0,19-07 21:30:14
1241218,0,19-07 21:30:15
1242699,0,19-07 21:30:17
1141412,0,19-07 21:30:17
1231308,0,19-07 21:30:18
1175235,0,19-07 21:30:19
963880,0,19-07 21:30:20
1092820,2136,19-07 21:30:22
944845,0,19-07 21:30:22
856582,712,19-07 21:30:23
1216711,0,19-07 21:30:24
1222121,0,19-07 21:30:25
1219374,0,19-07 21:30:27
1080080,0,19-07 21:30:27
1171360,0,19-07 21:30:28
1204678,1068,19-07 21:30:29
1195159,1068,19-07 21:30:30
1259835,0,19-07 21:30:32
1081800,712,19-07 21:30:32
1179905,356,19-07 21:30:33
1261657,356,19-07 21:30:34
1177190,712,19-07 21:30:35
1269476,0,19-07 21:30:37
1027396,356,19-07 21:30:37
994636,356,19-07 21:30:38
1219022,356,19-07 21:30:39
1259965,0,19-07 21:30:40
1269157,0,19-07 21:30:42
1155108,0,19-07 21:30:42
1254953,0,19-07 21:30:43
675101,2136,19-07 21:30:44
606864,356,19-07 21:30:45
674331,356,19-07 21:30:47
637575,0,19-07 21:30:47
1231952,0,19-07 21:30:48
1162470,0,19-07 21:30:49
1224805,0,19-07 21:30:50
1023098,0,19-07 21:30:52
1039203,0,19-07 21:30:52
1195064,0,19-07 21:30:53
1199836,0,19-07 21:30:54
1200038,0,19-07 21:30:55
1191980,0,19-07 21:30:57
1100228,0,19-07 21:30:57
1200476,0,19-07 21:30:58
1199552,0,19-07 21:30:59
1193160,0,19-07 21:31:00
1094688,0,19-07 21:31:02
