"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain13-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 00:13:52 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 00:13:52
1101900,0,19-07 00:13:53
1114988,0,19-07 00:13:54
1129256,0,19-07 00:13:55
1133860,0,19-07 00:13:56
1116372,0,19-07 00:13:57
1150008,0,19-07 00:13:58
1155968,0,19-07 00:13:59
1148233,0,19-07 00:14:00
1131920,0,19-07 00:14:01
1195179,0,19-07 00:14:02
1132577,0,19-07 00:14:03
1175053,0,19-07 00:14:04
1200126,0,19-07 00:14:05
1178936,0,19-07 00:14:06
1175123,0,19-07 00:14:07
1158320,0,19-07 00:14:08
1108626,0,19-07 00:14:09
925989,0,19-07 00:14:10
802170,1424,19-07 00:14:11
1072748,356,19-07 00:14:12
722758,0,19-07 00:14:13
1156046,0,19-07 00:14:14
1171056,0,19-07 00:14:15
1177945,0,19-07 00:14:16
1110458,0,19-07 00:14:17
1082984,0,19-07 00:14:18
1070144,0,19-07 00:14:19
1153840,1068,19-07 00:14:20
1074256,356,19-07 00:14:21
1221599,0,19-07 00:14:22
1076969,0,19-07 00:14:23
1035185,712,19-07 00:14:24
1234178,356,19-07 00:14:25
1162760,712,19-07 00:14:26
1162178,0,19-07 00:14:27
1047220,0,19-07 00:14:28
984087,356,19-07 00:14:29
968810,712,19-07 00:14:30
1226832,0,19-07 00:14:31
1238589,0,19-07 00:14:32
1238713,0,19-07 00:14:33
1186180,0,19-07 00:14:34
