"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain26-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:32:54 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:32:54
0,0,23-07 05:32:55
0,0,23-07 05:32:56
0,0,23-07 05:32:57
0,0,23-07 05:32:59
0,0,23-07 05:32:59
0,0,23-07 05:33:00
0,0,23-07 05:33:01
0,0,23-07 05:33:02
0,0,23-07 05:33:04
0,0,23-07 05:33:04
0,0,23-07 05:33:05
0,0,23-07 05:33:06
1349835,0,23-07 05:33:07
1692101,0,23-07 05:33:09
1935584,0,23-07 05:33:09
2150914,0,23-07 05:33:10
1704238,0,23-07 05:33:11
1497834,0,23-07 05:33:12
1595598,356,23-07 05:33:14
2181455,0,23-07 05:33:14
1959931,0,23-07 05:33:15
1755739,0,23-07 05:33:16
1630015,1424,23-07 05:33:17
343637,1068,23-07 05:33:19
1428755,0,23-07 05:33:19
2377361,0,23-07 05:33:20
2660516,0,23-07 05:33:21
1923046,0,23-07 05:33:22
2096144,0,23-07 05:33:24
995899,0,23-07 05:33:24
1422235,356,23-07 05:33:25
1078189,712,23-07 05:33:26
1876782,712,23-07 05:33:27
402821,1068,23-07 05:33:29
560561,356,23-07 05:33:29
2446940,0,23-07 05:33:30
2434831,0,23-07 05:33:31
2861116,0,23-07 05:33:32
1849043,0,23-07 05:33:34
1912107,0,23-07 05:33:34
1223644,2136,23-07 05:33:35
1838930,356,23-07 05:33:36
1829651,356,23-07 05:33:37
1387720,356,23-07 05:33:39
1007565,0,23-07 05:33:39
364990,712,23-07 05:33:40
627783,0,23-07 05:33:41
1486874,0,23-07 05:33:42
1685106,0,23-07 05:33:44
1406279,0,23-07 05:33:44
1756421,0,23-07 05:33:45
1241332,2136,23-07 05:33:46
1854458,0,23-07 05:33:47
1254070,356,23-07 05:33:49
1294600,356,23-07 05:33:49
1023436,712,23-07 05:33:50
387962,356,23-07 05:33:51
1455735,0,23-07 05:33:52
1636037,0,23-07 05:33:54
1629064,0,23-07 05:33:54
1552033,0,23-07 05:33:55
1695658,0,23-07 05:33:56
1260797,712,23-07 05:33:57
1722075,0,23-07 05:33:59
1247576,0,23-07 05:33:59
1182533,1424,23-07 05:34:00
1463374,1068,23-07 05:34:01
273494,356,23-07 05:34:02
539344,0,23-07 05:34:04
1417088,0,23-07 05:34:04
2672221,0,23-07 05:34:05
1612429,0,23-07 05:34:06
1606161,0,23-07 05:34:07
1222548,1068,23-07 05:34:09
1814058,1068,23-07 05:34:09
1481620,712,23-07 05:34:10
1526203,356,23-07 05:34:11
1381657,356,23-07 05:34:12
298551,356,23-07 05:34:14
780184,0,23-07 05:34:14
1595657,0,23-07 05:34:15
2100628,0,23-07 05:34:16
1817385,0,23-07 05:34:17
2091991,0,23-07 05:34:19
768336,356,23-07 05:34:19
1782341,0,23-07 05:34:20
1859156,1068,23-07 05:34:21
2404213,1424,23-07 05:34:22
2235937,356,23-07 05:34:24
234184,356,23-07 05:34:24
346059,356,23-07 05:34:25
1069783,0,23-07 05:34:26
2355189,0,23-07 05:34:27
2629856,0,23-07 05:34:29
2365382,0,23-07 05:34:29
2353380,0,23-07 05:34:30
1848320,1068,23-07 05:34:31
2163348,0,23-07 05:34:32
2170165,712,23-07 05:34:34
2137883,356,23-07 05:34:34
896833,1424,23-07 05:34:35
372657,356,23-07 05:34:36
1058196,0,23-07 05:34:37
1712868,0,23-07 05:34:39
1588638,0,23-07 05:34:39
2084680,0,23-07 05:34:40
2246299,0,23-07 05:34:41
2887608,0,23-07 05:34:42
1496756,356,23-07 05:34:44
2394591,0,23-07 05:34:44
1470838,2136,23-07 05:34:45
1931905,356,23-07 05:34:46
258789,356,23-07 05:34:47
681594,356,23-07 05:34:49
1727444,0,23-07 05:34:49
1851289,0,23-07 05:34:50
1736796,0,23-07 05:34:51
1401008,0,23-07 05:34:52
2336691,0,23-07 05:34:54
1065734,2136,23-07 05:34:54
2000349,0,23-07 05:34:55
1583879,356,23-07 05:34:56
1329421,356,23-07 05:34:57
2222167,0,23-07 05:34:59
608775,1068,23-07 05:34:59
302069,0,23-07 05:35:00
1203543,0,23-07 05:35:01
1607148,0,23-07 05:35:02
1762817,0,23-07 05:35:04
2330320,0,23-07 05:35:04
2736406,0,23-07 05:35:05
2360025,0,23-07 05:35:06
1171684,0,23-07 05:35:07
929029,0,23-07 05:35:09
2068593,712,23-07 05:35:09
2265462,712,23-07 05:35:10
1437731,0,23-07 05:35:11
1872338,1780,23-07 05:35:12
395521,356,23-07 05:35:14
1366815,0,23-07 05:35:14
3092827,0,23-07 05:35:15
3138579,0,23-07 05:35:16
3493730,0,23-07 05:35:17
2209772,1068,23-07 05:35:19
3439271,356,23-07 05:35:19
2910828,712,23-07 05:35:20
2709152,356,23-07 05:35:21
1215449,356,23-07 05:35:22
