"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain22-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:32:54 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:32:54
0,0,23-07 05:32:55
0,0,23-07 05:32:56
0,0,23-07 05:32:57
0,0,23-07 05:32:58
0,0,23-07 05:32:59
0,0,23-07 05:33:00
0,0,23-07 05:33:01
0,0,23-07 05:33:02
0,0,23-07 05:33:03
0,0,23-07 05:33:04
0,0,23-07 05:33:05
0,0,23-07 05:33:06
223664,0,23-07 05:33:07
1902489,0,23-07 05:33:08
1421371,0,23-07 05:33:09
2089222,0,23-07 05:33:10
2198180,0,23-07 05:33:11
1969383,0,23-07 05:33:12
1728920,0,23-07 05:33:13
1819562,0,23-07 05:33:14
1214667,0,23-07 05:33:15
1304276,356,23-07 05:33:16
2035729,0,23-07 05:33:17
1756184,0,23-07 05:33:18
1160900,1424,23-07 05:33:19
2404563,356,23-07 05:33:20
1078729,0,23-07 05:33:21
2385174,0,23-07 05:33:22
2437049,0,23-07 05:33:23
320344,712,23-07 05:33:24
319526,1780,23-07 05:33:25
595761,356,23-07 05:33:26
457686,356,23-07 05:33:27
1376259,0,23-07 05:33:28
1398257,0,23-07 05:33:29
2032724,0,23-07 05:33:30
1776984,0,23-07 05:33:31
1785920,0,23-07 05:33:32
1521306,0,23-07 05:33:33
1717326,0,23-07 05:33:34
2350058,0,23-07 05:33:35
1082853,0,23-07 05:33:36
1048226,1424,23-07 05:33:37
2153643,0,23-07 05:33:38
1453684,0,23-07 05:33:39
1588005,0,23-07 05:33:40
2577952,0,23-07 05:33:41
1185525,356,23-07 05:33:42
2212691,0,23-07 05:33:43
1541678,1068,23-07 05:33:44
304088,1424,23-07 05:33:45
238633,356,23-07 05:33:46
314501,356,23-07 05:33:47
409721,0,23-07 05:33:48
1368812,0,23-07 05:33:49
1488572,0,23-07 05:33:50
1752671,0,23-07 05:33:51
1817688,0,23-07 05:33:52
2138472,0,23-07 05:33:53
2738535,0,23-07 05:33:54
2152454,0,23-07 05:33:55
1960978,0,23-07 05:33:56
1108911,356,23-07 05:33:57
2411331,0,23-07 05:33:58
2944944,0,23-07 05:33:59
2002175,356,23-07 05:34:00
1610952,0,23-07 05:34:01
1796885,712,23-07 05:34:02
1954191,0,23-07 05:34:03
1946486,1068,23-07 05:34:04
276517,1068,23-07 05:34:05
407617,356,23-07 05:34:06
1150105,0,23-07 05:34:07
1379489,0,23-07 05:34:08
1377907,0,23-07 05:34:09
1365796,0,23-07 05:34:10
1550236,0,23-07 05:34:11
1693239,0,23-07 05:34:12
1448084,0,23-07 05:34:13
1697946,0,23-07 05:34:14
1448171,0,23-07 05:34:15
1220045,356,23-07 05:34:16
2726945,0,23-07 05:34:17
1856315,712,23-07 05:34:18
1723625,356,23-07 05:34:19
2169069,712,23-07 05:34:20
1557071,712,23-07 05:34:21
2477007,0,23-07 05:34:22
498377,712,23-07 05:34:23
314782,712,23-07 05:34:24
467845,356,23-07 05:34:25
1434452,0,23-07 05:34:26
1374706,0,23-07 05:34:27
3161716,0,23-07 05:34:28
3420164,0,23-07 05:34:29
2051584,0,23-07 05:34:30
1850601,0,23-07 05:34:31
1832897,0,23-07 05:34:32
2055625,0,23-07 05:34:33
1259902,0,23-07 05:34:34
1070235,356,23-07 05:34:35
2407062,356,23-07 05:34:36
2031316,0,23-07 05:34:37
2098619,712,23-07 05:34:38
1373268,0,23-07 05:34:39
2133163,0,23-07 05:34:40
1661226,356,23-07 05:34:41
1904731,0,23-07 05:34:42
332121,2136,23-07 05:34:43
439073,356,23-07 05:34:44
706160,356,23-07 05:34:45
2082560,0,23-07 05:34:46
2156185,0,23-07 05:34:47
2311493,0,23-07 05:34:48
2260704,0,23-07 05:34:49
1982447,0,23-07 05:34:50
2889943,0,23-07 05:34:51
4593881,0,23-07 05:34:52
2198603,1424,23-07 05:34:53
1689737,0,23-07 05:34:54
1726349,0,23-07 05:34:55
1888068,0,23-07 05:34:56
3492008,1068,23-07 05:34:57
2963159,356,23-07 05:34:58
4533408,0,23-07 05:34:59
1779054,356,23-07 05:35:00
381622,1424,23-07 05:35:01
517452,356,23-07 05:35:02
1420435,0,23-07 05:35:03
1312406,0,23-07 05:35:04
1269544,0,23-07 05:35:05
1768809,0,23-07 05:35:06
1358100,0,23-07 05:35:07
1620995,0,23-07 05:35:08
1458951,0,23-07 05:35:09
1538662,0,23-07 05:35:10
1840981,0,23-07 05:35:11
1034409,0,23-07 05:35:12
1618682,356,23-07 05:35:13
3467654,0,23-07 05:35:14
4425117,1068,23-07 05:35:15
4687806,712,23-07 05:35:16
4051510,1068,23-07 05:35:17
3493309,356,23-07 05:35:18
1006195,356,23-07 05:35:19
2862333,0,23-07 05:35:20
