"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain24-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:32:54 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:32:54
0,0,23-07 05:32:55
0,0,23-07 05:32:56
0,0,23-07 05:32:57
0,0,23-07 05:32:58
0,0,23-07 05:32:59
0,0,23-07 05:33:00
0,0,23-07 05:33:01
0,0,23-07 05:33:02
0,0,23-07 05:33:03
0,0,23-07 05:33:04
0,0,23-07 05:33:05
0,0,23-07 05:33:06
194807,0,23-07 05:33:07
1273793,0,23-07 05:33:08
1596592,0,23-07 05:33:09
3031657,0,23-07 05:33:10
3080091,0,23-07 05:33:11
2328021,0,23-07 05:33:12
1457963,2136,23-07 05:33:13
1701808,0,23-07 05:33:14
1184052,356,23-07 05:33:15
0,0,23-07 05:33:16
80720,0,23-07 05:33:17
384646,1424,23-07 05:33:18
336327,0,23-07 05:33:19
1442391,0,23-07 05:33:20
2508170,0,23-07 05:33:21
2450404,0,23-07 05:33:22
2013139,0,23-07 05:33:23
2221846,0,23-07 05:33:24
991703,0,23-07 05:33:25
1991247,0,23-07 05:33:26
1576099,356,23-07 05:33:27
1100865,356,23-07 05:33:28
1107566,712,23-07 05:33:29
324119,1780,23-07 05:33:30
515922,356,23-07 05:33:31
1030612,0,23-07 05:33:32
1777327,0,23-07 05:33:33
1783516,0,23-07 05:33:34
1970671,0,23-07 05:33:35
2522388,0,23-07 05:33:36
1185048,0,23-07 05:33:37
1524282,0,23-07 05:33:38
1218292,356,23-07 05:33:39
1925582,356,23-07 05:33:40
1545777,356,23-07 05:33:41
2426426,0,23-07 05:33:42
275093,712,23-07 05:33:43
573198,1780,23-07 05:33:44
629833,356,23-07 05:33:45
1529570,0,23-07 05:33:46
1809988,0,23-07 05:33:47
1795551,0,23-07 05:33:48
1456491,0,23-07 05:33:49
1591124,0,23-07 05:33:50
1250180,1780,23-07 05:33:51
2233842,0,23-07 05:33:52
1481295,712,23-07 05:33:53
1087616,712,23-07 05:33:54
1998575,0,23-07 05:33:55
595712,0,23-07 05:33:56
332286,712,23-07 05:33:57
637539,0,23-07 05:33:58
1305527,0,23-07 05:33:59
2314485,0,23-07 05:34:00
3821660,0,23-07 05:34:01
3415590,0,23-07 05:34:02
1063697,356,23-07 05:34:03
1637434,712,23-07 05:34:04
2157849,0,23-07 05:34:05
1669731,356,23-07 05:34:06
1975067,0,23-07 05:34:07
655647,1780,23-07 05:34:08
360979,712,23-07 05:34:09
1051261,0,23-07 05:34:10
1841793,0,23-07 05:34:11
2119916,0,23-07 05:34:12
2221788,0,23-07 05:34:13
1662977,0,23-07 05:34:14
1682766,0,23-07 05:34:15
2370880,0,23-07 05:34:16
1111986,712,23-07 05:34:17
1986935,0,23-07 05:34:18
1512649,356,23-07 05:34:19
1804908,712,23-07 05:34:20
2439797,356,23-07 05:34:21
323176,1780,23-07 05:34:22
387697,356,23-07 05:34:23
878426,0,23-07 05:34:24
1070153,0,23-07 05:34:25
2197477,0,23-07 05:34:26
2211236,0,23-07 05:34:27
1650957,0,23-07 05:34:28
2000231,0,23-07 05:34:29
1256924,1424,23-07 05:34:30
2317864,712,23-07 05:34:31
1636407,356,23-07 05:34:32
1560836,0,23-07 05:34:33
1793361,1068,23-07 05:34:34
337293,0,23-07 05:34:35
648205,356,23-07 05:34:36
1366236,0,23-07 05:34:37
2392329,0,23-07 05:34:38
1422742,0,23-07 05:34:39
2382859,0,23-07 05:34:40
1208505,0,23-07 05:34:41
2106396,0,23-07 05:34:42
1536533,1068,23-07 05:34:43
2025226,0,23-07 05:34:44
2461888,1068,23-07 05:34:45
469617,1068,23-07 05:34:46
463798,356,23-07 05:34:47
1580419,0,23-07 05:34:48
1575813,0,23-07 05:34:49
2182052,0,23-07 05:34:50
2070456,0,23-07 05:34:51
1915849,0,23-07 05:34:52
1828887,0,23-07 05:34:53
968996,1424,23-07 05:34:54
2536313,0,23-07 05:34:55
1838448,356,23-07 05:34:56
1623826,712,23-07 05:34:57
2412396,0,23-07 05:34:58
481061,1424,23-07 05:34:59
365038,356,23-07 05:35:00
866444,0,23-07 05:35:01
1745419,0,23-07 05:35:02
2128908,0,23-07 05:35:03
1712086,0,23-07 05:35:04
2061583,0,23-07 05:35:05
1944520,0,23-07 05:35:06
2681450,712,23-07 05:35:07
2203036,0,23-07 05:35:08
2206218,0,23-07 05:35:09
1622687,0,23-07 05:35:10
2307727,0,23-07 05:35:11
336942,1424,23-07 05:35:12
719786,1068,23-07 05:35:13
1449575,0,23-07 05:35:14
4137557,0,23-07 05:35:15
4002995,0,23-07 05:35:16
4700034,0,23-07 05:35:17
3430881,0,23-07 05:35:18
5773425,712,23-07 05:35:19
4616815,1780,23-07 05:35:20
5174467,356,23-07 05:35:21
