"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain29-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 05:32:55 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 05:32:55
0,0,23-07 05:32:56
0,0,23-07 05:32:57
0,0,23-07 05:32:58
0,0,23-07 05:32:59
0,0,23-07 05:33:00
0,0,23-07 05:33:01
0,0,23-07 05:33:02
0,0,23-07 05:33:03
0,0,23-07 05:33:04
0,0,23-07 05:33:05
228165,0,23-07 05:33:06
4557225,0,23-07 05:33:07
2306513,0,23-07 05:33:08
2643976,0,23-07 05:33:09
1901130,0,23-07 05:33:10
2617413,0,23-07 05:33:11
1780226,0,23-07 05:33:12
2850244,1068,23-07 05:33:13
2820333,1068,23-07 05:33:14
2385689,0,23-07 05:33:15
4299692,1068,23-07 05:33:16
630482,0,23-07 05:33:17
846282,356,23-07 05:33:18
1869791,0,23-07 05:33:19
1888764,0,23-07 05:33:20
2196896,0,23-07 05:33:21
2091352,0,23-07 05:33:22
4286018,0,23-07 05:33:23
1862473,356,23-07 05:33:24
3258037,0,23-07 05:33:25
2072089,1780,23-07 05:33:26
1811927,356,23-07 05:33:27
1531053,356,23-07 05:33:28
237434,712,23-07 05:33:29
284554,0,23-07 05:33:30
676324,356,23-07 05:33:31
1730648,0,23-07 05:33:32
2105028,0,23-07 05:33:33
1796520,0,23-07 05:33:34
1686686,0,23-07 05:33:35
1507775,0,23-07 05:33:36
1559111,1424,23-07 05:33:37
2240257,0,23-07 05:33:38
1386133,712,23-07 05:33:39
1322505,0,23-07 05:33:40
2531513,0,23-07 05:33:41
336873,1780,23-07 05:33:42
405055,356,23-07 05:33:43
763989,0,23-07 05:33:44
1120063,0,23-07 05:33:45
2326560,0,23-07 05:33:46
1553989,0,23-07 05:33:47
1200387,0,23-07 05:33:48
2927948,0,23-07 05:33:49
812604,1424,23-07 05:33:50
2207628,0,23-07 05:33:51
1411504,0,23-07 05:33:52
1106607,1780,23-07 05:33:53
1396422,356,23-07 05:33:54
252655,356,23-07 05:33:55
325775,0,23-07 05:33:56
1341792,0,23-07 05:33:57
1715332,0,23-07 05:33:58
1803788,0,23-07 05:33:59
1568024,0,23-07 05:34:00
2510890,0,23-07 05:34:01
1256037,0,23-07 05:34:02
2411847,0,23-07 05:34:03
1480192,1068,23-07 05:34:04
1586531,0,23-07 05:34:05
1751939,1424,23-07 05:34:06
399197,712,23-07 05:34:07
388535,356,23-07 05:34:08
1392031,0,23-07 05:34:09
1454940,0,23-07 05:34:10
1943141,0,23-07 05:34:11
2205051,0,23-07 05:34:12
2133258,0,23-07 05:34:13
1888788,0,23-07 05:34:14
1283373,356,23-07 05:34:15
2340579,0,23-07 05:34:16
1470353,1068,23-07 05:34:17
1463409,0,23-07 05:34:18
2227448,0,23-07 05:34:19
250765,1424,23-07 05:34:20
467337,1068,23-07 05:34:21
1004042,0,23-07 05:34:22
1492661,0,23-07 05:34:23
1972396,0,23-07 05:34:24
2341371,0,23-07 05:34:25
2242868,0,23-07 05:34:26
1067198,356,23-07 05:34:27
1843221,0,23-07 05:34:28
1821386,0,23-07 05:34:29
1236853,356,23-07 05:34:30
1602940,0,23-07 05:34:31
762674,1424,23-07 05:34:32
300860,1068,23-07 05:34:33
1387686,0,23-07 05:34:34
2565363,0,23-07 05:34:35
3195129,0,23-07 05:34:36
1880536,0,23-07 05:34:37
2736499,0,23-07 05:34:38
2872126,0,23-07 05:34:39
1084153,0,23-07 05:34:40
2189284,0,23-07 05:34:41
2888458,0,23-07 05:34:42
2288807,356,23-07 05:34:43
1397807,1068,23-07 05:34:44
1859866,0,23-07 05:34:45
547575,1424,23-07 05:34:46
554333,356,23-07 05:34:47
1976454,0,23-07 05:34:48
2870348,0,23-07 05:34:49
3263316,0,23-07 05:34:50
1665074,0,23-07 05:34:51
2236714,0,23-07 05:34:52
1603247,0,23-07 05:34:53
1090111,1780,23-07 05:34:54
1819352,712,23-07 05:34:55
1613116,0,23-07 05:34:56
1590151,0,23-07 05:34:57
2079309,356,23-07 05:34:58
355124,1068,23-07 05:34:59
317957,356,23-07 05:35:00
412304,0,23-07 05:35:01
1401250,0,23-07 05:35:02
3525090,0,23-07 05:35:03
3764012,0,23-07 05:35:04
2544078,0,23-07 05:35:05
1808288,0,23-07 05:35:06
921182,1424,23-07 05:35:07
870776,356,23-07 05:35:08
1796586,0,23-07 05:35:09
1536352,356,23-07 05:35:10
2183012,356,23-07 05:35:11
1458450,1424,23-07 05:35:12
510871,356,23-07 05:35:13
2177224,0,23-07 05:35:14
2605740,0,23-07 05:35:15
4299662,0,23-07 05:35:16
4768909,0,23-07 05:35:17
3945646,1780,23-07 05:35:18
4932008,356,23-07 05:35:19
3832954,0,23-07 05:35:20
4898381,712,23-07 05:35:21
973830,356,23-07 05:35:22
4200016,0,23-07 05:35:23
6341272,0,23-07 05:35:24
