"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain1-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 01:47:16 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 01:47:16
0,0,27-07 01:47:17
0,0,27-07 01:47:18
0,0,27-07 01:47:19
0,0,27-07 01:47:20
0,0,27-07 01:47:21
0,0,27-07 01:47:22
95,95,27-07 01:47:23
0,0,27-07 01:47:24
0,0,27-07 01:47:25
0,0,27-07 01:47:26
241757,0,27-07 01:47:27
1175122,84,27-07 01:47:28
3029564,0,27-07 01:47:29
3607670,0,27-07 01:47:30
3783051,0,27-07 01:47:31
3774033,95,27-07 01:47:32
3208296,0,27-07 01:47:33
3766844,0,27-07 01:47:34
4193523,0,27-07 01:47:35
2817565,0,27-07 01:47:36
2429163,1195,27-07 01:47:37
3456439,0,27-07 01:47:38
3644423,0,27-07 01:47:39
3491217,1004,27-07 01:47:40
2644025,255,27-07 01:47:41
4145185,255,27-07 01:47:42
2165260,255,27-07 01:47:43
3755250,0,27-07 01:47:44
2455496,510,27-07 01:47:45
540750,255,27-07 01:47:46
578706,255,27-07 01:47:47
757916,0,27-07 01:47:48
1525754,255,27-07 01:47:49
3275066,0,27-07 01:47:50
2655440,0,27-07 01:47:51
3435134,0,27-07 01:47:52
3685356,0,27-07 01:47:53
3452433,42,27-07 01:47:54
2967007,0,27-07 01:47:55
3325771,0,27-07 01:47:56
3810258,0,27-07 01:47:57
2933049,95,27-07 01:47:58
1766984,1434,27-07 01:47:59
3199657,0,27-07 01:48:00
3358916,0,27-07 01:48:01
3262754,749,27-07 01:48:02
3049857,0,27-07 01:48:03
3003818,255,27-07 01:48:04
2641143,510,27-07 01:48:05
2113491,247,27-07 01:48:06
3863131,0,27-07 01:48:07
2194470,510,27-07 01:48:08
507116,255,27-07 01:48:09
782589,0,27-07 01:48:10
654650,552,27-07 01:48:11
2305202,0,27-07 01:48:12
2836936,0,27-07 01:48:13
3078358,0,27-07 01:48:14
3794351,0,27-07 01:48:15
3560607,0,27-07 01:48:16
3208313,0,27-07 01:48:17
3230826,0,27-07 01:48:18
3569482,0,27-07 01:48:19
3557327,0,27-07 01:48:20
1943913,95,27-07 01:48:21
2056359,239,27-07 01:48:22
3553100,255,27-07 01:48:23
3178064,0,27-07 01:48:24
3231746,1514,27-07 01:48:25
2971259,297,27-07 01:48:26
2810126,255,27-07 01:48:27
