"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain0-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 07:43:11 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 07:43:11
0,0,08-12 07:43:12
0,0,08-12 07:43:13
95,95,08-12 07:43:14
0,0,08-12 07:43:15
0,0,08-12 07:43:16
0,0,08-12 07:43:17
0,0,08-12 07:43:18
0,0,08-12 07:43:19
0,0,08-12 07:43:20
0,0,08-12 07:43:21
0,0,08-12 07:43:22
0,0,08-12 07:43:23
95,95,08-12 07:43:24
0,0,08-12 07:43:25
0,0,08-12 07:43:26
0,0,08-12 07:43:27
0,0,08-12 07:43:28
0,0,08-12 07:43:29
0,0,08-12 07:43:30
505233,0,08-12 07:43:31
1749421,0,08-12 07:43:32
1393091,95,08-12 07:43:33
1308001,0,08-12 07:43:34
1408346,0,08-12 07:43:35
1411608,42,08-12 07:43:36
1410807,0,08-12 07:43:37
1403365,0,08-12 07:43:38
1411773,42,08-12 07:43:39
1408889,0,08-12 07:43:40
1408708,0,08-12 07:43:41
1399904,0,08-12 07:43:42
1394114,95,08-12 07:43:43
1400388,0,08-12 07:43:44
1410542,0,08-12 07:43:45
1415366,0,08-12 07:43:46
1399268,0,08-12 07:43:47
1404972,0,08-12 07:43:48
1406387,0,08-12 07:43:49
1405286,0,08-12 07:43:50
1403790,0,08-12 07:43:51
1402125,0,08-12 07:43:52
1390997,95,08-12 07:43:53
1355750,478,08-12 07:43:54
1390722,486,08-12 07:43:55
950615,510,08-12 07:43:56
1394603,0,08-12 07:43:57
1402398,0,08-12 07:43:58
1403367,0,08-12 07:43:59
1418398,0,08-12 07:44:00
1425146,0,08-12 07:44:01
1402720,749,08-12 07:44:02
1361301,0,08-12 07:44:03
1387315,1020,08-12 07:44:04
1402269,255,08-12 07:44:05
1412276,255,08-12 07:44:06
1376652,42,08-12 07:44:07
1373954,255,08-12 07:44:08
1370167,0,08-12 07:44:09
1348260,765,08-12 07:44:10
1345122,297,08-12 07:44:11
1379476,0,08-12 07:44:12
1381609,0,08-12 07:44:13
1382914,0,08-12 07:44:14
1389033,0,08-12 07:44:15
1353250,1530,08-12 07:44:16
1250533,255,08-12 07:44:17
872592,0,08-12 07:44:18
1398821,0,08-12 07:44:19
1403914,0,08-12 07:44:20
1391237,0,08-12 07:44:21
1294183,0,08-12 07:44:22
1406486,0,08-12 07:44:23
1409587,0,08-12 07:44:24
1401367,0,08-12 07:44:25
1395439,95,08-12 07:44:26
1375064,0,08-12 07:44:27
1402295,0,08-12 07:44:28
1410630,0,08-12 07:44:29
1407657,0,08-12 07:44:30
1398742,0,08-12 07:44:31
1418281,0,08-12 07:44:32
1359800,0,08-12 07:44:33
1337261,0,08-12 07:44:34
1413970,0,08-12 07:44:35
1409197,95,08-12 07:44:36
1392966,0,08-12 07:44:37
1403690,0,08-12 07:44:38
1400088,0,08-12 07:44:39
1401816,0,08-12 07:44:40
1377335,0,08-12 07:44:41
1358886,42,08-12 07:44:42
1362716,1434,08-12 07:44:43
1112332,0,08-12 07:44:44
1189055,0,08-12 07:44:45
1373331,0,08-12 07:44:46
1385520,0,08-12 07:44:47
1381241,42,08-12 07:44:48
1416459,0,08-12 07:44:49
1408738,749,08-12 07:44:50
1382444,0,08-12 07:44:51
1368964,1020,08-12 07:44:52
1403676,255,08-12 07:44:53
1410190,255,08-12 07:44:54
1375581,255,08-12 07:44:55
1399556,255,08-12 07:44:56
1377922,0,08-12 07:44:57
1351276,510,08-12 07:44:58
1346371,247,08-12 07:44:59
1377555,0,08-12 07:45:00
1384953,0,08-12 07:45:01
1379556,0,08-12 07:45:02
1378587,0,08-12 07:45:03
1348538,1275,08-12 07:45:04
1308668,255,08-12 07:45:05
1099518,255,08-12 07:45:06
1200506,0,08-12 07:45:07
1362116,0,08-12 07:45:08
1403036,42,08-12 07:45:09
1280352,0,08-12 07:45:10
1419174,0,08-12 07:45:11
1409723,0,08-12 07:45:12
1398912,0,08-12 07:45:13
1406674,0,08-12 07:45:14
1361357,95,08-12 07:45:15
1413234,0,08-12 07:45:16
1394529,0,08-12 07:45:17
1412404,0,08-12 07:45:18
1411718,0,08-12 07:45:19
1406910,0,08-12 07:45:20
1400723,0,08-12 07:45:21
1387576,0,08-12 07:45:22
1379639,0,08-12 07:45:23
1408585,0,08-12 07:45:24
1399566,137,08-12 07:45:25
1390991,0,08-12 07:45:26
1403634,0,08-12 07:45:27
1402104,0,08-12 07:45:28
1398230,0,08-12 07:45:29
1399866,0,08-12 07:45:30
1350830,1434,08-12 07:45:31
1385675,0,08-12 07:45:32
954070,255,08-12 07:45:33
1401330,0,08-12 07:45:34
