"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain18-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","29 Jul 2017 04:52:11 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,29-07 04:52:11
0,0,29-07 04:52:12
0,0,29-07 04:52:13
0,0,29-07 04:52:14
0,0,29-07 04:52:15
42,42,29-07 04:52:16
0,0,29-07 04:52:17
0,0,29-07 04:52:18
0,0,29-07 04:52:19
95,95,29-07 04:52:20
1777991,247,29-07 04:52:21
10832665,0,29-07 04:52:22
7998733,1267,29-07 04:52:23
7918650,510,29-07 04:52:24
9546325,0,29-07 04:52:25
7065974,510,29-07 04:52:26
9880077,0,29-07 04:52:27
6528181,502,29-07 04:52:28
7734601,255,29-07 04:52:29
8464345,0,29-07 04:52:30
6161953,510,29-07 04:52:31
9060488,0,29-07 04:52:32
5204526,510,29-07 04:52:33
9875517,0,29-07 04:52:34
5749963,510,29-07 04:52:35
8420796,0,29-07 04:52:36
7956880,255,29-07 04:52:37
6863781,510,29-07 04:52:38
8567439,0,29-07 04:52:39
6279995,510,29-07 04:52:40
9667286,0,29-07 04:52:41
6634766,510,29-07 04:52:42
9355165,0,29-07 04:52:43
6570391,502,29-07 04:52:44
8216005,297,29-07 04:52:45
8271807,0,29-07 04:52:46
7110651,510,29-07 04:52:47
9113913,0,29-07 04:52:48
7028620,510,29-07 04:52:49
9549480,42,29-07 04:52:50
7933382,255,29-07 04:52:51
7402326,510,29-07 04:52:52
9435620,0,29-07 04:52:53
6042689,510,29-07 04:52:54
9811253,0,29-07 04:52:55
7233910,502,29-07 04:52:56
7118092,255,29-07 04:52:57
8983964,0,29-07 04:52:58
5983619,510,29-07 04:52:59
9540631,0,29-07 04:53:00
6612295,510,29-07 04:53:01
8329420,0,29-07 04:53:02
7540448,502,29-07 04:53:03
7915002,255,29-07 04:53:04
9485118,0,29-07 04:53:05
5949298,510,29-07 04:53:06
9458909,0,29-07 04:53:07
7095259,502,29-07 04:53:08
7622128,255,29-07 04:53:09
8472012,0,29-07 04:53:10
6129409,510,29-07 04:53:11
10036106,0,29-07 04:53:12
6217736,552,29-07 04:53:13
8269939,0,29-07 04:53:14
8342475,255,29-07 04:53:15
6715482,510,29-07 04:53:16
9126166,0,29-07 04:53:17
7215255,510,29-07 04:53:18
9696849,0,29-07 04:53:19
6671085,502,29-07 04:53:20
7414400,255,29-07 04:53:21
7916004,0,29-07 04:53:22
7287113,510,29-07 04:53:23
9108322,0,29-07 04:53:24
7613506,510,29-07 04:53:25
9248972,0,29-07 04:53:26
9332176,255,29-07 04:53:27
8730672,510,29-07 04:53:28
9587630,255,29-07 04:53:29
10105202,0,29-07 04:53:30
8183130,510,29-07 04:53:31
9798485,42,29-07 04:53:32
9130086,255,29-07 04:53:33
8767929,510,29-07 04:53:34
10606523,0,29-07 04:53:35
