"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain4-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","29 Jul 2017 04:52:11 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,29-07 04:52:11
0,0,29-07 04:52:12
0,0,29-07 04:52:13
95,95,29-07 04:52:14
0,0,29-07 04:52:15
0,0,29-07 04:52:16
0,0,29-07 04:52:17
0,0,29-07 04:52:18
42,42,29-07 04:52:19
0,0,29-07 04:52:20
0,0,29-07 04:52:21
0,0,29-07 04:52:22
0,0,29-07 04:52:23
3705054,342,29-07 04:52:24
6124127,0,29-07 04:52:25
4842355,1020,29-07 04:52:26
5891887,247,29-07 04:52:27
6686508,0,29-07 04:52:28
3398129,765,29-07 04:52:29
5628022,0,29-07 04:52:30
5789931,0,29-07 04:52:31
4438909,765,29-07 04:52:32
6676095,0,29-07 04:52:33
4505848,510,29-07 04:52:34
5268863,247,29-07 04:52:35
6125436,0,29-07 04:52:36
3425468,757,29-07 04:52:37
5425872,0,29-07 04:52:38
6568204,0,29-07 04:52:39
3610006,510,29-07 04:52:40
6382868,42,29-07 04:52:41
5109551,765,29-07 04:52:42
4624061,0,29-07 04:52:43
6073935,0,29-07 04:52:44
3818618,510,29-07 04:52:45
5235825,247,29-07 04:52:46
5950833,0,29-07 04:52:47
3559952,510,29-07 04:52:48
5415102,247,29-07 04:52:49
6347309,42,29-07 04:52:50
3740562,510,29-07 04:52:51
6729017,0,29-07 04:52:52
5078985,0,29-07 04:52:53
4042508,765,29-07 04:52:54
6525021,0,29-07 04:52:55
4261746,765,29-07 04:52:56
5006675,0,29-07 04:52:57
6209502,0,29-07 04:52:58
3327584,510,29-07 04:52:59
4668789,247,29-07 04:53:00
5699114,0,29-07 04:53:01
3831604,510,29-07 04:53:02
5328930,247,29-07 04:53:03
6344665,0,29-07 04:53:04
3597276,757,29-07 04:53:05
5832935,0,29-07 04:53:06
6098475,0,29-07 04:53:07
2747160,510,29-07 04:53:08
6520594,0,29-07 04:53:09
5133471,0,29-07 04:53:10
4012022,765,29-07 04:53:11
5163789,0,29-07 04:53:12
4943438,42,29-07 04:53:13
4235045,765,29-07 04:53:14
6232897,0,29-07 04:53:15
4462780,510,29-07 04:53:16
6247538,247,29-07 04:53:17
5910919,0,29-07 04:53:18
3250677,757,29-07 04:53:19
5676952,0,29-07 04:53:20
6132242,42,29-07 04:53:21
3546949,510,29-07 04:53:22
6784654,0,29-07 04:53:23
4798254,510,29-07 04:53:24
