"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain7-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 00:26:13 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 00:26:13
0,0,27-07 00:26:14
95,95,27-07 00:26:15
0,0,27-07 00:26:16
0,0,27-07 00:26:17
0,0,27-07 00:26:18
0,0,27-07 00:26:19
42,42,27-07 00:26:20
0,0,27-07 00:26:21
0,0,27-07 00:26:22
7557,0,27-07 00:26:23
378957,95,27-07 00:26:24
1262526,0,27-07 00:26:25
1237723,0,27-07 00:26:26
1278175,0,27-07 00:26:27
1109956,42,27-07 00:26:28
1236075,0,27-07 00:26:29
1295586,0,27-07 00:26:30
1299371,0,27-07 00:26:31
1304604,0,27-07 00:26:32
1300095,0,27-07 00:26:33
1300095,95,27-07 00:26:34
1303101,0,27-07 00:26:35
1298592,0,27-07 00:26:36
1301598,0,27-07 00:26:37
1280462,0,27-07 00:26:38
1285224,0,27-07 00:26:39
1299998,0,27-07 00:26:40
1309452,0,27-07 00:26:41
1306605,0,27-07 00:26:42
1321552,0,27-07 00:26:43
1326976,95,27-07 00:26:44
1322966,0,27-07 00:26:45
1306107,0,27-07 00:26:46
1303498,0,27-07 00:26:47
1058577,0,27-07 00:26:48
1216686,1434,27-07 00:26:49
878457,0,27-07 00:26:50
1267597,255,27-07 00:26:51
1312119,0,27-07 00:26:52
1312994,0,27-07 00:26:53
1290793,0,27-07 00:26:54
1266350,42,27-07 00:26:55
1266649,749,27-07 00:26:56
1333445,0,27-07 00:26:57
1271317,1020,27-07 00:26:58
1273656,255,27-07 00:26:59
1254597,255,27-07 00:27:00
1341891,297,27-07 00:27:01
1277857,510,27-07 00:27:02
1347624,0,27-07 00:27:03
1242672,255,27-07 00:27:04
1092094,247,27-07 00:27:05
1331270,0,27-07 00:27:06
1344903,0,27-07 00:27:07
1349819,0,27-07 00:27:08
1354009,0,27-07 00:27:09
1232843,1530,27-07 00:27:10
850891,255,27-07 00:27:11
1024898,255,27-07 00:27:12
638990,0,27-07 00:27:13
1308933,0,27-07 00:27:14
1267611,0,27-07 00:27:15
1301412,0,27-07 00:27:16
1116442,0,27-07 00:27:17
1225554,0,27-07 00:27:18
1286568,0,27-07 00:27:19
1294862,0,27-07 00:27:20
1279053,0,27-07 00:27:21
1265568,137,27-07 00:27:22
1283562,0,27-07 00:27:23
1300095,0,27-07 00:27:24
1221939,0,27-07 00:27:25
