"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain36-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 17:22:33 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 17:22:33
1352960,35508,27-07 17:22:34
1353002,36588,27-07 17:22:35
1352828,37050,27-07 17:22:36
1353055,38057,27-07 17:22:37
1352498,35640,27-07 17:22:38
1352960,39600,27-07 17:22:39
1352960,38874,27-07 17:22:40
1352960,35574,27-07 17:22:41
1352960,35970,27-07 17:22:42
1352960,38766,27-07 17:22:43
1353002,41064,27-07 17:22:44
1352960,40812,27-07 17:22:45
1354226,36282,27-07 17:22:46
