"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain1-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","25 Jul 2017 06:27:19 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,25-07 06:27:19
0,0,25-07 06:27:20
0,0,25-07 06:27:21
0,0,25-07 06:27:22
0,0,25-07 06:27:23
0,0,25-07 06:27:24
0,0,25-07 06:27:25
0,0,25-07 06:27:26
0,0,25-07 06:27:27
0,0,25-07 06:27:28
0,0,25-07 06:27:29
137846,0,25-07 06:27:30
4877170,0,25-07 06:27:31
12115041,0,25-07 06:27:32
11013509,2136,25-07 06:27:33
11259605,356,25-07 06:27:34
7971514,356,25-07 06:27:35
11845004,0,25-07 06:27:36
12035297,0,25-07 06:27:37
11235692,1068,25-07 06:27:38
11335543,356,25-07 06:27:39
8884164,356,25-07 06:27:40
11203874,0,25-07 06:27:41
12014897,0,25-07 06:27:42
10999974,1068,25-07 06:27:43
11752268,356,25-07 06:27:44
8028366,356,25-07 06:27:45
11747711,0,25-07 06:27:46
12154209,0,25-07 06:27:47
11261166,1068,25-07 06:27:48
11615643,356,25-07 06:27:49
8636075,356,25-07 06:27:50
11550999,0,25-07 06:27:51
12158134,0,25-07 06:27:52
11237801,1068,25-07 06:27:53
11798144,356,25-07 06:27:54
9040726,356,25-07 06:27:55
10911046,0,25-07 06:27:56
11752302,0,25-07 06:27:57
10967986,1068,25-07 06:27:58
11722514,356,25-07 06:27:59
