"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain1-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","22 Jul 2017 00:31:13 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,22-07 00:31:13
0,0,22-07 00:31:14
0,0,22-07 00:31:15
0,0,22-07 00:31:16
0,0,22-07 00:31:17
0,0,22-07 00:31:18
0,0,22-07 00:31:19
0,0,22-07 00:31:20
0,0,22-07 00:31:21
0,0,22-07 00:31:22
0,0,22-07 00:31:23
377979,0,22-07 00:31:24
1286195,0,22-07 00:31:25
1259425,0,22-07 00:31:26
1281835,0,22-07 00:31:27
1142208,0,22-07 00:31:28
1272449,0,22-07 00:31:29
1281688,0,22-07 00:31:30
1282394,0,22-07 00:31:31
1282484,0,22-07 00:31:32
1283148,0,22-07 00:31:33
1281716,0,22-07 00:31:34
1281932,0,22-07 00:31:35
1281820,0,22-07 00:31:36
1281924,0,22-07 00:31:37
1277172,0,22-07 00:31:38
1275204,0,22-07 00:31:39
1285168,0,22-07 00:31:40
1276133,0,22-07 00:31:41
1287857,0,22-07 00:31:42
1289066,0,22-07 00:31:43
1288599,0,22-07 00:31:44
1287832,0,22-07 00:31:45
1289224,0,22-07 00:31:46
1232325,0,22-07 00:31:47
1156327,2136,22-07 00:31:48
1243192,0,22-07 00:31:49
858790,356,22-07 00:31:50
1286691,0,22-07 00:31:51
1289885,0,22-07 00:31:52
1286398,0,22-07 00:31:53
