"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain0-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","25 Jul 2017 06:26:10 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,25-07 06:26:10
0,0,25-07 06:26:11
0,0,25-07 06:26:12
0,0,25-07 06:26:13
0,0,25-07 06:26:14
0,0,25-07 06:26:15
0,0,25-07 06:26:16
0,0,25-07 06:26:17
0,0,25-07 06:26:18
0,0,25-07 06:26:19
0,0,25-07 06:26:20
131553,0,25-07 06:26:21
9392329,0,25-07 06:26:22
11921402,0,25-07 06:26:23
10958579,2136,25-07 06:26:24
11522022,356,25-07 06:26:25
8798880,356,25-07 06:26:26
11291111,0,25-07 06:26:27
11019271,0,25-07 06:26:28
10973880,1068,25-07 06:26:29
11566601,356,25-07 06:26:30
9374679,356,25-07 06:26:31
11923050,0,25-07 06:26:32
12063240,0,25-07 06:26:33
11246760,1068,25-07 06:26:34
11466912,356,25-07 06:26:35
9632036,356,25-07 06:26:36
11779436,0,25-07 06:26:37
12061992,0,25-07 06:26:38
11309176,1068,25-07 06:26:39
11409539,356,25-07 06:26:40
9676717,356,25-07 06:26:41
11902960,0,25-07 06:26:42
11995175,0,25-07 06:26:43
11217119,1068,25-07 06:26:44
11326947,356,25-07 06:26:45
9832174,356,25-07 06:26:46
11453738,0,25-07 06:26:47
12026535,0,25-07 06:26:48
11290818,1068,25-07 06:26:49
11400520,356,25-07 06:26:50
9137493,356,25-07 06:26:51
11811833,0,25-07 06:26:52
11984836,0,25-07 06:26:53
11341800,1068,25-07 06:26:54
11350936,356,25-07 06:26:55
9499778,356,25-07 06:26:56
11883090,0,25-07 06:26:57
11929710,0,25-07 06:26:58
11257067,1068,25-07 06:26:59
11511314,356,25-07 06:27:00
9476543,356,25-07 06:27:01
12029003,0,25-07 06:27:02
11938449,0,25-07 06:27:03
11189243,1068,25-07 06:27:04
11680801,356,25-07 06:27:05
9384043,356,25-07 06:27:06
12199340,0,25-07 06:27:07
11981724,0,25-07 06:27:08
11563601,1068,25-07 06:27:09
11793212,356,25-07 06:27:10
9369328,0,25-07 06:27:11
12134987,0,25-07 06:27:12
11733542,1068,25-07 06:27:13
11701245,356,25-07 06:27:14
11850115,356,25-07 06:27:15
9198062,0,25-07 06:27:16
12109374,0,25-07 06:27:17
11351001,1068,25-07 06:27:18
11731231,356,25-07 06:27:19
11910920,356,25-07 06:27:20
9201991,0,25-07 06:27:21
12114825,0,25-07 06:27:22
11220918,1068,25-07 06:27:23
11795082,356,25-07 06:27:24
11388590,356,25-07 06:27:25
9710123,0,25-07 06:27:26
11942963,0,25-07 06:27:27
11510801,1068,25-07 06:27:28
12015455,356,25-07 06:27:29
10635589,356,25-07 06:27:30
9590684,0,25-07 06:27:31
11968705,0,25-07 06:27:32
11167202,1068,25-07 06:27:33
11926421,356,25-07 06:27:34
10439431,356,25-07 06:27:35
9899812,0,25-07 06:27:36
11742135,0,25-07 06:27:37
10658848,1068,25-07 06:27:38
11914753,356,25-07 06:27:39
10617998,356,25-07 06:27:40
9774467,0,25-07 06:27:41
11777490,0,25-07 06:27:42
11226272,1068,25-07 06:27:43
11843887,356,25-07 06:27:44
10465744,356,25-07 06:27:45
9449497,0,25-07 06:27:46
12021719,0,25-07 06:27:47
11049960,1068,25-07 06:27:48
11963378,356,25-07 06:27:49
10520095,356,25-07 06:27:50
8735049,0,25-07 06:27:51
11606168,0,25-07 06:27:52
10839890,1068,25-07 06:27:53
11446562,356,25-07 06:27:54
11613542,356,25-07 06:27:55
8013598,0,25-07 06:27:56
11986588,0,25-07 06:27:57
11162836,1068,25-07 06:27:58
