"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain44-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 20:09:23 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 20:09:23
0,0,11-12 20:09:24
0,0,11-12 20:09:25
889,641,11-12 20:09:26
1353092,35906,11-12 20:09:27
1352498,35532,11-12 20:09:28
1332272,32868,11-12 20:09:29
1352238,30570,11-12 20:09:30
1353708,25614,11-12 20:09:31
1352300,31518,11-12 20:09:32
1352234,30066,11-12 20:09:33
1352960,34398,11-12 20:09:34
1352894,34848,11-12 20:09:35
1352923,32975,11-12 20:09:36
1352894,34014,11-12 20:09:37
1352960,35244,11-12 20:09:38
1352856,32268,11-12 20:09:39
1352432,32076,11-12 20:09:40
1351376,26742,11-12 20:09:41
1352894,31758,11-12 20:09:42
1352894,28458,11-12 20:09:43
1353714,34434,11-12 20:09:44
1352894,34926,11-12 20:09:45
1352329,27617,11-12 20:09:46
1352960,35346,11-12 20:09:47
1352300,32142,11-12 20:09:48
1352366,29382,11-12 20:09:49
1352828,34254,11-12 20:09:50
1352988,32244,11-12 20:09:51
1352498,32670,11-12 20:09:52
1352234,29778,11-12 20:09:53
1352366,32418,11-12 20:09:54
1352630,31020,11-12 20:09:55
1353055,34571,11-12 20:09:56
1351574,28314,11-12 20:09:57
1352894,36060,11-12 20:09:58
1352894,36036,11-12 20:09:59
1352300,34926,11-12 20:10:00
1352738,35154,11-12 20:10:01
1351904,28182,11-12 20:10:02
1351772,31824,11-12 20:10:03
1352564,34542,11-12 20:10:04
1353030,35970,11-12 20:10:05
1351442,27414,11-12 20:10:06
1352989,34307,11-12 20:10:07
1352960,36774,11-12 20:10:08
1352894,33696,11-12 20:10:09
1350122,19338,11-12 20:10:10
1351574,27732,11-12 20:10:11
1351574,30822,11-12 20:10:12
1398772,34920,11-12 20:10:13
1352828,33000,11-12 20:10:14
1352894,33660,11-12 20:10:15
1353055,34056,11-12 20:10:16
1351046,26903,11-12 20:10:17
1352960,35640,11-12 20:10:18
1352960,35640,11-12 20:10:19
1350980,27654,11-12 20:10:20
1351310,30294,11-12 20:10:21
1352960,37896,11-12 20:10:22
1352894,34674,11-12 20:10:23
1351442,27600,11-12 20:10:24
1353120,27492,11-12 20:10:25
1352923,33198,11-12 20:10:26
1352960,33845,11-12 20:10:27
1352894,33528,11-12 20:10:28
1352960,33066,11-12 20:10:29
1352366,31758,11-12 20:10:30
1352630,31416,11-12 20:10:31
1352960,34332,11-12 20:10:32
1352300,33462,11-12 20:10:33
1352894,33924,11-12 20:10:34
1352036,29118,11-12 20:10:35
1353055,33990,11-12 20:10:36
1353002,35843,11-12 20:10:37
1352960,36102,11-12 20:10:38
1352960,37314,11-12 20:10:39
1352828,34134,11-12 20:10:40
1352894,31230,11-12 20:10:41
1352894,34452,11-12 20:10:42
1350980,24498,11-12 20:10:43
1350782,26334,11-12 20:10:44
1352960,35190,11-12 20:10:45
1352960,34848,11-12 20:10:46
1353055,35058,11-12 20:10:47
1351904,27287,11-12 20:10:48
1350782,23706,11-12 20:10:49
1351970,27942,11-12 20:10:50
1351376,28578,11-12 20:10:51
