"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain49-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 20:12:33 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 20:12:33
0,0,11-12 20:12:34
0,0,11-12 20:12:35
271613,8761,11-12 20:12:36
1352828,34056,11-12 20:12:37
1352960,34188,11-12 20:12:38
1353030,34254,11-12 20:12:39
1349858,20604,11-12 20:12:40
1352894,37182,11-12 20:12:41
1352960,33936,11-12 20:12:42
1352960,34992,11-12 20:12:43
1352960,33132,11-12 20:12:44
1352960,33990,11-12 20:12:45
1352989,34031,11-12 20:12:46
1352432,32010,11-12 20:12:47
1352828,32748,11-12 20:12:48
1352630,25872,11-12 20:12:49
1352960,34980,11-12 20:12:50
1352960,33540,11-12 20:12:51
1352762,33738,11-12 20:12:52
1353664,34566,11-12 20:12:53
1352762,32748,11-12 20:12:54
1352828,33354,11-12 20:12:55
1327735,32471,11-12 20:12:56
1352960,37290,11-12 20:12:57
1352960,35376,11-12 20:12:58
1352498,32934,11-12 20:12:59
1353002,35682,11-12 20:13:00
1352366,31020,11-12 20:13:01
1352960,31020,11-12 20:13:02
1352960,35850,11-12 20:13:03
1352828,34332,11-12 20:13:04
1354292,34686,11-12 20:13:05
1353055,35669,11-12 20:13:06
1352960,34386,11-12 20:13:07
1352960,31890,11-12 20:13:08
1352960,34992,11-12 20:13:09
1352960,35310,11-12 20:13:10
1353030,35112,11-12 20:13:11
1352960,35640,11-12 20:13:12
1352960,34980,11-12 20:13:13
1351574,29040,11-12 20:13:14
1351706,30690,11-12 20:13:15
1353281,34121,11-12 20:13:16
1352300,33264,11-12 20:13:17
1352498,31956,11-12 20:13:18
1352960,37752,11-12 20:13:19
1352960,35310,11-12 20:13:20
1352630,31362,11-12 20:13:21
1352960,37104,11-12 20:13:22
1352894,34002,11-12 20:13:23
1352894,33156,11-12 20:13:24
1352474,31458,11-12 20:13:25
1353055,34679,11-12 20:13:26
1352960,34782,11-12 20:13:27
1352960,35574,11-12 20:13:28
1352960,35178,11-12 20:13:29
1352894,33792,11-12 20:13:30
