"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain43-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 20:08:45 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 20:08:45
0,0,11-12 20:08:46
0,0,11-12 20:08:47
0,0,11-12 20:08:48
526515,14701,11-12 20:08:49
1352168,33066,11-12 20:08:50
1352630,31440,11-12 20:08:51
1351838,30624,11-12 20:08:52
1352894,31254,11-12 20:08:53
1352172,31044,11-12 20:08:54
1352960,29250,11-12 20:08:55
1352960,34452,11-12 20:08:56
1352960,35256,11-12 20:08:57
1352300,31482,11-12 20:08:58
1352989,34625,11-12 20:08:59
1354044,34290,11-12 20:09:00
1352960,35574,11-12 20:09:01
1352960,35640,11-12 20:09:02
1352366,34002,11-12 20:09:03
1352960,35454,11-12 20:09:04
1352960,35838,11-12 20:09:05
1352960,35772,11-12 20:09:06
1353714,35214,11-12 20:09:07
1352960,34122,11-12 20:09:08
1353055,35603,11-12 20:09:09
1352960,34914,11-12 20:09:10
1352960,34464,11-12 20:09:11
1352960,33462,11-12 20:09:12
1353384,31716,11-12 20:09:13
1352960,34848,11-12 20:09:14
1352724,30132,11-12 20:09:15
1352960,33594,11-12 20:09:16
1353912,35160,11-12 20:09:17
1352234,31152,11-12 20:09:18
1352923,31775,11-12 20:09:19
1352960,34320,11-12 20:09:20
1352960,35178,11-12 20:09:21
1352960,35244,11-12 20:09:22
1352432,33726,11-12 20:09:23
1352960,35310,11-12 20:09:24
1352960,34386,11-12 20:09:25
1352894,33792,11-12 20:09:26
1352370,32418,11-12 20:09:27
1352960,30492,11-12 20:09:28
1353055,35273,11-12 20:09:29
1352960,33210,11-12 20:09:30
1351904,29514,11-12 20:09:31
1352894,34584,11-12 20:09:32
1352960,35706,11-12 20:09:33
1352936,34044,11-12 20:09:34
1352696,33066,11-12 20:09:35
1352960,35904,11-12 20:09:36
1352960,35652,11-12 20:09:37
1352894,34452,11-12 20:09:38
1352960,35046,11-12 20:09:39
1353055,35009,11-12 20:09:40
1352960,34476,11-12 20:09:41
1352960,35442,11-12 20:09:42
1352960,35970,11-12 20:09:43
1352960,34716,11-12 20:09:44
1352366,33264,11-12 20:09:45
1352300,31164,11-12 20:09:46
1352894,34980,11-12 20:09:47
1352894,33990,11-12 20:09:48
1352234,32550,11-12 20:09:49
1352857,30743,11-12 20:09:50
1352960,34848,11-12 20:09:51
1352960,33000,11-12 20:09:52
1352630,32046,11-12 20:09:53
1352960,35772,11-12 20:09:54
1352300,31692,11-12 20:09:55
1352696,29832,11-12 20:09:56
1352828,31020,11-12 20:09:57
1353846,33048,11-12 20:09:58
1352960,35574,11-12 20:09:59
1348897,18905,11-12 20:10:00
1352696,31296,11-12 20:10:01
1352960,33726,11-12 20:10:02
1353516,33564,11-12 20:10:03
1352828,34254,11-12 20:10:04
1352432,32538,11-12 20:10:05
1352960,35454,11-12 20:10:06
1352894,34926,11-12 20:10:07
1352828,34254,11-12 20:10:08
1352630,31746,11-12 20:10:09
1352923,28343,11-12 20:10:10
1352366,32604,11-12 20:10:11
1352960,35508,11-12 20:10:12
1352724,29946,11-12 20:10:13
1352762,34014,11-12 20:10:14
1352894,32100,11-12 20:10:15
1352960,35574,11-12 20:10:16
1352828,29238,11-12 20:10:17
1352960,35256,11-12 20:10:18
