"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain22-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:06:55 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:06:55
1573481,0,19-07 19:06:56
2907981,0,19-07 19:06:57
2454553,0,19-07 19:06:58
3352886,0,19-07 19:06:59
3111388,0,19-07 19:07:00
2830908,0,19-07 19:07:01
2421329,0,19-07 19:07:02
2971667,0,19-07 19:07:03
899232,0,19-07 19:07:04
0,0,19-07 19:07:05
1151100,0,19-07 19:07:06
2343970,356,19-07 19:07:07
3152980,0,19-07 19:07:08
2283905,0,19-07 19:07:09
2703173,356,19-07 19:07:10
3915302,0,19-07 19:07:11
482210,1068,19-07 19:07:12
378596,356,19-07 19:07:13
699237,356,19-07 19:07:14
362642,1424,19-07 19:07:15
2389152,0,19-07 19:07:16
2485569,0,19-07 19:07:17
1650132,0,19-07 19:07:18
2532886,0,19-07 19:07:19
2824480,0,19-07 19:07:20
2567956,0,19-07 19:07:21
3038096,0,19-07 19:07:22
3505580,0,19-07 19:07:23
3265418,0,19-07 19:07:24
3173419,0,19-07 19:07:25
2359664,0,19-07 19:07:26
1430585,712,19-07 19:07:27
2561576,712,19-07 19:07:28
2645439,0,19-07 19:07:29
2698632,0,19-07 19:07:30
3415762,1068,19-07 19:07:31
2505845,356,19-07 19:07:32
3777862,356,19-07 19:07:33
1798549,0,19-07 19:07:34
3941522,0,19-07 19:07:35
2321668,356,19-07 19:07:36
510035,1424,19-07 19:07:37
765391,712,19-07 19:07:38
726674,356,19-07 19:07:39
2796606,0,19-07 19:07:40
2594540,0,19-07 19:07:41
3038152,0,19-07 19:07:42
3307866,0,19-07 19:07:43
2903408,0,19-07 19:07:44
2856609,0,19-07 19:07:45
3165940,0,19-07 19:07:46
2820843,0,19-07 19:07:47
3705437,0,19-07 19:07:48
2526292,0,19-07 19:07:49
2348651,356,19-07 19:07:50
3257338,0,19-07 19:07:51
2887414,0,19-07 19:07:52
2944603,356,19-07 19:07:53
2721433,712,19-07 19:07:54
2742123,1780,19-07 19:07:55
2652932,0,19-07 19:07:56
2367604,356,19-07 19:07:57
4175495,0,19-07 19:07:58
1027845,1068,19-07 19:07:59
491465,356,19-07 19:08:00
708533,356,19-07 19:08:01
820698,0,19-07 19:08:02
3230717,0,19-07 19:08:03
1949902,0,19-07 19:08:04
2061029,0,19-07 19:08:05
3072798,0,19-07 19:08:06
2854004,0,19-07 19:08:07
3291076,0,19-07 19:08:08
2965851,0,19-07 19:08:09
3080535,0,19-07 19:08:10
3366629,0,19-07 19:08:11
2273990,0,19-07 19:08:12
1861982,0,19-07 19:08:13
2189266,0,19-07 19:08:14
2974980,0,19-07 19:08:15
2883498,0,19-07 19:08:16
3346522,0,19-07 19:08:17
2753148,2136,19-07 19:08:18
3837287,356,19-07 19:08:19
1831865,356,19-07 19:08:20
3332677,0,19-07 19:08:21
3404694,712,19-07 19:08:22
571970,356,19-07 19:08:23
657596,356,19-07 19:08:24
527381,356,19-07 19:08:25
2400492,0,19-07 19:08:26
2740036,0,19-07 19:08:27
2927339,0,19-07 19:08:28
3257166,0,19-07 19:08:29
3099648,0,19-07 19:08:30
2952349,0,19-07 19:08:31
3232116,0,19-07 19:08:32
3244401,0,19-07 19:08:33
3479941,0,19-07 19:08:34
2443039,0,19-07 19:08:35
2286565,356,19-07 19:08:36
2501637,0,19-07 19:08:37
2867967,0,19-07 19:08:38
2854168,0,19-07 19:08:39
2438244,356,19-07 19:08:40
3252934,1068,19-07 19:08:41
3160513,0,19-07 19:08:42
2414117,712,19-07 19:08:43
3700802,0,19-07 19:08:44
1877140,356,19-07 19:08:45
472875,1068,19-07 19:08:46
728551,712,19-07 19:08:47
528086,356,19-07 19:08:48
2116687,0,19-07 19:08:49
2251799,0,19-07 19:08:50
2578314,0,19-07 19:08:51
3259886,0,19-07 19:08:52
3625024,0,19-07 19:08:53
3285276,0,19-07 19:08:54
3010188,0,19-07 19:08:55
4416434,0,19-07 19:08:56
4045132,0,19-07 19:08:57
3212610,2136,19-07 19:08:58
