"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain27-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:06:55 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:06:55
0,0,19-07 19:06:56
148223,0,19-07 19:06:57
946230,0,19-07 19:06:58
2919484,0,19-07 19:06:59
3477486,0,19-07 19:07:00
3365247,0,19-07 19:07:01
3330623,0,19-07 19:07:02
3492344,0,19-07 19:07:03
1631097,0,19-07 19:07:04
4935,0,19-07 19:07:05
2880,0,19-07 19:07:06
116668,0,19-07 19:07:07
2381783,0,19-07 19:07:08
4397315,0,19-07 19:07:09
437823,0,19-07 19:07:10
487232,2136,19-07 19:07:11
745234,356,19-07 19:07:12
1201984,356,19-07 19:07:13
2946900,0,19-07 19:07:14
2290120,0,19-07 19:07:15
3092550,0,19-07 19:07:16
3222776,0,19-07 19:07:17
3194008,0,19-07 19:07:18
2794996,0,19-07 19:07:19
2639657,0,19-07 19:07:20
3212549,0,19-07 19:07:21
3617233,0,19-07 19:07:22
2437853,0,19-07 19:07:23
2129467,0,19-07 19:07:24
3163370,0,19-07 19:07:25
3458302,0,19-07 19:07:26
3661160,712,19-07 19:07:27
3138199,1068,19-07 19:07:28
3478537,712,19-07 19:07:29
2570805,356,19-07 19:07:30
5117834,0,19-07 19:07:31
537289,1068,19-07 19:07:32
461335,356,19-07 19:07:33
866585,356,19-07 19:07:34
2383111,0,19-07 19:07:35
2621718,0,19-07 19:07:36
3043568,0,19-07 19:07:37
3281046,0,19-07 19:07:38
3293228,0,19-07 19:07:39
2732304,0,19-07 19:07:40
3272904,0,19-07 19:07:41
3638546,0,19-07 19:07:42
3771981,0,19-07 19:07:43
2451879,0,19-07 19:07:44
2060907,712,19-07 19:07:45
3462236,0,19-07 19:07:46
3119238,0,19-07 19:07:47
3580767,712,19-07 19:07:48
3057316,356,19-07 19:07:49
3665844,1068,19-07 19:07:50
2527387,712,19-07 19:07:51
4892083,0,19-07 19:07:52
997815,712,19-07 19:07:53
607118,712,19-07 19:07:54
640507,0,19-07 19:07:55
2652734,0,19-07 19:07:56
3115099,0,19-07 19:07:57
3457504,0,19-07 19:07:58
3556792,0,19-07 19:07:59
3098892,0,19-07 19:08:00
3471301,0,19-07 19:08:01
3589737,0,19-07 19:08:02
3919941,0,19-07 19:08:03
2967181,0,19-07 19:08:04
1778284,712,19-07 19:08:05
2964628,0,19-07 19:08:06
3520051,0,19-07 19:08:07
3371987,356,19-07 19:08:08
3101555,0,19-07 19:08:09
2712190,356,19-07 19:08:10
3151106,1424,19-07 19:08:11
3995864,0,19-07 19:08:12
2972592,712,19-07 19:08:13
518542,712,19-07 19:08:14
722321,356,19-07 19:08:15
1134371,356,19-07 19:08:16
3313181,0,19-07 19:08:17
2718553,0,19-07 19:08:18
3416806,0,19-07 19:08:19
3379564,0,19-07 19:08:20
3402856,0,19-07 19:08:21
3090258,0,19-07 19:08:22
3490980,0,19-07 19:08:23
3563369,0,19-07 19:08:24
2849899,0,19-07 19:08:25
2420085,356,19-07 19:08:26
2968013,712,19-07 19:08:27
3583039,0,19-07 19:08:28
3530723,712,19-07 19:08:29
2219579,1068,19-07 19:08:30
4121143,712,19-07 19:08:31
2486924,356,19-07 19:08:32
4952575,0,19-07 19:08:33
1202088,1068,19-07 19:08:34
446884,0,19-07 19:08:35
805250,356,19-07 19:08:36
2015718,356,19-07 19:08:37
2987856,0,19-07 19:08:38
2502584,0,19-07 19:08:39
3159454,0,19-07 19:08:40
3199404,0,19-07 19:08:41
3452256,0,19-07 19:08:42
2833571,0,19-07 19:08:43
3300137,0,19-07 19:08:44
3606845,0,19-07 19:08:45
3076501,0,19-07 19:08:46
2451500,1068,19-07 19:08:47
3714789,0,19-07 19:08:48
3281574,0,19-07 19:08:49
3180081,0,19-07 19:08:50
3424240,712,19-07 19:08:51
3729776,356,19-07 19:08:52
3399867,1424,19-07 19:08:53
3921285,712,19-07 19:08:54
630729,356,19-07 19:08:55
843311,356,19-07 19:08:56
2014640,0,19-07 19:08:57
3467489,0,19-07 19:08:58
3960729,0,19-07 19:08:59
