"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain7-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:06:55 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:06:55
2752653,0,19-07 19:06:56
2623853,0,19-07 19:06:57
3333486,0,19-07 19:06:58
3060736,0,19-07 19:06:59
3019648,0,19-07 19:07:00
3100659,0,19-07 19:07:01
2927223,0,19-07 19:07:02
3320291,0,19-07 19:07:03
767339,0,19-07 19:07:04
0,0,19-07 19:07:05
0,0,19-07 19:07:06
2427844,0,19-07 19:07:07
3826114,356,19-07 19:07:08
583467,1068,19-07 19:07:09
500446,1068,19-07 19:07:10
683552,356,19-07 19:07:11
2404011,356,19-07 19:07:12
2590447,0,19-07 19:07:13
2842812,0,19-07 19:07:14
3110638,0,19-07 19:07:15
3366424,0,19-07 19:07:16
3116996,0,19-07 19:07:17
2855187,0,19-07 19:07:18
3088155,0,19-07 19:07:19
2880893,0,19-07 19:07:20
3611750,0,19-07 19:07:21
1974891,2136,19-07 19:07:22
2897188,0,19-07 19:07:23
3405027,0,19-07 19:07:24
3326278,0,19-07 19:07:25
2586322,1068,19-07 19:07:26
3345403,712,19-07 19:07:27
3096500,0,19-07 19:07:28
3905357,356,19-07 19:07:29
2827966,712,19-07 19:07:30
573923,356,19-07 19:07:31
819986,0,19-07 19:07:32
661522,356,19-07 19:07:33
3110089,0,19-07 19:07:34
2391739,0,19-07 19:07:35
3333781,0,19-07 19:07:36
3367280,0,19-07 19:07:37
3613436,0,19-07 19:07:38
3051136,0,19-07 19:07:39
3188965,0,19-07 19:07:40
4042210,0,19-07 19:07:41
3400123,0,19-07 19:07:42
2051393,712,19-07 19:07:43
3356633,0,19-07 19:07:44
3373163,0,19-07 19:07:45
3751089,356,19-07 19:07:46
3072523,356,19-07 19:07:47
4001318,2136,19-07 19:07:48
2790558,0,19-07 19:07:49
3856402,0,19-07 19:07:50
1498622,1068,19-07 19:07:51
415663,356,19-07 19:07:52
793597,0,19-07 19:07:53
2226843,356,19-07 19:07:54
2472010,0,19-07 19:07:55
2879585,0,19-07 19:07:56
3256514,0,19-07 19:07:57
3701804,0,19-07 19:07:58
3108033,0,19-07 19:07:59
3000343,0,19-07 19:08:00
3505225,0,19-07 19:08:01
3484253,0,19-07 19:08:02
2717701,0,19-07 19:08:03
2212600,2136,19-07 19:08:04
3475785,0,19-07 19:08:05
2755646,0,19-07 19:08:06
3240668,1068,19-07 19:08:07
3042039,356,19-07 19:08:08
4095247,356,19-07 19:08:09
2067248,356,19-07 19:08:10
4711118,0,19-07 19:08:11
1654272,712,19-07 19:08:12
516409,356,19-07 19:08:13
778387,356,19-07 19:08:14
1471302,0,19-07 19:08:15
3289639,0,19-07 19:08:16
2910863,0,19-07 19:08:17
3440734,0,19-07 19:08:18
3388284,0,19-07 19:08:19
3223392,0,19-07 19:08:20
3580713,0,19-07 19:08:21
3270229,0,19-07 19:08:22
3725709,0,19-07 19:08:23
2411721,0,19-07 19:08:24
2210645,712,19-07 19:08:25
3870828,0,19-07 19:08:26
3201914,0,19-07 19:08:27
3290255,2136,19-07 19:08:28
3693624,356,19-07 19:08:29
3077118,356,19-07 19:08:30
3135840,356,19-07 19:08:31
4186754,356,19-07 19:08:32
599983,356,19-07 19:08:33
806624,356,19-07 19:08:34
405858,356,19-07 19:08:35
2390278,0,19-07 19:08:36
2615572,0,19-07 19:08:37
3181463,0,19-07 19:08:38
3509726,0,19-07 19:08:39
3048488,0,19-07 19:08:40
3377502,0,19-07 19:08:41
3128653,0,19-07 19:08:42
3980217,0,19-07 19:08:43
3489956,0,19-07 19:08:44
1759739,0,19-07 19:08:45
2386183,0,19-07 19:08:46
3396140,0,19-07 19:08:47
3329982,0,19-07 19:08:48
3345749,712,19-07 19:08:49
3321887,356,19-07 19:08:50
3639084,712,19-07 19:08:51
3686962,0,19-07 19:08:52
3505861,1780,19-07 19:08:53
