"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain17-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:06:55 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:06:55
1440820,0,19-07 19:06:56
3186180,0,19-07 19:06:57
3007297,0,19-07 19:06:58
3150946,0,19-07 19:06:59
2690896,0,19-07 19:07:00
3075709,0,19-07 19:07:01
2849024,0,19-07 19:07:02
2712064,0,19-07 19:07:03
1198399,0,19-07 19:07:04
5111,0,19-07 19:07:05
2721,0,19-07 19:07:06
27759,0,19-07 19:07:07
634230,0,19-07 19:07:08
3862136,0,19-07 19:07:09
354346,712,19-07 19:07:10
454314,1424,19-07 19:07:11
633157,356,19-07 19:07:12
583203,712,19-07 19:07:13
2563343,0,19-07 19:07:14
2310133,0,19-07 19:07:15
2645167,0,19-07 19:07:16
2331734,0,19-07 19:07:17
3254564,0,19-07 19:07:18
2688992,0,19-07 19:07:19
2223914,0,19-07 19:07:20
2675203,0,19-07 19:07:21
2925397,0,19-07 19:07:22
3165421,0,19-07 19:07:23
2831703,0,19-07 19:07:24
888669,1068,19-07 19:07:25
2612418,0,19-07 19:07:26
3328116,0,19-07 19:07:27
2905906,0,19-07 19:07:28
3462117,1780,19-07 19:07:29
2039432,712,19-07 19:07:30
2889811,356,19-07 19:07:31
2774025,356,19-07 19:07:32
3916543,0,19-07 19:07:33
2783313,356,19-07 19:07:34
416967,712,19-07 19:07:35
306431,356,19-07 19:07:36
629356,0,19-07 19:07:37
792778,0,19-07 19:07:38
3084890,0,19-07 19:07:39
1941262,0,19-07 19:07:40
2049707,0,19-07 19:07:41
2077634,0,19-07 19:07:42
2328588,0,19-07 19:07:43
3274968,0,19-07 19:07:44
2193909,0,19-07 19:07:45
3214248,0,19-07 19:07:46
3089529,0,19-07 19:07:47
3625561,0,19-07 19:07:48
2531746,0,19-07 19:07:49
1812223,1780,19-07 19:07:50
2873168,712,19-07 19:07:51
2912551,0,19-07 19:07:52
3527299,0,19-07 19:07:53
2771914,356,19-07 19:07:54
2453801,712,19-07 19:07:55
2997543,356,19-07 19:07:56
2799243,712,19-07 19:07:57
4190487,0,19-07 19:07:58
882316,712,19-07 19:07:59
407962,356,19-07 19:08:00
700393,356,19-07 19:08:01
638184,0,19-07 19:08:02
2827423,0,19-07 19:08:03
2363404,0,19-07 19:08:04
2768781,0,19-07 19:08:05
3143114,0,19-07 19:08:06
2859808,0,19-07 19:08:07
3244969,0,19-07 19:08:08
2904140,0,19-07 19:08:09
2416834,0,19-07 19:08:10
3528469,0,19-07 19:08:11
2784467,0,19-07 19:08:12
1808108,356,19-07 19:08:13
2548594,0,19-07 19:08:14
3274555,0,19-07 19:08:15
3378628,0,19-07 19:08:16
3308791,0,19-07 19:08:17
2692127,0,19-07 19:08:18
2616573,356,19-07 19:08:19
1803654,0,19-07 19:08:20
3410351,0,19-07 19:08:21
2517290,356,19-07 19:08:22
586913,712,19-07 19:08:23
478603,1780,19-07 19:08:24
573998,356,19-07 19:08:25
2318719,0,19-07 19:08:26
2692576,0,19-07 19:08:27
2635665,0,19-07 19:08:28
3099674,0,19-07 19:08:29
2877164,0,19-07 19:08:30
2922420,0,19-07 19:08:31
2992167,0,19-07 19:08:32
2579775,0,19-07 19:08:33
3413743,0,19-07 19:08:34
3067567,0,19-07 19:08:35
1888926,0,19-07 19:08:36
2028781,712,19-07 19:08:37
2966631,0,19-07 19:08:38
2987894,0,19-07 19:08:39
2867506,712,19-07 19:08:40
3135184,1780,19-07 19:08:41
3517077,0,19-07 19:08:42
2509313,356,19-07 19:08:43
4152293,0,19-07 19:08:44
2484635,356,19-07 19:08:45
411121,356,19-07 19:08:46
526024,356,19-07 19:08:47
715353,712,19-07 19:08:48
1704203,0,19-07 19:08:49
2588484,0,19-07 19:08:50
1857363,0,19-07 19:08:51
2988666,0,19-07 19:08:52
3028960,0,19-07 19:08:53
3289728,0,19-07 19:08:54
3325759,0,19-07 19:08:55
3916957,0,19-07 19:08:56
