"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain29-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:06:55 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:06:55
498874,0,19-07 19:06:56
3709457,0,19-07 19:06:57
3803952,0,19-07 19:06:58
4076376,0,19-07 19:06:59
2757696,0,19-07 19:07:00
3928963,0,19-07 19:07:01
4859269,0,19-07 19:07:02
2258319,2136,19-07 19:07:03
863422,0,19-07 19:07:04
0,0,19-07 19:07:05
0,0,19-07 19:07:06
3828373,1068,19-07 19:07:07
565102,712,19-07 19:07:08
781849,0,19-07 19:07:09
1594865,356,19-07 19:07:10
4125180,0,19-07 19:07:11
3547783,0,19-07 19:07:12
4008888,0,19-07 19:07:13
3735860,0,19-07 19:07:14
3176862,0,19-07 19:07:15
4282496,0,19-07 19:07:16
4809897,0,19-07 19:07:17
2455143,356,19-07 19:07:18
3091425,356,19-07 19:07:19
3464339,0,19-07 19:07:20
4362661,1068,19-07 19:07:21
4317306,356,19-07 19:07:22
3019762,356,19-07 19:07:23
5781607,0,19-07 19:07:24
900027,1780,19-07 19:07:25
803796,356,19-07 19:07:26
680580,356,19-07 19:07:27
3280708,0,19-07 19:07:28
3786015,0,19-07 19:07:29
3346506,0,19-07 19:07:30
3396924,0,19-07 19:07:31
3689958,0,19-07 19:07:32
4108198,0,19-07 19:07:33
4679674,0,19-07 19:07:34
3157820,0,19-07 19:07:35
2929566,1068,19-07 19:07:36
4619778,0,19-07 19:07:37
3848243,1780,19-07 19:07:38
4393534,0,19-07 19:07:39
3511231,712,19-07 19:07:40
4968749,0,19-07 19:07:41
1671559,712,19-07 19:07:42
595005,356,19-07 19:07:43
829796,356,19-07 19:07:44
2306903,0,19-07 19:07:45
3359829,0,19-07 19:07:46
4033238,0,19-07 19:07:47
4259196,0,19-07 19:07:48
3563375,0,19-07 19:07:49
3823147,0,19-07 19:07:50
2833058,0,19-07 19:07:51
3739953,0,19-07 19:07:52
2750738,1424,19-07 19:07:53
3997438,0,19-07 19:07:54
3205291,0,19-07 19:07:55
4231511,356,19-07 19:07:56
4020755,1068,19-07 19:07:57
2527296,712,19-07 19:07:58
5341846,0,19-07 19:07:59
663722,1068,19-07 19:08:00
813991,356,19-07 19:08:01
2024317,0,19-07 19:08:02
2962975,0,19-07 19:08:03
3011464,0,19-07 19:08:04
3943906,0,19-07 19:08:05
4522156,0,19-07 19:08:06
4634787,0,19-07 19:08:07
3253893,0,19-07 19:08:08
3918631,0,19-07 19:08:09
2320017,2136,19-07 19:08:10
3619830,0,19-07 19:08:11
3781763,0,19-07 19:08:12
4230300,0,19-07 19:08:13
4282724,356,19-07 19:08:14
3011248,712,19-07 19:08:15
4947321,0,19-07 19:08:16
2132418,1424,19-07 19:08:17
826553,0,19-07 19:08:18
552906,356,19-07 19:08:19
2721111,0,19-07 19:08:20
3701596,0,19-07 19:08:21
4317709,0,19-07 19:08:22
4026212,0,19-07 19:08:23
4248513,0,19-07 19:08:24
3114704,0,19-07 19:08:25
5052289,0,19-07 19:08:26
3022129,2136,19-07 19:08:27
3710113,0,19-07 19:08:28
3743099,0,19-07 19:08:29
3552262,1068,19-07 19:08:30
4753300,0,19-07 19:08:31
3954605,356,19-07 19:08:32
5177070,356,19-07 19:08:33
636336,712,19-07 19:08:34
856691,0,19-07 19:08:35
1310181,356,19-07 19:08:36
4156852,0,19-07 19:08:37
2852073,0,19-07 19:08:38
3123966,0,19-07 19:08:39
3572428,0,19-07 19:08:40
3741357,0,19-07 19:08:41
4369727,0,19-07 19:08:42
4978020,0,19-07 19:08:43
2818054,0,19-07 19:08:44
3438474,0,19-07 19:08:45
4376490,0,19-07 19:08:46
4150201,0,19-07 19:08:47
4756780,0,19-07 19:08:48
2955245,712,19-07 19:08:49
4742145,0,19-07 19:08:50
689976,2136,19-07 19:08:51
916147,356,19-07 19:08:52
2800665,0,19-07 19:08:53
3806169,0,19-07 19:08:54
4020214,0,19-07 19:08:55
6815270,0,19-07 19:08:56
5436784,0,19-07 19:08:57
6887801,0,19-07 19:08:58
4037069,2136,19-07 19:08:59
5919637,0,19-07 19:09:00
