"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain8-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","28 Jul 2017 16:33:51 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,28-07 16:33:51
0,0,28-07 16:33:52
0,0,28-07 16:33:53
42,42,28-07 16:33:54
0,0,28-07 16:33:55
0,0,28-07 16:33:56
0,0,28-07 16:33:57
0,0,28-07 16:33:58
0,0,28-07 16:33:59
682543,95,28-07 16:34:00
3070437,0,28-07 16:34:01
3176023,0,28-07 16:34:02
3302493,0,28-07 16:34:03
3615051,0,28-07 16:34:04
3417487,0,28-07 16:34:05
3299350,0,28-07 16:34:06
3483796,0,28-07 16:34:07
3667283,0,28-07 16:34:08
2912486,95,28-07 16:34:09
2308337,1434,28-07 16:34:10
3368607,0,28-07 16:34:11
3463038,0,28-07 16:34:12
3516854,749,28-07 16:34:13
3243132,255,28-07 16:34:14
3470176,0,28-07 16:34:15
3382189,510,28-07 16:34:16
2119799,0,28-07 16:34:17
3399623,0,28-07 16:34:18
2008827,765,28-07 16:34:19
816278,255,28-07 16:34:20
1044549,255,28-07 16:34:21
927616,255,28-07 16:34:22
3395612,0,28-07 16:34:23
2802724,0,28-07 16:34:24
3636983,0,28-07 16:34:25
3362204,0,28-07 16:34:26
3593176,0,28-07 16:34:27
3071484,0,28-07 16:34:28
3463867,0,28-07 16:34:29
3799629,0,28-07 16:34:30
3584283,95,28-07 16:34:31
2713009,42,28-07 16:34:32
2384010,1466,28-07 16:34:33
3999066,0,28-07 16:34:34
3260649,0,28-07 16:34:35
3656069,749,28-07 16:34:36
2770682,255,28-07 16:34:37
4486050,255,28-07 16:34:38
2284513,255,28-07 16:34:39
4501145,0,28-07 16:34:40
2513518,552,28-07 16:34:41
723258,255,28-07 16:34:42
1029509,255,28-07 16:34:43
794135,255,28-07 16:34:44
2916943,0,28-07 16:34:45
3197144,0,28-07 16:34:46
3091648,0,28-07 16:34:47
3310484,0,28-07 16:34:48
3463460,0,28-07 16:34:49
3269072,0,28-07 16:34:50
3190794,0,28-07 16:34:51
3206699,0,28-07 16:34:52
3829721,95,28-07 16:34:53
3311148,0,28-07 16:34:54
2171937,1434,28-07 16:34:55
2835345,0,28-07 16:34:56
3404421,0,28-07 16:34:57
2944262,749,28-07 16:34:58
3374175,255,28-07 16:34:59
3370562,255,28-07 16:35:00
3774237,255,28-07 16:35:01
3063291,0,28-07 16:35:02
4682285,0,28-07 16:35:03
1240719,494,28-07 16:35:04
712007,510,28-07 16:35:05
1019622,255,28-07 16:35:06
1704413,0,28-07 16:35:07
3475921,0,28-07 16:35:08
2581771,0,28-07 16:35:09
3277934,0,28-07 16:35:10
3368455,0,28-07 16:35:11
3653908,0,28-07 16:35:12
3498425,0,28-07 16:35:13
3226936,0,28-07 16:35:14
3939288,95,28-07 16:35:15
3457042,0,28-07 16:35:16
1771835,0,28-07 16:35:17
1889245,1434,28-07 16:35:18
1396821,255,28-07 16:35:19
3939312,0,28-07 16:35:20
3157510,42,28-07 16:35:21
3633125,765,28-07 16:35:22
3024568,255,28-07 16:35:23
3870043,255,28-07 16:35:24
2424406,247,28-07 16:35:25
4556668,0,28-07 16:35:26
2154548,552,28-07 16:35:27
736549,255,28-07 16:35:28
1071402,255,28-07 16:35:29
1534533,0,28-07 16:35:30
3498211,0,28-07 16:35:31
2939847,0,28-07 16:35:32
3431957,0,28-07 16:35:33
3378368,0,28-07 16:35:34
3262001,0,28-07 16:35:35
3351498,0,28-07 16:35:36
3080942,0,28-07 16:35:37
3543358,95,28-07 16:35:38
3677145,0,28-07 16:35:39
2475779,0,28-07 16:35:40
2385503,1434,28-07 16:35:41
3490398,0,28-07 16:35:42
3226952,0,28-07 16:35:43
3329625,749,28-07 16:35:44
3334569,255,28-07 16:35:45
3892457,255,28-07 16:35:46
2753667,255,28-07 16:35:47
4189896,0,28-07 16:35:48
3150808,510,28-07 16:35:49
834371,255,28-07 16:35:50
1049284,255,28-07 16:35:51
959770,255,28-07 16:35:52
3153581,0,28-07 16:35:53
2778292,0,28-07 16:35:54
3159823,0,28-07 16:35:55
3638353,0,28-07 16:35:56
3215739,0,28-07 16:35:57
3335433,0,28-07 16:35:58
3299156,0,28-07 16:35:59
3407387,0,28-07 16:36:00
3782384,95,28-07 16:36:01
3151243,0,28-07 16:36:02
2199964,1434,28-07 16:36:03
2946045,0,28-07 16:36:04
3558522,0,28-07 16:36:05
3240143,749,28-07 16:36:06
3254218,255,28-07 16:36:07
3765762,255,28-07 16:36:08
3124213,297,28-07 16:36:09
2990346,0,28-07 16:36:10
4658846,510,28-07 16:36:11
768098,255,28-07 16:36:12
921503,255,28-07 16:36:13
1019567,297,28-07 16:36:14
2557333,0,28-07 16:36:15
2959287,0,28-07 16:36:16
2241305,0,28-07 16:36:17
2522075,0,28-07 16:36:18
2457654,0,28-07 16:36:19
3467656,0,28-07 16:36:20
3322914,0,28-07 16:36:21
3525319,0,28-07 16:36:22
3789583,95,28-07 16:36:23
3952271,0,28-07 16:36:24
2858528,0,28-07 16:36:25
2492023,1434,28-07 16:36:26
3472178,0,28-07 16:36:27
3281850,0,28-07 16:36:28
3372689,749,28-07 16:36:29
3287512,255,28-07 16:36:30
3677235,255,28-07 16:36:31
2844528,0,28-07 16:36:32
4171977,494,28-07 16:36:33
3188769,255,28-07 16:36:34
880904,255,28-07 16:36:35
911569,255,28-07 16:36:36
969649,255,28-07 16:36:37
2958995,0,28-07 16:36:38
3127717,0,28-07 16:36:39
3230681,0,28-07 16:36:40
3312106,0,28-07 16:36:41
3674351,0,28-07 16:36:42
3494002,0,28-07 16:36:43
3366306,0,28-07 16:36:44
3706421,0,28-07 16:36:45
3876752,95,28-07 16:36:46
2638034,0,28-07 16:36:47
2504347,1434,28-07 16:36:48
3316446,0,28-07 16:36:49
3193026,0,28-07 16:36:50
3502145,765,28-07 16:36:51
3354060,255,28-07 16:36:52
3305648,255,28-07 16:36:53
3225426,255,28-07 16:36:54
3694947,247,28-07 16:36:55
3625592,255,28-07 16:36:56
890930,297,28-07 16:36:57
902452,255,28-07 16:36:58
836670,255,28-07 16:36:59
2679594,0,28-07 16:37:00
2788142,0,28-07 16:37:01
3028477,42,28-07 16:37:02
3586293,0,28-07 16:37:03
3483159,0,28-07 16:37:04
3483122,0,28-07 16:37:05
3184447,0,28-07 16:37:06
3797306,0,28-07 16:37:07
4116746,95,28-07 16:37:08
3138616,0,28-07 16:37:09
2768823,1434,28-07 16:37:10
3234546,0,28-07 16:37:11
3476727,0,28-07 16:37:12
3304611,749,28-07 16:37:13
3422907,255,28-07 16:37:14
3712104,0,28-07 16:37:15
2850469,510,28-07 16:37:16
3024850,0,28-07 16:37:17
3113255,0,28-07 16:37:18
1317836,765,28-07 16:37:19
721855,255,28-07 16:37:20
925259,255,28-07 16:37:21
1050056,255,28-07 16:37:22
3337414,0,28-07 16:37:23
2964241,0,28-07 16:37:24
3873281,0,28-07 16:37:25
3672093,0,28-07 16:37:26
3943964,0,28-07 16:37:27
3306729,0,28-07 16:37:28
3663754,0,28-07 16:37:29
3878675,0,28-07 16:37:30
3632474,95,28-07 16:37:31
2329335,1434,28-07 16:37:32
3142140,0,28-07 16:37:33
3574993,0,28-07 16:37:34
