"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth10 --nocolor --output ./results/scaleout-iperf/10000-from-vpn-fw.csv",,,,"Date:","27 Jul 2017 21:13:30 UTC"

"net/dc2.s1-eth10",,"system"
"recv","send","time"
0.0,0.0,27-07 21:13:30
0.0,0.0,27-07 21:13:31
0.0,0.0,27-07 21:13:32
0.0,0.0,27-07 21:13:33
0.0,47425118.0,27-07 21:13:34
0.0,112267702.0,27-07 21:13:35
0.0,102746910.0,27-07 21:13:36
0.0,103924650.0,27-07 21:13:37
0.0,101100982.0,27-07 21:13:38
0.0,106096926.0,27-07 21:13:39
0.0,107265942.0,27-07 21:13:40
0.0,107039118.0,27-07 21:13:41
42.0,106069342.0,27-07 21:13:42
0.0,99484134.0,27-07 21:13:43
0.0,106666894.0,27-07 21:13:44
0.0,106485144.0,27-07 21:13:45
0.0,107462232.0,27-07 21:13:46
0.0,106944608.0,27-07 21:13:47
0.0,107228138.0,27-07 21:13:48
0.0,107139444.0,27-07 21:13:49
0.0,106614550.0,27-07 21:13:50
0.0,107577098.0,27-07 21:13:51
0.0,107840272.0,27-07 21:13:52
0.0,107789382.0,27-07 21:13:53
0.0,106755588.0,27-07 21:13:54
0.0,108689408.0,27-07 21:13:55
0.0,109890412.0,27-07 21:13:56
0.0,106911166.0,27-07 21:13:57
0.0,106860276.0,27-07 21:13:58
0.0,104048240.0,27-07 21:13:59
0.0,101287094.0,27-07 21:14:00
0.0,106520040.0,27-07 21:14:01
0.0,103332872.0,27-07 21:14:02
0.0,107161254.0,27-07 21:14:03
0.0,103500082.0,27-07 21:14:04
0.0,107100186.0,27-07 21:14:05
0.0,102640768.0,27-07 21:14:06
42.0,103539382.0,27-07 21:14:07
0.0,107092916.0,27-07 21:14:08
0.0,107245586.0,27-07 21:14:09
0.0,105695622.0,27-07 21:14:10
0.0,103533524.0,27-07 21:14:11
0.0,108062734.0,27-07 21:14:12
0.0,108875520.0,27-07 21:14:13
0.0,110208838.0,27-07 21:14:14
0.0,110044536.0,27-07 21:14:15
0.0,110269906.0,27-07 21:14:16
0.0,105080580.0,27-07 21:14:17
0.0,109031098.0,27-07 21:14:18
0.0,107584368.0,27-07 21:14:19
0.0,107639620.0,27-07 21:14:20
0.0,107530570.0,27-07 21:14:21
0.0,107751578.0,27-07 21:14:22
0.0,107931874.0,27-07 21:14:23
0.0,107863536.0,27-07 21:14:24
0.0,95532162.0,27-07 21:14:25
0.0,106464788.0,27-07 21:14:26
0.0,107516030.0,27-07 21:14:27
0.0,105779954.0,27-07 21:14:28
