"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout-iperf/10-from-client.csv",,,,"Date:","27 Jul 2017 20:57:30 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,27-07 20:57:30
0.0,0.0,27-07 20:57:31
0.0,0.0,27-07 20:57:32
0.0,0.0,27-07 20:57:33
1237947.0,1307735.0,27-07 20:57:34
1371440.0,1502300.0,27-07 20:57:35
1371836.0,1502696.0,27-07 20:57:36
1372100.0,1502960.0,27-07 20:57:37
1372100.0,1504414.0,27-07 20:57:38
1372100.0,1502960.0,27-07 20:57:39
1372195.0,1503055.0,27-07 20:57:40
1372100.0,1502960.0,27-07 20:57:41
1372100.0,1502960.0,27-07 20:57:42
1372100.0,1502960.0,27-07 20:57:43
1372100.0,1502960.0,27-07 20:57:44
1372100.0,1504414.0,27-07 20:57:45
1372100.0,1502960.0,27-07 20:57:46
1372100.0,1502960.0,27-07 20:57:47
1372100.0,1502960.0,27-07 20:57:48
1372100.0,1502960.0,27-07 20:57:49
1372100.0,1502960.0,27-07 20:57:50
1372195.0,1503055.0,27-07 20:57:51
1372146.0,1504456.0,27-07 20:57:52
1372100.0,1502960.0,27-07 20:57:53
1372100.0,1502960.0,27-07 20:57:54
1372100.0,1502960.0,27-07 20:57:55
1372146.0,1503002.0,27-07 20:57:56
1372100.0,1502960.0,27-07 20:57:57
1372100.0,1504414.0,27-07 20:57:58
1372100.0,1502960.0,27-07 20:57:59
1372100.0,1502960.0,27-07 20:58:00
1372195.0,1503055.0,27-07 20:58:01
1372100.0,1502960.0,27-07 20:58:02
1372100.0,1502960.0,27-07 20:58:03
1372100.0,1502960.0,27-07 20:58:04
1372100.0,1504414.0,27-07 20:58:05
1372100.0,1502960.0,27-07 20:58:06
1372146.0,1503002.0,27-07 20:58:07
1372100.0,1502960.0,27-07 20:58:08
1372100.0,1502960.0,27-07 20:58:09
1372100.0,1502960.0,27-07 20:58:10
1372195.0,1503055.0,27-07 20:58:11
1372100.0,1504414.0,27-07 20:58:12
1372100.0,1502960.0,27-07 20:58:13
1372100.0,1502960.0,27-07 20:58:14
1372100.0,1502960.0,27-07 20:58:15
1372100.0,1502960.0,27-07 20:58:16
1372146.0,1503002.0,27-07 20:58:17
1372100.0,1502960.0,27-07 20:58:18
1372100.0,1504414.0,27-07 20:58:19
1372100.0,1502960.0,27-07 20:58:20
1372195.0,1503055.0,27-07 20:58:21
1372100.0,1502960.0,27-07 20:58:22
1372100.0,1502960.0,27-07 20:58:23
1372100.0,1502960.0,27-07 20:58:24
1372100.0,1502960.0,27-07 20:58:25
1372100.0,1504414.0,27-07 20:58:26
1372100.0,1502960.0,27-07 20:58:27
1372100.0,1502960.0,27-07 20:58:28
1372100.0,1502960.0,27-07 20:58:29
1372100.0,1502960.0,27-07 20:58:30
1372195.0,1503055.0,27-07 20:58:31
1372100.0,1504414.0,27-07 20:58:32
1372100.0,1502960.0,27-07 20:58:33
1372100.0,1502960.0,27-07 20:58:34
1372100.0,1502960.0,27-07 20:58:35
1372100.0,1502960.0,27-07 20:58:36
1372100.0,1502960.0,27-07 20:58:37
1372100.0,1502960.0,27-07 20:58:38
1372100.0,1504414.0,27-07 20:58:39
1372146.0,1503002.0,27-07 20:58:40
1372195.0,1503055.0,27-07 20:58:41
1372100.0,1502960.0,27-07 20:58:42
1372146.0,1503002.0,27-07 20:58:43
1372100.0,1502960.0,27-07 20:58:44
1372100.0,1502960.0,27-07 20:58:45
1372142.0,1504456.0,27-07 20:58:46
1372100.0,1502960.0,27-07 20:58:47
1372100.0,1502960.0,27-07 20:58:48
1372100.0,1502960.0,27-07 20:58:49
1372100.0,1502960.0,27-07 20:58:50
1372195.0,1503055.0,27-07 20:58:51
1372100.0,1502960.0,27-07 20:58:52
1372100.0,1504414.0,27-07 20:58:53
1372100.0,1502960.0,27-07 20:58:54
1372100.0,1502960.0,27-07 20:58:55
1372100.0,1502960.0,27-07 20:58:56
1372100.0,1502960.0,27-07 20:58:57
1372100.0,1502960.0,27-07 20:58:58
1372100.0,1502960.0,27-07 20:58:59
1372100.0,1504414.0,27-07 20:59:00
1372195.0,1503055.0,27-07 20:59:01
1372100.0,1502960.0,27-07 20:59:02
1372100.0,1502960.0,27-07 20:59:03
1372100.0,1502960.0,27-07 20:59:04
1372100.0,1502960.0,27-07 20:59:05
1372100.0,1502960.0,27-07 20:59:06
1372100.0,1504414.0,27-07 20:59:07
1372146.0,1503002.0,27-07 20:59:08
1372100.0,1502960.0,27-07 20:59:09
1372100.0,1502960.0,27-07 20:59:10
1372195.0,1503055.0,27-07 20:59:11
1372100.0,1502960.0,27-07 20:59:12
1372100.0,1504414.0,27-07 20:59:13
1372100.0,1502960.0,27-07 20:59:14
1372100.0,1502960.0,27-07 20:59:15
1372100.0,1502960.0,27-07 20:59:16
1372100.0,1502960.0,27-07 20:59:17
1372100.0,1502960.0,27-07 20:59:18
1372146.0,1503002.0,27-07 20:59:19
1372100.0,1504414.0,27-07 20:59:20
1372195.0,1503055.0,27-07 20:59:21
1372100.0,1502960.0,27-07 20:59:22
