"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout-iperf/10000-from-ids.csv",,,,"Date:","27 Jul 2017 21:13:30 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,27-07 21:13:30
0.0,0.0,27-07 21:13:31
0.0,0.0,27-07 21:13:32
0.0,0.0,27-07 21:13:33
242906.0,103606118.0,27-07 21:13:34
255036.0,126739504.0,27-07 21:13:35
226512.0,122782990.0,27-07 21:13:36
217200.0,125920270.0,27-07 21:13:37
225126.0,124352092.0,27-07 21:13:38
189474.0,125234262.0,27-07 21:13:39
189312.0,125102224.0,27-07 21:13:40
189102.0,125232834.0,27-07 21:13:41
189090.0,125233230.0,27-07 21:13:42
238956.0,126068502.0,27-07 21:13:43
256080.0,127461080.0,27-07 21:13:44
250932.0,124835244.0,27-07 21:13:45
249084.0,123981118.0,27-07 21:13:46
249678.0,124243856.0,27-07 21:13:47
252912.0,125819954.0,27-07 21:13:48
256254.0,127527298.0,27-07 21:13:49
248358.0,123587110.0,27-07 21:13:50
249942.0,124375192.0,27-07 21:13:51
256278.0,127658018.0,27-07 21:13:52
246510.0,122668200.0,27-07 21:13:53
256872.0,127789928.0,27-07 21:13:54
248622.0,123718512.0,27-07 21:13:55
249678.0,124243856.0,27-07 21:13:56
256212.0,127527190.0,27-07 21:13:57
251064.0,124900668.0,27-07 21:13:58
249810.0,124375126.0,27-07 21:13:59
251130.0,125031872.0,27-07 21:14:00
253836.0,126345232.0,27-07 21:14:01
253308.0,126082118.0,27-07 21:14:02
246576.0,122668266.0,27-07 21:14:03
255486.0,127133182.0,27-07 21:14:04
251592.0,125163208.0,27-07 21:14:05
250074.0,124506462.0,27-07 21:14:06
250248.0,124506570.0,27-07 21:14:07
250998.0,124900470.0,27-07 21:14:08
252186.0,125557150.0,27-07 21:14:09
250536.0,124769068.0,27-07 21:14:10
227832.0,124747090.0,27-07 21:14:11
199236.0,125373872.0,27-07 21:14:12
213324.0,125148094.0,27-07 21:14:13
189234.0,125102290.0,27-07 21:14:14
189366.0,125232966.0,27-07 21:14:15
189432.0,125232900.0,27-07 21:14:16
239712.0,127380212.0,27-07 21:14:17
252054.0,125557018.0,27-07 21:14:18
248622.0,123849848.0,27-07 21:14:19
256212.0,127527256.0,27-07 21:14:20
230364.0,121867182.0,27-07 21:14:21
191094.0,125235342.0,27-07 21:14:22
190434.0,125238114.0,27-07 21:14:23
189996.0,125233956.0,27-07 21:14:24
203160.0,125116480.0,27-07 21:14:25
