"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth10 --nocolor --output ./results/scaleout-iperf/1000-from-vpn-fw.csv",,,,"Date:","27 Jul 2017 21:08:10 UTC"

"net/dc2.s1-eth10",,"system"
"recv","send","time"
0.0,0.0,27-07 21:08:10
0.0,0.0,27-07 21:08:11
0.0,0.0,27-07 21:08:12
0.0,0.0,27-07 21:08:13
0.0,7219110.0,27-07 21:08:14
0.0,13205228.0,27-07 21:08:15
0.0,13202320.0,27-07 21:08:16
0.0,13205228.0,27-07 21:08:17
0.0,13199412.0,27-07 21:08:18
42.0,13203816.0,27-07 21:08:19
0.0,13202320.0,27-07 21:08:20
0.0,13197958.0,27-07 21:08:21
0.0,13200866.0,27-07 21:08:22
0.0,13211044.0,27-07 21:08:23
0.0,13213952.0,27-07 21:08:24
0.0,13212498.0,27-07 21:08:25
0.0,13212498.0,27-07 21:08:26
0.0,13213952.0,27-07 21:08:27
0.0,13211044.0,27-07 21:08:28
0.0,13213952.0,27-07 21:08:29
0.0,13211044.0,27-07 21:08:30
0.0,13212498.0,27-07 21:08:31
0.0,13211044.0,27-07 21:08:32
0.0,13209590.0,27-07 21:08:33
0.0,13211044.0,27-07 21:08:34
0.0,13213952.0,27-07 21:08:35
0.0,13209590.0,27-07 21:08:36
0.0,13211044.0,27-07 21:08:37
0.0,13211044.0,27-07 21:08:38
0.0,13212498.0,27-07 21:08:39
0.0,13208136.0,27-07 21:08:40
0.0,13203774.0,27-07 21:08:41
0.0,13205228.0,27-07 21:08:42
0.0,13206682.0,27-07 21:08:43
0.0,13206682.0,27-07 21:08:44
0.0,13206682.0,27-07 21:08:45
0.0,13203774.0,27-07 21:08:46
0.0,13211044.0,27-07 21:08:47
0.0,13212498.0,27-07 21:08:48
0.0,13213952.0,27-07 21:08:49
0.0,13211044.0,27-07 21:08:50
0.0,13213952.0,27-07 21:08:51
0.0,13211044.0,27-07 21:08:52
42.0,13209632.0,27-07 21:08:53
0.0,13211044.0,27-07 21:08:54
0.0,13211044.0,27-07 21:08:55
0.0,13213952.0,27-07 21:08:56
0.0,13209590.0,27-07 21:08:57
0.0,13200866.0,27-07 21:08:58
0.0,13202320.0,27-07 21:08:59
0.0,13205228.0,27-07 21:09:00
0.0,13211044.0,27-07 21:09:01
0.0,13212498.0,27-07 21:09:02
0.0,13212498.0,27-07 21:09:03
0.0,13213952.0,27-07 21:09:04
0.0,13212498.0,27-07 21:09:05
0.0,13213952.0,27-07 21:09:06
0.0,13211044.0,27-07 21:09:07
0.0,13212498.0,27-07 21:09:08
0.0,13212498.0,27-07 21:09:09
0.0,13211044.0,27-07 21:09:10
0.0,13212498.0,27-07 21:09:11
0.0,13211044.0,27-07 21:09:12
0.0,13215406.0,27-07 21:09:13
0.0,13213952.0,27-07 21:09:14
0.0,13212498.0,27-07 21:09:15
0.0,13213952.0,27-07 21:09:16
0.0,13213952.0,27-07 21:09:17
0.0,13209590.0,27-07 21:09:18
0.0,13213952.0,27-07 21:09:19
0.0,13213952.0,27-07 21:09:20
0.0,13211044.0,27-07 21:09:21
0.0,13211044.0,27-07 21:09:22
0.0,13209590.0,27-07 21:09:23
0.0,13212498.0,27-07 21:09:24
0.0,13212498.0,27-07 21:09:25
0.0,13211044.0,27-07 21:09:26
42.0,13212540.0,27-07 21:09:27
0.0,13206682.0,27-07 21:09:28
0.0,13206682.0,27-07 21:09:29
0.0,13206682.0,27-07 21:09:30
0.0,13206682.0,27-07 21:09:31
0.0,13208136.0,27-07 21:09:32
0.0,13206682.0,27-07 21:09:33
0.0,13209590.0,27-07 21:09:34
0.0,13213952.0,27-07 21:09:35
0.0,13212498.0,27-07 21:09:36
0.0,13212498.0,27-07 21:09:37
0.0,13213952.0,27-07 21:09:38
0.0,13212498.0,27-07 21:09:39
0.0,13213952.0,27-07 21:09:40
0.0,13211044.0,27-07 21:09:41
0.0,13212498.0,27-07 21:09:42
0.0,13211044.0,27-07 21:09:43
0.0,13212498.0,27-07 21:09:44
0.0,13212498.0,27-07 21:09:45
0.0,13212498.0,27-07 21:09:46
0.0,13212498.0,27-07 21:09:47
0.0,13212498.0,27-07 21:09:48
0.0,13211044.0,27-07 21:09:49
0.0,13208136.0,27-07 21:09:50
0.0,13209590.0,27-07 21:09:51
0.0,13209590.0,27-07 21:09:52
0.0,13206682.0,27-07 21:09:53
0.0,13206682.0,27-07 21:09:54
0.0,13205228.0,27-07 21:09:55
0.0,13205228.0,27-07 21:09:56
0.0,13208136.0,27-07 21:09:57
0.0,13211044.0,27-07 21:09:58
0.0,13211044.0,27-07 21:09:59
0.0,13213952.0,27-07 21:10:00
42.0,13211086.0,27-07 21:10:01
0.0,13212498.0,27-07 21:10:02
0.0,13213952.0,27-07 21:10:03
0.0,13212498.0,27-07 21:10:04
0.0,13212498.0,27-07 21:10:05
0.0,13213952.0,27-07 21:10:06
0.0,13213952.0,27-07 21:10:07
0.0,13212498.0,27-07 21:10:08
0.0,13213952.0,27-07 21:10:09
0.0,13212498.0,27-07 21:10:10
0.0,13212498.0,27-07 21:10:11
0.0,13212498.0,27-07 21:10:12
0.0,13212498.0,27-07 21:10:13
0.0,13206682.0,27-07 21:10:14
0.0,13195050.0,27-07 21:10:15
0.0,13213952.0,27-07 21:10:16
0.0,13209590.0,27-07 21:10:17
0.0,13209590.0,27-07 21:10:18
0.0,13209590.0,27-07 21:10:19
0.0,13212498.0,27-07 21:10:20
0.0,13212498.0,27-07 21:10:21
0.0,13212498.0,27-07 21:10:22
0.0,13213952.0,27-07 21:10:23
0.0,13212498.0,27-07 21:10:24
0.0,13212498.0,27-07 21:10:25
0.0,13212498.0,27-07 21:10:26
0.0,13212498.0,27-07 21:10:27
