"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth10 --nocolor --output ./results/scaleout-iperf/10-from-vpn-fw.csv",,,,"Date:","27 Jul 2017 20:57:30 UTC"

"net/dc2.s1-eth10",,"system"
"recv","send","time"
0.0,0.0,27-07 20:57:30
0.0,0.0,27-07 20:57:31
0.0,0.0,27-07 20:57:32
0.0,0.0,27-07 20:57:33
42.0,72742.0,27-07 20:57:34
0.0,130860.0,27-07 20:57:35
0.0,130860.0,27-07 20:57:36
0.0,130860.0,27-07 20:57:37
0.0,130860.0,27-07 20:57:38
0.0,132314.0,27-07 20:57:39
0.0,130860.0,27-07 20:57:40
0.0,130860.0,27-07 20:57:41
0.0,130860.0,27-07 20:57:42
0.0,130860.0,27-07 20:57:43
0.0,130860.0,27-07 20:57:44
0.0,130860.0,27-07 20:57:45
0.0,132314.0,27-07 20:57:46
0.0,130860.0,27-07 20:57:47
0.0,130860.0,27-07 20:57:48
0.0,130860.0,27-07 20:57:49
0.0,130860.0,27-07 20:57:50
0.0,130860.0,27-07 20:57:51
0.0,130860.0,27-07 20:57:52
0.0,132314.0,27-07 20:57:53
0.0,130860.0,27-07 20:57:54
0.0,130860.0,27-07 20:57:55
0.0,130860.0,27-07 20:57:56
42.0,130902.0,27-07 20:57:57
0.0,130860.0,27-07 20:57:58
0.0,130860.0,27-07 20:57:59
0.0,132314.0,27-07 20:58:00
0.0,130860.0,27-07 20:58:01
0.0,130860.0,27-07 20:58:02
0.0,130860.0,27-07 20:58:03
0.0,130860.0,27-07 20:58:04
0.0,130860.0,27-07 20:58:05
0.0,130860.0,27-07 20:58:06
0.0,132314.0,27-07 20:58:07
0.0,130860.0,27-07 20:58:08
0.0,130860.0,27-07 20:58:09
0.0,130860.0,27-07 20:58:10
0.0,130860.0,27-07 20:58:11
0.0,130860.0,27-07 20:58:12
0.0,132314.0,27-07 20:58:13
0.0,130860.0,27-07 20:58:14
0.0,130860.0,27-07 20:58:15
0.0,130860.0,27-07 20:58:16
0.0,130860.0,27-07 20:58:17
0.0,130860.0,27-07 20:58:18
42.0,130902.0,27-07 20:58:19
0.0,132314.0,27-07 20:58:20
0.0,130860.0,27-07 20:58:21
0.0,130860.0,27-07 20:58:22
0.0,130860.0,27-07 20:58:23
0.0,130860.0,27-07 20:58:24
0.0,130860.0,27-07 20:58:25
0.0,130860.0,27-07 20:58:26
0.0,132314.0,27-07 20:58:27
0.0,130860.0,27-07 20:58:28
0.0,130860.0,27-07 20:58:29
0.0,130860.0,27-07 20:58:30
0.0,130860.0,27-07 20:58:31
0.0,130860.0,27-07 20:58:32
0.0,130860.0,27-07 20:58:33
0.0,132314.0,27-07 20:58:34
0.0,130860.0,27-07 20:58:35
0.0,130860.0,27-07 20:58:36
0.0,130860.0,27-07 20:58:37
0.0,130860.0,27-07 20:58:38
0.0,130860.0,27-07 20:58:39
0.0,130860.0,27-07 20:58:40
0.0,132314.0,27-07 20:58:41
42.0,130902.0,27-07 20:58:42
0.0,130860.0,27-07 20:58:43
0.0,130860.0,27-07 20:58:44
0.0,130860.0,27-07 20:58:45
0.0,130860.0,27-07 20:58:46
0.0,132314.0,27-07 20:58:47
0.0,130860.0,27-07 20:58:48
0.0,130860.0,27-07 20:58:49
0.0,130860.0,27-07 20:58:50
0.0,130860.0,27-07 20:58:51
0.0,130860.0,27-07 20:58:52
0.0,130860.0,27-07 20:58:53
0.0,132314.0,27-07 20:58:54
0.0,130860.0,27-07 20:58:55
0.0,130860.0,27-07 20:58:56
0.0,130860.0,27-07 20:58:57
0.0,130860.0,27-07 20:58:58
0.0,130860.0,27-07 20:58:59
0.0,130860.0,27-07 20:59:00
0.0,132314.0,27-07 20:59:01
0.0,130860.0,27-07 20:59:02
0.0,130860.0,27-07 20:59:03
42.0,130902.0,27-07 20:59:04
0.0,130860.0,27-07 20:59:05
0.0,130860.0,27-07 20:59:06
0.0,130860.0,27-07 20:59:07
0.0,132314.0,27-07 20:59:08
0.0,130860.0,27-07 20:59:09
0.0,130860.0,27-07 20:59:10
0.0,130860.0,27-07 20:59:11
0.0,130860.0,27-07 20:59:12
0.0,130860.0,27-07 20:59:13
0.0,130860.0,27-07 20:59:14
0.0,132314.0,27-07 20:59:15
0.0,130860.0,27-07 20:59:16
0.0,130860.0,27-07 20:59:17
0.0,130860.0,27-07 20:59:18
0.0,130860.0,27-07 20:59:19
0.0,130860.0,27-07 20:59:20
0.0,130860.0,27-07 20:59:21
0.0,132314.0,27-07 20:59:22
0.0,130860.0,27-07 20:59:23
0.0,130860.0,27-07 20:59:24
0.0,130860.0,27-07 20:59:25
0.0,130860.0,27-07 20:59:26
42.0,130902.0,27-07 20:59:27
0.0,130860.0,27-07 20:59:28
0.0,132314.0,27-07 20:59:29
0.0,130860.0,27-07 20:59:30
0.0,130860.0,27-07 20:59:31
0.0,130860.0,27-07 20:59:32
0.0,130860.0,27-07 20:59:33
0.0,130860.0,27-07 20:59:34
0.0,132314.0,27-07 20:59:35
0.0,130860.0,27-07 20:59:36
0.0,130860.0,27-07 20:59:37
0.0,130860.0,27-07 20:59:38
0.0,130860.0,27-07 20:59:39
