"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout-iperf/10-from-ids.csv",,,,"Date:","27 Jul 2017 20:57:30 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,27-07 20:57:30
0.0,0.0,27-07 20:57:31
0.0,0.0,27-07 20:57:32
0.0,0.0,27-07 20:57:33
26162.0,1211781.0,27-07 20:57:34
30360.0,1341080.0,27-07 20:57:35
30360.0,1341476.0,27-07 20:57:36
30360.0,1341740.0,27-07 20:57:37
30360.0,1341740.0,27-07 20:57:38
30360.0,1341740.0,27-07 20:57:39
30360.0,1341740.0,27-07 20:57:40
30360.0,1341740.0,27-07 20:57:41
30360.0,1341740.0,27-07 20:57:42
30360.0,1341740.0,27-07 20:57:43
30360.0,1341740.0,27-07 20:57:44
30360.0,1341740.0,27-07 20:57:45
30360.0,1341740.0,27-07 20:57:46
30360.0,1341740.0,27-07 20:57:47
30402.0,1341782.0,27-07 20:57:48
30360.0,1341740.0,27-07 20:57:49
30360.0,1341740.0,27-07 20:57:50
30360.0,1341740.0,27-07 20:57:51
30360.0,1341740.0,27-07 20:57:52
30402.0,1341782.0,27-07 20:57:53
30360.0,1341740.0,27-07 20:57:54
30360.0,1341740.0,27-07 20:57:55
30360.0,1341740.0,27-07 20:57:56
30360.0,1341740.0,27-07 20:57:57
30360.0,1341740.0,27-07 20:57:58
30360.0,1341740.0,27-07 20:57:59
30360.0,1341740.0,27-07 20:58:00
30360.0,1341740.0,27-07 20:58:01
30360.0,1341740.0,27-07 20:58:02
30360.0,1341740.0,27-07 20:58:03
30360.0,1341740.0,27-07 20:58:04
30360.0,1341740.0,27-07 20:58:05
30360.0,1341740.0,27-07 20:58:06
30360.0,1341740.0,27-07 20:58:07
30360.0,1341740.0,27-07 20:58:08
30360.0,1341740.0,27-07 20:58:09
30402.0,1341782.0,27-07 20:58:10
30360.0,1341740.0,27-07 20:58:11
30360.0,1341740.0,27-07 20:58:12
30360.0,1341740.0,27-07 20:58:13
30360.0,1341740.0,27-07 20:58:14
30360.0,1341740.0,27-07 20:58:15
30360.0,1341740.0,27-07 20:58:16
30360.0,1341740.0,27-07 20:58:17
30360.0,1341740.0,27-07 20:58:18
30360.0,1341740.0,27-07 20:58:19
30360.0,1341740.0,27-07 20:58:20
30360.0,1341740.0,27-07 20:58:21
30360.0,1341740.0,27-07 20:58:22
30360.0,1341740.0,27-07 20:58:23
30360.0,1341740.0,27-07 20:58:24
30360.0,1341740.0,27-07 20:58:25
30360.0,1341740.0,27-07 20:58:26
30402.0,1341782.0,27-07 20:58:27
30360.0,1341740.0,27-07 20:58:28
30360.0,1341740.0,27-07 20:58:29
30360.0,1341740.0,27-07 20:58:30
30360.0,1341740.0,27-07 20:58:31
30402.0,1341782.0,27-07 20:58:32
30360.0,1341740.0,27-07 20:58:33
30360.0,1341740.0,27-07 20:58:34
30360.0,1341740.0,27-07 20:58:35
30360.0,1341740.0,27-07 20:58:36
30360.0,1341740.0,27-07 20:58:37
30360.0,1341740.0,27-07 20:58:38
30360.0,1341740.0,27-07 20:58:39
30360.0,1341740.0,27-07 20:58:40
30360.0,1341740.0,27-07 20:58:41
30360.0,1341740.0,27-07 20:58:42
30360.0,1341740.0,27-07 20:58:43
30360.0,1341740.0,27-07 20:58:44
30360.0,1341740.0,27-07 20:58:45
30360.0,1341740.0,27-07 20:58:46
30360.0,1341740.0,27-07 20:58:47
30360.0,1341740.0,27-07 20:58:48
30360.0,1341740.0,27-07 20:58:49
30360.0,1341740.0,27-07 20:58:50
30360.0,1341740.0,27-07 20:58:51
30360.0,1341740.0,27-07 20:58:52
30402.0,1341782.0,27-07 20:58:53
30360.0,1341740.0,27-07 20:58:54
30360.0,1341740.0,27-07 20:58:55
30360.0,1341740.0,27-07 20:58:56
30360.0,1341740.0,27-07 20:58:57
30360.0,1341740.0,27-07 20:58:58
30360.0,1341740.0,27-07 20:58:59
30360.0,1341740.0,27-07 20:59:00
30402.0,1341782.0,27-07 20:59:01
30360.0,1341740.0,27-07 20:59:02
30360.0,1341740.0,27-07 20:59:03
30360.0,1341740.0,27-07 20:59:04
30360.0,1341740.0,27-07 20:59:05
30360.0,1341740.0,27-07 20:59:06
30360.0,1341740.0,27-07 20:59:07
30360.0,1341740.0,27-07 20:59:08
30360.0,1341740.0,27-07 20:59:09
30360.0,1341740.0,27-07 20:59:10
30360.0,1341740.0,27-07 20:59:11
30360.0,1341740.0,27-07 20:59:12
30360.0,1341740.0,27-07 20:59:13
30360.0,1341740.0,27-07 20:59:14
30402.0,1341782.0,27-07 20:59:15
30360.0,1341740.0,27-07 20:59:16
30360.0,1341740.0,27-07 20:59:17
30360.0,1341740.0,27-07 20:59:18
30360.0,1341740.0,27-07 20:59:19
30360.0,1341740.0,27-07 20:59:20
30360.0,1341740.0,27-07 20:59:21
30360.0,1341740.0,27-07 20:59:22
30360.0,1341740.0,27-07 20:59:23
30360.0,1341740.0,27-07 20:59:24
30360.0,1341740.0,27-07 20:59:25
30360.0,1341740.0,27-07 20:59:26
30360.0,1341740.0,27-07 20:59:27
