"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout-iperf/1000-from-client.csv",,,,"Date:","27 Jul 2017 21:08:10 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,27-07 21:08:10
0.0,0.0,27-07 21:08:11
0.0,0.0,27-07 21:08:12
95.0,95.0,27-07 21:08:13
10358743.0,17259423.0,27-07 21:08:14
12614860.0,25818634.0,27-07 21:08:15
12614860.0,25817180.0,27-07 21:08:16
12614860.0,25818634.0,27-07 21:08:17
12747648.0,25948514.0,27-07 21:08:18
12614860.0,25818634.0,27-07 21:08:19
12747648.0,25949968.0,27-07 21:08:20
12614860.0,25812818.0,27-07 21:08:21
12747780.0,25948646.0,27-07 21:08:22
12615001.0,25824587.0,27-07 21:08:23
12747648.0,25961600.0,27-07 21:08:24
12615124.0,25827622.0,27-07 21:08:25
12615256.0,25827754.0,27-07 21:08:26
12748044.0,25961996.0,27-07 21:08:27
12615520.0,25828018.0,27-07 21:08:28
12614992.0,25828944.0,27-07 21:08:29
12747958.0,25957544.0,27-07 21:08:30
12615256.0,25829208.0,27-07 21:08:31
12614992.0,25826036.0,27-07 21:08:32
12747743.0,25957333.0,27-07 21:08:33
12614992.0,25824582.0,27-07 21:08:34
12747780.0,25961732.0,27-07 21:08:35
12614992.0,25824582.0,27-07 21:08:36
12614860.0,25827358.0,27-07 21:08:37
12747780.0,25957370.0,27-07 21:08:38
12615388.0,25827886.0,27-07 21:08:39
12614992.0,25824582.0,27-07 21:08:40
12747648.0,25951422.0,27-07 21:08:41
12614908.0,25820136.0,27-07 21:08:42
12614955.0,25820183.0,27-07 21:08:43
12747648.0,25954330.0,27-07 21:08:44
12614860.0,25822996.0,27-07 21:08:45
12747648.0,25949968.0,27-07 21:08:46
12615170.0,25826210.0,27-07 21:08:47
12615256.0,25827754.0,27-07 21:08:48
12747912.0,25961864.0,27-07 21:08:49
12615124.0,25829076.0,27-07 21:08:50
12614992.0,25826036.0,27-07 21:08:51
12747912.0,25958956.0,27-07 21:08:52
12615087.0,25826131.0,27-07 21:08:53
12747780.0,25957370.0,27-07 21:08:54
12615256.0,25827754.0,27-07 21:08:55
12614992.0,25828944.0,27-07 21:08:56
12747648.0,25957238.0,27-07 21:08:57
12614860.0,25815726.0,27-07 21:08:58
12614860.0,25817180.0,27-07 21:08:59
12747648.0,25952876.0,27-07 21:09:00
12614906.0,25824492.0,27-07 21:09:01
12614992.0,25827490.0,27-07 21:09:02
12747743.0,25960241.0,27-07 21:09:03
12614860.0,25828812.0,27-07 21:09:04
12747780.0,25961732.0,27-07 21:09:05
12614992.0,25827490.0,27-07 21:09:06
12614992.0,25827490.0,27-07 21:09:07
12747648.0,25960146.0,27-07 21:09:08
12614992.0,25826036.0,27-07 21:09:09
12614860.0,25825904.0,27-07 21:09:10
12747694.0,25960188.0,27-07 21:09:11
12614992.0,25828944.0,27-07 21:09:12
12747875.0,25961827.0,27-07 21:09:13
12614860.0,25828812.0,27-07 21:09:14
12614992.0,25827490.0,27-07 21:09:15
12747648.0,25960146.0,27-07 21:09:16
12615166.0,25829118.0,27-07 21:09:17
12614860.0,25824450.0,27-07 21:09:18
12747516.0,25961468.0,27-07 21:09:19
12614728.0,25828680.0,27-07 21:09:20
12614860.0,25827358.0,27-07 21:09:21
12747648.0,25957238.0,27-07 21:09:22
12614992.0,25826036.0,27-07 21:09:23
12747743.0,25960241.0,27-07 21:09:24
12614860.0,25825904.0,27-07 21:09:25
12614992.0,25827490.0,27-07 21:09:26
12747648.0,25958692.0,27-07 21:09:27
12614860.0,25822996.0,27-07 21:09:28
12614860.0,25821542.0,27-07 21:09:29
12747648.0,25952876.0,27-07 21:09:30
12614860.0,25822996.0,27-07 21:09:31
12614860.0,25821542.0,27-07 21:09:32
12747648.0,25955784.0,27-07 21:09:33
12615133.0,25824719.0,27-07 21:09:34
12747780.0,25961732.0,27-07 21:09:35
12614860.0,25825904.0,27-07 21:09:36
12614992.0,25827490.0,27-07 21:09:37
12747648.0,25961600.0,27-07 21:09:38
12615038.0,25828986.0,27-07 21:09:39
12614992.0,25827490.0,27-07 21:09:40
12747780.0,25960278.0,27-07 21:09:41
12614992.0,25826036.0,27-07 21:09:42
12747648.0,25960146.0,27-07 21:09:43
12615219.0,25827717.0,27-07 21:09:44
12614860.0,25825904.0,27-07 21:09:45
12747912.0,25961864.0,27-07 21:09:46
12614860.0,25827358.0,27-07 21:09:47
12614992.0,25827490.0,27-07 21:09:48
12747648.0,25957238.0,27-07 21:09:49
12614992.0,25824582.0,27-07 21:09:50
12614992.0,25824582.0,27-07 21:09:51
12747648.0,25955784.0,27-07 21:09:52
12624892.0,25833028.0,27-07 21:09:53
12760415.0,25967097.0,27-07 21:09:54
12627400.0,25832628.0,27-07 21:09:55
12627400.0,25832628.0,27-07 21:09:56
12760320.0,25968456.0,27-07 21:09:57
12627446.0,25837032.0,27-07 21:09:58
12627400.0,25839898.0,27-07 21:09:59
12760320.0,25972818.0,27-07 21:10:00
12627400.0,25838444.0,27-07 21:10:01
12760320.0,25974272.0,27-07 21:10:02
12627400.0,25839898.0,27-07 21:10:03
12627495.0,25841447.0,27-07 21:10:04
12760362.0,25972860.0,27-07 21:10:05
12627400.0,25841352.0,27-07 21:10:06
12627400.0,25841352.0,27-07 21:10:07
12760320.0,25972818.0,27-07 21:10:08
12627400.0,25839898.0,27-07 21:10:09
12627400.0,25841352.0,27-07 21:10:10
12760320.0,25972818.0,27-07 21:10:11
12627400.0,25839898.0,27-07 21:10:12
12760320.0,25972818.0,27-07 21:10:13
12627495.0,25834177.0,27-07 21:10:14
12627400.0,25831174.0,27-07 21:10:15
