"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","leap-416",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout-iperf/100-from-client.csv",,,,"Date:","27 Jul 2017 21:02:50 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,27-07 21:02:50
0.0,0.0,27-07 21:02:51
95.0,95.0,27-07 21:02:52
0.0,0.0,27-07 21:02:53
1239928.0,1850604.0,27-07 21:02:54
1371440.0,2682948.0,27-07 21:02:55
1371836.0,2681890.0,27-07 21:02:56
1372100.0,2683608.0,27-07 21:02:57
1372100.0,2682154.0,27-07 21:02:58
1372100.0,2683608.0,27-07 21:02:59
1372100.0,2683608.0,27-07 21:03:00
1372100.0,2682154.0,27-07 21:03:01
1372195.0,2683703.0,27-07 21:03:02
1372100.0,2683608.0,27-07 21:03:03
1372100.0,2682154.0,27-07 21:03:04
1372100.0,2683608.0,27-07 21:03:05
1372100.0,2683608.0,27-07 21:03:06
1372146.0,2682196.0,27-07 21:03:07
1372100.0,2683608.0,27-07 21:03:08
1372100.0,2683608.0,27-07 21:03:09
1372100.0,2682154.0,27-07 21:03:10
1372100.0,2683608.0,27-07 21:03:11
1372195.0,2683703.0,27-07 21:03:12
1372100.0,2682154.0,27-07 21:03:13
1372100.0,2683608.0,27-07 21:03:14
1372100.0,2683608.0,27-07 21:03:15
1372100.0,2682154.0,27-07 21:03:16
1372100.0,2683608.0,27-07 21:03:17
1372100.0,2683608.0,27-07 21:03:18
1372100.0,2682154.0,27-07 21:03:19
1372100.0,2683608.0,27-07 21:03:20
1372100.0,2683608.0,27-07 21:03:21
1372195.0,2682249.0,27-07 21:03:22
1372100.0,2683608.0,27-07 21:03:23
1372146.0,2683650.0,27-07 21:03:24
1372100.0,2682154.0,27-07 21:03:25
1372100.0,2683608.0,27-07 21:03:26
1372100.0,2683608.0,27-07 21:03:27
1372100.0,2682154.0,27-07 21:03:28
1372100.0,2683608.0,27-07 21:03:29
1372100.0,2683608.0,27-07 21:03:30
1372100.0,2682154.0,27-07 21:03:31
1372195.0,2683703.0,27-07 21:03:32
1372100.0,2683608.0,27-07 21:03:33
1372100.0,2683608.0,27-07 21:03:34
1372100.0,2682154.0,27-07 21:03:35
1372146.0,2683650.0,27-07 21:03:36
1372100.0,2682154.0,27-07 21:03:37
1372100.0,2683608.0,27-07 21:03:38
1372100.0,2683608.0,27-07 21:03:39
1372100.0,2683608.0,27-07 21:03:40
1372100.0,2682154.0,27-07 21:03:41
1372195.0,2683703.0,27-07 21:03:42
1372100.0,2683608.0,27-07 21:03:43
1372100.0,2682154.0,27-07 21:03:44
1372100.0,2683608.0,27-07 21:03:45
1372100.0,2683608.0,27-07 21:03:46
1372100.0,2682154.0,27-07 21:03:47
1372146.0,2683650.0,27-07 21:03:48
1372100.0,2683608.0,27-07 21:03:49
1372100.0,2682154.0,27-07 21:03:50
1372100.0,2683608.0,27-07 21:03:51
1372195.0,2683703.0,27-07 21:03:52
1372100.0,2682154.0,27-07 21:03:53
1372100.0,2683608.0,27-07 21:03:54
1372100.0,2683608.0,27-07 21:03:55
1372100.0,2682154.0,27-07 21:03:56
1372100.0,2683608.0,27-07 21:03:57
1372100.0,2683608.0,27-07 21:03:58
1372100.0,2682154.0,27-07 21:03:59
1372146.0,2683650.0,27-07 21:04:00
1372100.0,2683608.0,27-07 21:04:01
1372195.0,2682249.0,27-07 21:04:02
1372100.0,2683608.0,27-07 21:04:03
1372100.0,2683608.0,27-07 21:04:04
1372100.0,2682154.0,27-07 21:04:05
1372142.0,2683650.0,27-07 21:04:06
1372100.0,2683608.0,27-07 21:04:07
1372100.0,2682154.0,27-07 21:04:08
1372100.0,2683608.0,27-07 21:04:09
1372100.0,2683608.0,27-07 21:04:10
1372100.0,2682154.0,27-07 21:04:11
1372195.0,2683703.0,27-07 21:04:12
1372100.0,2683608.0,27-07 21:04:13
1372100.0,2683608.0,27-07 21:04:14
1372100.0,2682154.0,27-07 21:04:15
1372100.0,2683608.0,27-07 21:04:16
1372100.0,2683608.0,27-07 21:04:17
1372100.0,2682154.0,27-07 21:04:18
1372100.0,2683608.0,27-07 21:04:19
1372100.0,2683608.0,27-07 21:04:20
1372100.0,2682154.0,27-07 21:04:21
1372195.0,2683703.0,27-07 21:04:22
1372100.0,2683608.0,27-07 21:04:23
1372100.0,2682154.0,27-07 21:04:24
1372146.0,2683650.0,27-07 21:04:25
1372100.0,2683608.0,27-07 21:04:26
1372100.0,2682154.0,27-07 21:04:27
1372100.0,2683608.0,27-07 21:04:28
1372146.0,2683650.0,27-07 21:04:29
1372100.0,2682154.0,27-07 21:04:30
1372100.0,2683608.0,27-07 21:04:31
1372195.0,2683703.0,27-07 21:04:32
1372100.0,2682154.0,27-07 21:04:33
1372100.0,2683608.0,27-07 21:04:34
1372100.0,2683608.0,27-07 21:04:35
1372100.0,2682154.0,27-07 21:04:36
1372100.0,2683608.0,27-07 21:04:37
1372100.0,2683608.0,27-07 21:04:38
1372100.0,2682154.0,27-07 21:04:39
