"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain23-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 04:17:05 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 04:17:05
0,0,23-07 04:17:06
0,0,23-07 04:17:07
0,0,23-07 04:17:08
0,0,23-07 04:17:09
0,0,23-07 04:17:10
0,0,23-07 04:17:11
0,0,23-07 04:17:12
0,0,23-07 04:17:13
0,0,23-07 04:17:14
0,0,23-07 04:17:15
0,0,23-07 04:17:16
0,0,23-07 04:17:17
316770,0,23-07 04:17:18
1100185,0,23-07 04:17:19
1070648,0,23-07 04:17:20
1178808,0,23-07 04:17:21
999534,0,23-07 04:17:22
1059207,0,23-07 04:17:23
1087540,0,23-07 04:17:24
1137336,0,23-07 04:17:25
1154078,0,23-07 04:17:26
1158080,0,23-07 04:17:27
1078688,0,23-07 04:17:28
1117656,0,23-07 04:17:29
1120720,0,23-07 04:17:30
1148372,0,23-07 04:17:31
1190568,0,23-07 04:17:32
1141672,0,23-07 04:17:33
1172789,0,23-07 04:17:34
1054699,0,23-07 04:17:35
1109957,0,23-07 04:17:36
937920,0,23-07 04:17:37
1195337,0,23-07 04:17:38
1163148,0,23-07 04:17:39
1135634,0,23-07 04:17:40
1122007,0,23-07 04:17:41
1145944,0,23-07 04:17:42
1159644,0,23-07 04:17:43
1101525,0,23-07 04:17:44
767302,0,23-07 04:17:45
1086980,356,23-07 04:17:46
891129,356,23-07 04:17:47
869622,712,23-07 04:17:48
1159615,0,23-07 04:17:49
1175053,0,23-07 04:17:50
1168022,0,23-07 04:17:51
1119656,0,23-07 04:17:52
1125424,0,23-07 04:17:53
1072911,1068,23-07 04:17:54
1206892,0,23-07 04:17:55
1082067,712,23-07 04:17:56
1100671,1068,23-07 04:17:57
1100654,712,23-07 04:17:58
1228913,0,23-07 04:17:59
1234584,356,23-07 04:18:00
1095481,356,23-07 04:18:01
1135005,0,23-07 04:18:02
1118656,712,23-07 04:18:03
961580,356,23-07 04:18:04
1205729,0,23-07 04:18:05
1105725,0,23-07 04:18:06
1141657,0,23-07 04:18:07
1187232,0,23-07 04:18:08
1101176,356,23-07 04:18:09
610853,2136,23-07 04:18:10
521226,356,23-07 04:18:11
508925,0,23-07 04:18:12
567523,356,23-07 04:18:13
1102622,0,23-07 04:18:14
1050802,0,23-07 04:18:15
1066750,0,23-07 04:18:16
1002932,0,23-07 04:18:17
1031082,0,23-07 04:18:18
1079612,0,23-07 04:18:19
1071420,0,23-07 04:18:20
1084932,0,23-07 04:18:21
1063758,0,23-07 04:18:22
1048120,0,23-07 04:18:23
1167028,0,23-07 04:18:24
1059656,0,23-07 04:18:25
1116420,0,23-07 04:18:26
1083232,0,23-07 04:18:27
1097568,0,23-07 04:18:28
1085561,0,23-07 04:18:29
1112740,0,23-07 04:18:30
1085647,0,23-07 04:18:31
1110041,0,23-07 04:18:32
1057296,0,23-07 04:18:33
1113985,0,23-07 04:18:34
1125724,0,23-07 04:18:35
1142786,0,23-07 04:18:36
932451,0,23-07 04:18:37
1009116,0,23-07 04:18:38
1131680,0,23-07 04:18:39
1104455,0,23-07 04:18:40
892238,0,23-07 04:18:41
1073834,1424,23-07 04:18:42
1051127,356,23-07 04:18:43
716384,712,23-07 04:18:44
1141779,0,23-07 04:18:45
1083948,0,23-07 04:18:46
1150221,0,23-07 04:18:47
1120594,0,23-07 04:18:48
1139512,0,23-07 04:18:49
1107891,1068,23-07 04:18:50
1196566,0,23-07 04:18:51
1055470,1424,23-07 04:18:52
1012672,356,23-07 04:18:53
1187082,0,23-07 04:18:54
968727,712,23-07 04:18:55
1194522,356,23-07 04:18:56
1106402,356,23-07 04:18:57
1202884,0,23-07 04:18:58
1016008,712,23-07 04:18:59
1003688,712,23-07 04:19:00
1093650,0,23-07 04:19:01
1172145,0,23-07 04:19:02
1195224,0,23-07 04:19:03
1210345,0,23-07 04:19:04
1138309,0,23-07 04:19:05
788220,1424,23-07 04:19:06
463287,1068,23-07 04:19:07
530817,356,23-07 04:19:08
556273,356,23-07 04:19:09
619339,0,23-07 04:19:10
1131644,0,23-07 04:19:11
1082046,0,23-07 04:19:12
1109633,0,23-07 04:19:13
930992,0,23-07 04:19:14
1103621,0,23-07 04:19:15
1138004,0,23-07 04:19:16
1192828,0,23-07 04:19:17
1156910,0,23-07 04:19:18
1162428,0,23-07 04:19:19
1191808,0,23-07 04:19:20
1181616,0,23-07 04:19:21
1216480,0,23-07 04:19:22
1187632,0,23-07 04:19:23
1142708,0,23-07 04:19:24
