"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain24-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 18:19:53 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 18:19:53
0,0,27-07 18:19:54
0,0,27-07 18:19:55
95,95,27-07 18:19:56
0,0,27-07 18:19:57
0,0,27-07 18:19:58
0,0,27-07 18:19:59
572635,11252,27-07 18:20:00
1374142,38454,27-07 18:20:01
1344752,36876,27-07 18:20:02
1353978,37368,27-07 18:20:03
1344504,35370,27-07 18:20:04
1347036,37044,27-07 18:20:05
1377249,34799,27-07 18:20:06
1356940,34728,27-07 18:20:07
1319318,33684,27-07 18:20:08
1356940,34986,27-07 18:20:09
1357436,33948,27-07 18:20:10
1366596,36270,27-07 18:20:11
1364560,33378,27-07 18:20:12
1320154,34464,27-07 18:20:13
1360018,34566,27-07 18:20:14
1347036,35424,27-07 18:20:15
1354321,34067,27-07 18:20:16
1369872,34662,27-07 18:20:17
1368606,33870,27-07 18:20:18
1333020,33540,27-07 18:20:19
1364626,35706,27-07 18:20:20
1334534,35772,27-07 18:20:21
1328858,33486,27-07 18:20:22
1399468,37722,27-07 18:20:23
1340276,35304,27-07 18:20:24
1361416,37656,27-07 18:20:25
1332205,35561,27-07 18:20:26
1369624,36378,27-07 18:20:27
1371138,34992,27-07 18:20:28
1330554,34926,27-07 18:20:29
1360150,36138,27-07 18:20:30
1363990,35706,27-07 18:20:31
1339324,33984,27-07 18:20:32
1370890,35772,27-07 18:20:33
1339506,33672,27-07 18:20:34
1362186,35532,27-07 18:20:35
1351971,34361,27-07 18:20:36
1326078,35094,27-07 18:20:37
1376632,37170,27-07 18:20:38
1319136,35322,27-07 18:20:39
1396936,35532,27-07 18:20:40
1333020,35808,27-07 18:20:41
1336048,34860,27-07 18:20:42
1375366,36282,27-07 18:20:43
1361416,36378,27-07 18:20:44
1340276,35124,27-07 18:20:45
1364721,34847,27-07 18:20:46
1349684,35928,27-07 18:20:47
1336048,35916,27-07 18:20:48
1360150,35862,27-07 18:20:49
1347466,35640,27-07 18:20:50
1352894,33276,27-07 18:20:51
1338622,35616,27-07 18:20:52
1364378,35280,27-07 18:20:53
1365644,37038,27-07 18:20:54
1333086,34848,27-07 18:20:55
1344599,35207,27-07 18:20:56
1381332,38610,27-07 18:20:57
1340276,34188,27-07 18:20:58
1369872,34926,27-07 18:20:59
1314908,32340,27-07 18:21:00
1386784,37236,27-07 18:21:01
1332068,34518,27-07 18:21:02
1352580,33804,27-07 18:21:03
1349998,35172,27-07 18:21:04
