"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain26-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 13:03:28 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 13:03:28
0,0,11-12 13:03:29
0,0,11-12 13:03:30
95,95,11-12 13:03:31
0,0,11-12 13:03:32
0,0,11-12 13:03:33
100796,0,11-12 13:03:34
1073839,0,11-12 13:03:35
1009598,0,11-12 13:03:36
1128139,0,11-12 13:03:37
1123765,0,11-12 13:03:38
1129052,0,11-12 13:03:39
1127108,95,11-12 13:03:40
1134246,0,11-12 13:03:41
1126255,0,11-12 13:03:42
1121287,0,11-12 13:03:43
1128609,0,11-12 13:03:44
1128115,0,11-12 13:03:45
1139088,0,11-12 13:03:46
1129027,0,11-12 13:03:47
1121017,42,11-12 13:03:48
1138894,0,11-12 13:03:49
1131279,95,11-12 13:03:50
1127895,0,11-12 13:03:51
1120895,0,11-12 13:03:52
1148326,0,11-12 13:03:53
1131080,0,11-12 13:03:54
1121361,42,11-12 13:03:55
1124159,0,11-12 13:03:56
1124778,0,11-12 13:03:57
1132545,0,11-12 13:03:58
1123335,0,11-12 13:03:59
1122118,95,11-12 13:04:00
1091033,0,11-12 13:04:01
1107692,1434,11-12 13:04:02
1111407,247,11-12 13:04:03
677711,0,11-12 13:04:04
1131510,0,11-12 13:04:05
1125180,0,11-12 13:04:06
1120866,0,11-12 13:04:07
1136841,0,11-12 13:04:08
1141373,0,11-12 13:04:09
1141139,0,11-12 13:04:10
1130251,749,11-12 13:04:11
1109196,0,11-12 13:04:12
1096112,1020,11-12 13:04:13
1134872,510,11-12 13:04:14
1115260,0,11-12 13:04:15
1144528,255,11-12 13:04:16
1108467,255,11-12 13:04:17
1108888,0,11-12 13:04:18
1114967,510,11-12 13:04:19
1116000,0,11-12 13:04:20
1087070,0,11-12 13:04:21
1068461,749,11-12 13:04:22
1118863,0,11-12 13:04:23
1108089,0,11-12 13:04:24
1112602,42,11-12 13:04:25
1106878,0,11-12 13:04:26
1116651,42,11-12 13:04:27
1090797,1275,11-12 13:04:28
1099167,510,11-12 13:04:29
999312,255,11-12 13:04:30
988258,0,11-12 13:04:31
1277869,0,11-12 13:04:32
1126028,0,11-12 13:04:33
1121271,0,11-12 13:04:34
1050097,0,11-12 13:04:35
1098735,0,11-12 13:04:36
1101010,0,11-12 13:04:37
1136747,0,11-12 13:04:38
1127694,0,11-12 13:04:39
1130233,95,11-12 13:04:40
1126850,0,11-12 13:04:41
1128921,0,11-12 13:04:42
1127401,0,11-12 13:04:43
1130945,0,11-12 13:04:44
1113731,0,11-12 13:04:45
1126612,0,11-12 13:04:46
1131795,0,11-12 13:04:47
1135407,0,11-12 13:04:48
1137018,0,11-12 13:04:49
1144138,95,11-12 13:04:50
1119580,0,11-12 13:04:51
1136300,0,11-12 13:04:52
1137279,0,11-12 13:04:53
1131030,0,11-12 13:04:54
1125239,0,11-12 13:04:55
1125176,42,11-12 13:04:56
1126957,0,11-12 13:04:57
1126254,0,11-12 13:04:58
1123434,0,11-12 13:04:59
1123933,95,11-12 13:05:00
1079628,1434,11-12 13:05:01
1111107,247,11-12 13:05:02
683014,0,11-12 13:05:03
1125029,42,11-12 13:05:04
1132032,0,11-12 13:05:05
1122810,0,11-12 13:05:06
1123695,0,11-12 13:05:07
1137764,0,11-12 13:05:08
1141772,0,11-12 13:05:09
1140536,0,11-12 13:05:10
1109880,95,11-12 13:05:11
1096991,0,11-12 13:05:12
1115124,0,11-12 13:05:13
1122532,255,11-12 13:05:14
1135041,1020,11-12 13:05:15
1111980,0,11-12 13:05:16
1108367,255,11-12 13:05:17
1118525,255,11-12 13:05:18
1108793,0,11-12 13:05:19
1088662,1062,11-12 13:05:20
1062396,502,11-12 13:05:21
1124969,0,11-12 13:05:22
1109929,0,11-12 13:05:23
1108331,0,11-12 13:05:24
1107582,0,11-12 13:05:25
1108494,0,11-12 13:05:26
1118080,0,11-12 13:05:27
1087547,1530,11-12 13:05:28
1023070,255,11-12 13:05:29
957629,255,11-12 13:05:30
1250384,0,11-12 13:05:31
1120337,0,11-12 13:05:32
1124100,0,11-12 13:05:33
1126019,0,11-12 13:05:34
1026140,0,11-12 13:05:35
1126703,0,11-12 13:05:36
1128733,0,11-12 13:05:37
1135589,0,11-12 13:05:38
1128969,95,11-12 13:05:39
1129617,0,11-12 13:05:40
1132267,0,11-12 13:05:41
1129040,0,11-12 13:05:42
1129484,42,11-12 13:05:43
1127520,0,11-12 13:05:44
1130308,0,11-12 13:05:45
1128432,0,11-12 13:05:46
1138817,0,11-12 13:05:47
1138529,0,11-12 13:05:48
1139949,95,11-12 13:05:49
1136200,0,11-12 13:05:50
1126023,0,11-12 13:05:51
1133708,0,11-12 13:05:52
1135030,0,11-12 13:05:53
1113613,42,11-12 13:05:54
1121944,0,11-12 13:05:55
1131600,0,11-12 13:05:56
1134831,0,11-12 13:05:57
1122012,0,11-12 13:05:58
1124744,95,11-12 13:05:59
1085659,1434,11-12 13:06:00
1120180,0,11-12 13:06:01
1063309,0,11-12 13:06:02
729578,510,11-12 13:06:03
1126713,0,11-12 13:06:04
1123983,0,11-12 13:06:05
1124682,0,11-12 13:06:06
1142512,0,11-12 13:06:07
1139854,0,11-12 13:06:08
1139678,0,11-12 13:06:09
1122078,749,11-12 13:06:10
1118270,0,11-12 13:06:11
1096042,0,11-12 13:06:12
1130602,1020,11-12 13:06:13
1104679,0,11-12 13:06:14
1142039,765,11-12 13:06:15
1108924,255,11-12 13:06:16
1117408,510,11-12 13:06:17
1114830,0,11-12 13:06:18
1084992,0,11-12 13:06:19
1117997,42,11-12 13:06:20
1077651,749,11-12 13:06:21
1110960,42,11-12 13:06:22
1110138,0,11-12 13:06:23
1111830,0,11-12 13:06:24
1113135,0,11-12 13:06:25
1111222,0,11-12 13:06:26
1092463,510,11-12 13:06:27
1068399,1275,11-12 13:06:28
1021546,255,11-12 13:06:29
972731,0,11-12 13:06:30
1285267,0,11-12 13:06:31
1131086,0,11-12 13:06:32
1121588,0,11-12 13:06:33
1012973,0,11-12 13:06:34
1138961,0,11-12 13:06:35
1139956,0,11-12 13:06:36
1129566,0,11-12 13:06:37
1129435,95,11-12 13:06:38
1128730,0,11-12 13:06:39
1137847,0,11-12 13:06:40
1133430,0,11-12 13:06:41
1127701,0,11-12 13:06:42
1134197,0,11-12 13:06:43
1129475,0,11-12 13:06:44
1133833,0,11-12 13:06:45
1129189,0,11-12 13:06:46
1142052,0,11-12 13:06:47
1132770,95,11-12 13:06:48
1137538,0,11-12 13:06:49
1118781,0,11-12 13:06:50
1141122,0,11-12 13:06:51
1135153,0,11-12 13:06:52
1119807,0,11-12 13:06:53
1124336,42,11-12 13:06:54
1126533,0,11-12 13:06:55
1135386,0,11-12 13:06:56
1125021,0,11-12 13:06:57
1129221,95,11-12 13:06:58
1135693,0,11-12 13:06:59
1075032,1253,11-12 13:07:00
1104574,247,11-12 13:07:01
684147,510,11-12 13:07:02
1126443,0,11-12 13:07:03
1124217,0,11-12 13:07:04
1122540,0,11-12 13:07:05
1129803,0,11-12 13:07:06
1141603,0,11-12 13:07:07
1142148,0,11-12 13:07:08
1134493,749,11-12 13:07:09
1108623,0,11-12 13:07:10
1097228,1020,11-12 13:07:11
1114007,255,11-12 13:07:12
1128632,255,11-12 13:07:13
1139842,255,11-12 13:07:14
1109801,255,11-12 13:07:15
1104050,0,11-12 13:07:16
1121232,510,11-12 13:07:17
1114739,0,11-12 13:07:18
1086997,552,11-12 13:07:19
1075022,247,11-12 13:07:20
1110153,0,11-12 13:07:21
1113982,0,11-12 13:07:22
1120733,0,11-12 13:07:23
1114199,0,11-12 13:07:24
1111403,0,11-12 13:07:25
1129099,765,11-12 13:07:26
1071539,765,11-12 13:07:27
990943,255,11-12 13:07:28
982989,255,11-12 13:07:29
1268024,0,11-12 13:07:30
1129835,0,11-12 13:07:31
1122899,0,11-12 13:07:32
1122624,0,11-12 13:07:33
1031277,0,11-12 13:07:34
1119762,0,11-12 13:07:35
1132119,0,11-12 13:07:36
1129078,0,11-12 13:07:37
1128931,95,11-12 13:07:38
1120203,42,11-12 13:07:39
1133430,0,11-12 13:07:40
1126374,0,11-12 13:07:41
1129085,0,11-12 13:07:42
1133671,0,11-12 13:07:43
1137133,0,11-12 13:07:44
1128432,0,11-12 13:07:45
1136608,0,11-12 13:07:46
1136342,0,11-12 13:07:47
1142874,95,11-12 13:07:48
1121156,0,11-12 13:07:49
1141288,0,11-12 13:07:50
1135538,0,11-12 13:07:51
1127889,0,11-12 13:07:52
1124876,42,11-12 13:07:53
1124148,0,11-12 13:07:54
1124622,0,11-12 13:07:55
1131483,0,11-12 13:07:56
1129046,0,11-12 13:07:57
1118145,95,11-12 13:07:58
1078001,1434,11-12 13:07:59
1115687,247,11-12 13:08:00
770348,0,11-12 13:08:01
1036109,255,11-12 13:08:02
1123878,0,11-12 13:08:03
1122553,0,11-12 13:08:04
1124861,0,11-12 13:08:05
1139325,0,11-12 13:08:06
1144776,0,11-12 13:08:07
1140457,0,11-12 13:08:08
1117700,749,11-12 13:08:09
1106581,765,11-12 13:08:10
1114946,0,11-12 13:08:11
1132236,765,11-12 13:08:12
1124033,255,11-12 13:08:13
1120330,0,11-12 13:08:14
1107538,255,11-12 13:08:15
1121679,510,11-12 13:08:16
1112285,0,11-12 13:08:17
1091842,552,11-12 13:08:18
1053805,297,11-12 13:08:19
1130644,0,11-12 13:08:20
1109842,0,11-12 13:08:21
1116319,0,11-12 13:08:22
1113138,0,11-12 13:08:23
1116157,0,11-12 13:08:24
1117575,0,11-12 13:08:25
1084768,1530,11-12 13:08:26
1048000,255,11-12 13:08:27
976364,255,11-12 13:08:28
1174051,0,11-12 13:08:29
1121065,0,11-12 13:08:30
1130372,0,11-12 13:08:31
1122205,0,11-12 13:08:32
1025982,0,11-12 13:08:33
1127308,0,11-12 13:08:34
1128236,0,11-12 13:08:35
1133491,0,11-12 13:08:36
1131424,95,11-12 13:08:37
1126756,0,11-12 13:08:38
1132862,0,11-12 13:08:39
1141659,0,11-12 13:08:40
1127701,0,11-12 13:08:41
1139112,0,11-12 13:08:42
1150323,0,11-12 13:08:43
1127405,0,11-12 13:08:44
1135335,0,11-12 13:08:45
1089016,0,11-12 13:08:46
1134716,95,11-12 13:08:47
1130248,0,11-12 13:08:48
1130677,0,11-12 13:08:49
1135287,0,11-12 13:08:50
1129231,0,11-12 13:08:51
1132023,42,11-12 13:08:52
1130435,0,11-12 13:08:53
1134858,0,11-12 13:08:54
1134174,0,11-12 13:08:55
1120644,0,11-12 13:08:56
1117944,137,11-12 13:08:57
1068508,0,11-12 13:08:58
1124142,1442,11-12 13:08:59
1108337,0,11-12 13:09:00
692017,0,11-12 13:09:01
1123572,0,11-12 13:09:02
1129032,0,11-12 13:09:03
1124412,0,11-12 13:09:04
1133835,0,11-12 13:09:05
1141230,0,11-12 13:09:06
1138206,0,11-12 13:09:07
1129218,749,11-12 13:09:08
1108560,0,11-12 13:09:09
1096467,510,11-12 13:09:10
1131907,765,11-12 13:09:11
1104549,0,11-12 13:09:12
1145588,510,11-12 13:09:13
1106352,255,11-12 13:09:14
1109591,0,11-12 13:09:15
1118519,255,11-12 13:09:16
1078037,0,11-12 13:09:17
1139844,510,11-12 13:09:18
1075794,510,11-12 13:09:19
1111632,0,11-12 13:09:20
1114555,0,11-12 13:09:21
1107335,0,11-12 13:09:22
1108614,0,11-12 13:09:23
1110626,0,11-12 13:09:24
1089821,1530,11-12 13:09:25
1088089,255,11-12 13:09:26
1006791,255,11-12 13:09:27
1068961,0,11-12 13:09:28
1180469,0,11-12 13:09:29
1131137,0,11-12 13:09:30
1125787,0,11-12 13:09:31
1012632,42,11-12 13:09:32
1140946,0,11-12 13:09:33
1129147,0,11-12 13:09:34
1128950,0,11-12 13:09:35
1134343,137,11-12 13:09:36
1128730,0,11-12 13:09:37
1127996,0,11-12 13:09:38
1128921,0,11-12 13:09:39
1129680,0,11-12 13:09:40
1133651,0,11-12 13:09:41
1137585,0,11-12 13:09:42
1130526,0,11-12 13:09:43
1135991,0,11-12 13:09:44
1136923,0,11-12 13:09:45
1132629,95,11-12 13:09:46
1101029,0,11-12 13:09:47
1074593,0,11-12 13:09:48
1142400,0,11-12 13:09:49
1130575,0,11-12 13:09:50
1126798,0,11-12 13:09:51
1124969,0,11-12 13:09:52
1130268,0,11-12 13:09:53
1129374,0,11-12 13:09:54
1124985,0,11-12 13:09:55
1133815,95,11-12 13:09:56
1127637,0,11-12 13:09:57
1103052,478,11-12 13:09:58
1106652,247,11-12 13:09:59
688879,0,11-12 13:10:00
1134921,0,11-12 13:10:01
1120383,0,11-12 13:10:02
1122810,0,11-12 13:10:03
1127080,0,11-12 13:10:04
1144921,42,11-12 13:10:05
1146831,0,11-12 13:10:06
1137667,749,11-12 13:10:07
1123434,0,11-12 13:10:08
1094680,1020,11-12 13:10:09
1107923,0,11-12 13:10:10
1131994,510,11-12 13:10:11
1151529,255,11-12 13:10:12
1104949,255,11-12 13:10:13
1112200,42,11-12 13:10:14
1152661,510,11-12 13:10:15
1125243,0,11-12 13:10:16
1097564,510,11-12 13:10:17
1070510,255,11-12 13:10:18
1128046,0,11-12 13:10:19
1107732,0,11-12 13:10:20
1121289,0,11-12 13:10:21
1116848,0,11-12 13:10:22
1121920,0,11-12 13:10:23
1160771,1530,11-12 13:10:24
1062589,255,11-12 13:10:25
988069,255,11-12 13:10:26
941510,0,11-12 13:10:27
1282421,0,11-12 13:10:28
1135252,0,11-12 13:10:29
1120966,0,11-12 13:10:30
1135494,0,11-12 13:10:31
1036604,0,11-12 13:10:32
1135310,42,11-12 13:10:33
1149604,0,11-12 13:10:34
1100596,0,11-12 13:10:35
1131200,95,11-12 13:10:36
1127029,0,11-12 13:10:37
1133668,0,11-12 13:10:38
1127877,0,11-12 13:10:39
1116704,0,11-12 13:10:40
1129237,0,11-12 13:10:41
1130094,0,11-12 13:10:42
1139429,0,11-12 13:10:43
1141311,0,11-12 13:10:44
1129501,0,11-12 13:10:45
1152866,95,11-12 13:10:46
1124409,0,11-12 13:10:47
1132391,0,11-12 13:10:48
1130043,0,11-12 13:10:49
1138392,0,11-12 13:10:50
1137533,0,11-12 13:10:51
1126079,0,11-12 13:10:52
1117120,0,11-12 13:10:53
1128999,0,11-12 13:10:54
1127234,0,11-12 13:10:55
1121211,95,11-12 13:10:56
1094179,1434,11-12 13:10:57
1096117,247,11-12 13:10:58
713337,0,11-12 13:10:59
1068762,255,11-12 13:11:00
1118871,42,11-12 13:11:01
1130362,42,11-12 13:11:02
1142222,0,11-12 13:11:03
1163175,0,11-12 13:11:04
1133486,0,11-12 13:11:05
1137467,0,11-12 13:11:06
1112205,0,11-12 13:11:07
1090207,765,11-12 13:11:08
1108710,0,11-12 13:11:09
1154113,510,11-12 13:11:10
1167395,255,11-12 13:11:11
1123348,0,11-12 13:11:12
1130361,0,11-12 13:11:13
1129134,0,11-12 13:11:14
1122232,0,11-12 13:11:15
1098937,1020,11-12 13:11:16
1062446,765,11-12 13:11:17
1110331,0,11-12 13:11:18
1101938,0,11-12 13:11:19
1114467,0,11-12 13:11:20
1091331,0,11-12 13:11:21
1102006,0,11-12 13:11:22
1095059,0,11-12 13:11:23
1090108,1530,11-12 13:11:24
1020390,255,11-12 13:11:25
916952,255,11-12 13:11:26
1230491,0,11-12 13:11:27
1121939,0,11-12 13:11:28
1127567,0,11-12 13:11:29
1116133,0,11-12 13:11:30
1042790,42,11-12 13:11:31
1115468,0,11-12 13:11:32
1116093,0,11-12 13:11:33
1125857,0,11-12 13:11:34
1103850,95,11-12 13:11:35
1133531,0,11-12 13:11:36
1113993,0,11-12 13:11:37
1112939,0,11-12 13:11:38
1122359,0,11-12 13:11:39
1126374,0,11-12 13:11:40
1129594,0,11-12 13:11:41
1112450,0,11-12 13:11:42
1126436,0,11-12 13:11:43
1156470,0,11-12 13:11:44
1134551,95,11-12 13:11:45
1143714,0,11-12 13:11:46
1115121,0,11-12 13:11:47
1156964,0,11-12 13:11:48
1118578,0,11-12 13:11:49
1122189,42,11-12 13:11:50
1119785,0,11-12 13:11:51
1128336,0,11-12 13:11:52
1131312,0,11-12 13:11:53
