"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain18-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 06:43:28 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 06:43:28
0,0,27-07 06:43:29
0,0,27-07 06:43:30
0,0,27-07 06:43:31
0,0,27-07 06:43:32
0,0,27-07 06:43:33
0,0,27-07 06:43:34
0,0,27-07 06:43:35
95,95,27-07 06:43:36
0,0,27-07 06:43:37
1220205,21734,27-07 06:43:38
1353126,29820,27-07 06:43:39
1341080,30294,27-07 06:43:40
1344042,30228,27-07 06:43:41
1338118,30360,27-07 06:43:42
1344042,30426,27-07 06:43:43
1341080,30294,27-07 06:43:44
1338118,29106,27-07 06:43:45
1344137,30521,27-07 06:43:46
1338118,30294,27-07 06:43:47
1335156,30228,27-07 06:43:48
1349966,30558,27-07 06:43:49
1338118,29832,27-07 06:43:50
1344042,30426,27-07 06:43:51
1338118,30294,27-07 06:43:52
1341146,30462,27-07 06:43:53
1347004,30096,27-07 06:43:54
1344084,30468,27-07 06:43:55
1335251,30323,27-07 06:43:56
1341080,30360,27-07 06:43:57
1341080,29766,27-07 06:43:58
1341080,30360,27-07 06:43:59
1341080,29832,27-07 06:44:00
1344042,30228,27-07 06:44:01
1338118,30294,27-07 06:44:02
1341080,29568,27-07 06:44:03
1341080,30360,27-07 06:44:04
1341080,30360,27-07 06:44:05
1344137,29663,27-07 06:44:06
1341080,30360,27-07 06:44:07
1341080,30360,27-07 06:44:08
1341080,30360,27-07 06:44:09
1338118,30294,27-07 06:44:10
1341080,30360,27-07 06:44:11
1335156,30228,27-07 06:44:12
1349966,30558,27-07 06:44:13
1341080,30360,27-07 06:44:14
1341080,30360,27-07 06:44:15
1341175,30455,27-07 06:44:16
1335156,30162,27-07 06:44:17
1347004,30558,27-07 06:44:18
1341080,30360,27-07 06:44:19
1341080,30294,27-07 06:44:20
1341080,30360,27-07 06:44:21
1335156,30228,27-07 06:44:22
1347004,29898,27-07 06:44:23
1341080,30294,27-07 06:44:24
1338118,30162,27-07 06:44:25
1341175,30455,27-07 06:44:26
1341122,30402,27-07 06:44:27
1344042,30426,27-07 06:44:28
1338118,30294,27-07 06:44:29
1344042,30426,27-07 06:44:30
1341080,30360,27-07 06:44:31
1341080,30360,27-07 06:44:32
1338118,30294,27-07 06:44:33
1344084,30468,27-07 06:44:34
1341080,30360,27-07 06:44:35
1335251,30125,27-07 06:44:36
1344042,30426,27-07 06:44:37
1341080,30360,27-07 06:44:38
1344042,30426,27-07 06:44:39
1341080,30360,27-07 06:44:40
1341080,30360,27-07 06:44:41
1341080,30360,27-07 06:44:42
1335156,30228,27-07 06:44:43
