"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain30-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 18:19:49 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 18:19:49
95,95,27-07 18:19:50
0,0,27-07 18:19:51
0,0,27-07 18:19:52
0,0,27-07 18:19:53
0,0,27-07 18:19:54
42,42,27-07 18:19:55
0,0,27-07 18:19:56
0,0,27-07 18:19:57
0,0,27-07 18:19:58
0,0,27-07 18:19:59
1030724,24733,27-07 18:20:00
1352498,34254,27-07 18:20:01
1352234,32838,27-07 18:20:02
1336048,34056,27-07 18:20:03
1372702,36348,27-07 18:20:04
1337248,35112,27-07 18:20:05
1361458,37014,27-07 18:20:06
1334782,36456,27-07 18:20:07
1349388,30228,27-07 18:20:08
1382308,36756,27-07 18:20:09
1331321,31919,27-07 18:20:10
1344438,33882,27-07 18:20:11
1369212,30936,27-07 18:20:12
1357096,34422,27-07 18:20:13
1333570,29442,27-07 18:20:14
1376434,33108,27-07 18:20:15
1334892,31764,27-07 18:20:16
1379892,33606,27-07 18:20:17
1377820,30470,27-07 18:20:18
1335454,28788,27-07 18:20:19
1367303,33887,27-07 18:20:20
1375300,34926,27-07 18:20:21
1336048,37854,27-07 18:20:22
1351628,36246,27-07 18:20:23
1352828,34962,27-07 18:20:24
1346112,31152,27-07 18:20:25
1357188,35796,27-07 18:20:26
1343238,37446,27-07 18:20:27
1375342,34794,27-07 18:20:28
1354226,34740,27-07 18:20:29
1334877,33425,27-07 18:20:30
1362550,34908,27-07 18:20:31
1360150,34608,27-07 18:20:32
1327526,33498,27-07 18:20:33
1376632,36510,27-07 18:20:34
1340472,33432,27-07 18:20:35
1338196,33966,27-07 18:20:36
1358454,37362,27-07 18:20:37
1357056,33564,27-07 18:20:38
1375664,35070,27-07 18:20:39
1327687,34703,27-07 18:20:40
1347036,34728,27-07 18:20:41
1385320,31218,27-07 18:20:42
1337314,34212,27-07 18:20:43
1355724,32244,27-07 18:20:44
1341476,34410,27-07 18:20:45
1395240,36378,27-07 18:20:46
1323034,30504,27-07 18:20:47
1331572,33588,27-07 18:20:48
1363990,37500,27-07 18:20:49
1344599,34979,27-07 18:20:50
1346134,34530,27-07 18:20:51
1359720,35976,27-07 18:20:52
1348732,35928,27-07 18:20:53
1380024,37644,27-07 18:20:54
1333086,35520,27-07 18:20:55
1348600,35466,27-07 18:20:56
1356594,33126,27-07 18:20:57
1386388,32100,27-07 18:20:58
1311814,33342,27-07 18:20:59
1369806,36666,27-07 18:21:00
1352989,34859,27-07 18:21:01
1348006,32340,27-07 18:21:02
1379364,34452,27-07 18:21:03
1340276,33930,27-07 18:21:04
1350604,33000,27-07 18:21:05
1334716,34596,27-07 18:21:06
