"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain35-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 18:19:47 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 18:19:47
0,0,27-07 18:19:48
0,0,27-07 18:19:49
0,0,27-07 18:19:50
0,0,27-07 18:19:51
0,0,27-07 18:19:52
0,0,27-07 18:19:53
0,0,27-07 18:19:54
0,0,27-07 18:19:55
0,0,27-07 18:19:56
95,95,27-07 18:19:57
0,0,27-07 18:19:58
0,0,27-07 18:19:59
136322,4838,27-07 18:20:00
1352960,35838,27-07 18:20:01
1352606,35178,27-07 18:20:02
1352960,35190,27-07 18:20:03
1352960,35520,27-07 18:20:04
1352498,34596,27-07 18:20:05
1352630,34422,27-07 18:20:06
1352923,37793,27-07 18:20:07
1348612,37884,27-07 18:20:08
1352960,34938,27-07 18:20:09
1351574,30978,27-07 18:20:10
1352894,34332,27-07 18:20:11
1352960,35880,27-07 18:20:12
1352828,34386,27-07 18:20:13
1352828,34872,27-07 18:20:14
1352102,32244,27-07 18:20:15
1352168,31296,27-07 18:20:16
1352989,33713,27-07 18:20:17
1351904,29370,27-07 18:20:18
1352828,32178,27-07 18:20:19
1352432,31890,27-07 18:20:20
1352828,34728,27-07 18:20:21
1352696,34236,27-07 18:20:22
1355922,37152,27-07 18:20:23
1352894,34530,27-07 18:20:24
1352894,35136,27-07 18:20:25
1352894,33804,27-07 18:20:26
1353097,36077,27-07 18:20:27
1352828,34608,27-07 18:20:28
1353566,32178,27-07 18:20:29
1352960,35388,27-07 18:20:30
1354226,37680,27-07 18:20:31
1352828,34122,27-07 18:20:32
1352960,33792,27-07 18:20:33
1352894,34836,27-07 18:20:34
1352894,33090,27-07 18:20:35
1352960,35160,27-07 18:20:36
1352989,35675,27-07 18:20:37
1352960,36306,27-07 18:20:38
1352894,35544,27-07 18:20:39
1352696,32682,27-07 18:20:40
1352564,32784,27-07 18:20:41
1352894,36138,27-07 18:20:42
1352828,33408,27-07 18:20:43
1352960,35112,27-07 18:20:44
1352960,33882,27-07 18:20:45
1352960,35688,27-07 18:20:46
1353097,34613,27-07 18:20:47
1352894,35082,27-07 18:20:48
1352960,35016,27-07 18:20:49
1352960,36390,27-07 18:20:50
1354094,33576,27-07 18:20:51
1352960,36150,27-07 18:20:52
1352210,31812,27-07 18:20:53
1352960,35850,27-07 18:20:54
1352960,34782,27-07 18:20:55
1352762,35004,27-07 18:20:56
1352857,34043,27-07 18:20:57
1351970,31506,27-07 18:20:58
1352762,34422,27-07 18:20:59
1352102,29976,27-07 18:21:00
1352894,34200,27-07 18:21:01
1352696,33288,27-07 18:21:02
1352498,32880,27-07 18:21:03
1352366,32508,27-07 18:21:04
1352894,34410,27-07 18:21:05
1352894,35886,27-07 18:21:06
1354321,36533,27-07 18:21:07
1352036,32022,27-07 18:21:08
1352894,34212,27-07 18:21:09
