"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain41-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 09:11:01 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 09:11:01
95,95,11-12 09:11:02
0,0,11-12 09:11:03
0,0,11-12 09:11:04
0,0,11-12 09:11:05
0,0,11-12 09:11:06
0,0,11-12 09:11:07
115310,0,11-12 09:11:08
1157598,0,11-12 09:11:09
1019863,0,11-12 09:11:10
1128231,0,11-12 09:11:11
1140379,95,11-12 09:11:12
1127479,0,11-12 09:11:13
1120149,0,11-12 09:11:14
1139702,0,11-12 09:11:15
1141091,0,11-12 09:11:16
1168638,0,11-12 09:11:17
1193132,0,11-12 09:11:18
1151731,0,11-12 09:11:19
1137704,0,11-12 09:11:20
1138402,0,11-12 09:11:21
1127344,95,11-12 09:11:22
1171336,0,11-12 09:11:23
1133552,0,11-12 09:11:24
1123123,0,11-12 09:11:25
1145560,0,11-12 09:11:26
1135634,0,11-12 09:11:27
1120995,0,11-12 09:11:28
1111153,0,11-12 09:11:29
1123064,0,11-12 09:11:30
1131465,0,11-12 09:11:31
1131825,95,11-12 09:11:32
1120374,0,11-12 09:11:33
1115282,0,11-12 09:11:34
1093180,1476,11-12 09:11:35
1120525,0,11-12 09:11:36
1061848,289,11-12 09:11:37
770411,0,11-12 09:11:38
1166988,0,11-12 09:11:39
1147473,0,11-12 09:11:40
1157982,0,11-12 09:11:41
1135446,0,11-12 09:11:42
1138216,0,11-12 09:11:43
1156162,0,11-12 09:11:44
1131713,749,11-12 09:11:45
1116200,0,11-12 09:11:46
1174791,0,11-12 09:11:47
1239768,765,11-12 09:11:48
1125304,0,11-12 09:11:49
1193877,0,11-12 09:11:50
1156269,255,11-12 09:11:51
1133962,510,11-12 09:11:52
1175838,0,11-12 09:11:53
1150004,1020,11-12 09:11:54
1119463,757,11-12 09:11:55
1171239,0,11-12 09:11:56
1175770,0,11-12 09:11:57
1126711,0,11-12 09:11:58
1149681,0,11-12 09:11:59
1160995,0,11-12 09:12:00
1119235,510,11-12 09:12:01
1074995,1259,11-12 09:12:02
1143161,255,11-12 09:12:03
938802,0,11-12 09:12:04
1146435,0,11-12 09:12:05
1143817,0,11-12 09:12:06
1174490,0,11-12 09:12:07
1033396,0,11-12 09:12:08
1172380,0,11-12 09:12:09
1105333,0,11-12 09:12:10
1193949,0,11-12 09:12:11
1115432,0,11-12 09:12:12
1148075,95,11-12 09:12:13
1123011,0,11-12 09:12:14
1164367,0,11-12 09:12:15
1149457,0,11-12 09:12:16
1171314,0,11-12 09:12:17
1153609,42,11-12 09:12:18
1120469,0,11-12 09:12:19
1159443,0,11-12 09:12:20
1150599,0,11-12 09:12:21
1142422,0,11-12 09:12:22
1117451,95,11-12 09:12:23
1116398,0,11-12 09:12:24
1142530,0,11-12 09:12:25
1122059,0,11-12 09:12:26
1235178,0,11-12 09:12:27
1123103,42,11-12 09:12:28
1154262,0,11-12 09:12:29
1127349,0,11-12 09:12:30
1125273,0,11-12 09:12:31
1122406,0,11-12 09:12:32
1088741,95,11-12 09:12:33
1138920,1434,11-12 09:12:34
1141948,247,11-12 09:12:35
708142,255,11-12 09:12:36
1143246,0,11-12 09:12:37
1142811,0,11-12 09:12:38
1209219,0,11-12 09:12:39
1141038,0,11-12 09:12:40
1226389,0,11-12 09:12:41
1134915,0,11-12 09:12:42
1183766,0,11-12 09:12:43
1138009,0,11-12 09:12:44
1094375,255,11-12 09:12:45
1135105,255,11-12 09:12:46
1107043,0,11-12 09:12:47
1164146,1020,11-12 09:12:48
1088195,0,11-12 09:12:49
1120328,0,11-12 09:12:50
1159588,0,11-12 09:12:51
1096531,510,11-12 09:12:52
1096326,1012,11-12 09:12:53
1094827,247,11-12 09:12:54
1114123,0,11-12 09:12:55
1110717,0,11-12 09:12:56
1095396,0,11-12 09:12:57
1120150,0,11-12 09:12:58
1134862,0,11-12 09:12:59
1098821,1530,11-12 09:13:00
1051729,297,11-12 09:13:01
1012009,255,11-12 09:13:02
1055966,0,11-12 09:13:03
1163723,0,11-12 09:13:04
1109375,0,11-12 09:13:05
1119435,0,11-12 09:13:06
1014958,0,11-12 09:13:07
1144094,0,11-12 09:13:08
1134953,0,11-12 09:13:09
1107107,0,11-12 09:13:10
1136225,0,11-12 09:13:11
1157688,95,11-12 09:13:12
1127877,0,11-12 09:13:13
1167373,0,11-12 09:13:14
1177150,0,11-12 09:13:15
1142237,0,11-12 09:13:16
1167850,42,11-12 09:13:17
1160991,0,11-12 09:13:18
1168802,0,11-12 09:13:19
1158048,0,11-12 09:13:20
1155194,0,11-12 09:13:21
1140884,95,11-12 09:13:22
1158394,0,11-12 09:13:23
1124724,0,11-12 09:13:24
1107729,0,11-12 09:13:25
1142772,0,11-12 09:13:26
1155428,0,11-12 09:13:27
1153722,0,11-12 09:13:28
1167609,0,11-12 09:13:29
1175139,0,11-12 09:13:30
1193641,0,11-12 09:13:31
1068515,1529,11-12 09:13:32
1117836,247,11-12 09:13:33
931001,0,11-12 09:13:34
940241,255,11-12 09:13:35
1139583,0,11-12 09:13:36
1132191,0,11-12 09:13:37
1179681,0,11-12 09:13:38
1127097,0,11-12 09:13:39
1144911,0,11-12 09:13:40
1122399,0,11-12 09:13:41
1131398,239,11-12 09:13:42
1083100,0,11-12 09:13:43
1096278,42,11-12 09:13:44
1140116,765,11-12 09:13:45
1110976,255,11-12 09:13:46
1150928,0,11-12 09:13:47
1106593,255,11-12 09:13:48
1108361,510,11-12 09:13:49
1145323,0,11-12 09:13:50
1124959,510,11-12 09:13:51
1141822,255,11-12 09:13:52
1120428,247,11-12 09:13:53
1136070,0,11-12 09:13:54
1111699,0,11-12 09:13:55
1109015,0,11-12 09:13:56
1108251,0,11-12 09:13:57
1119826,0,11-12 09:13:58
1139087,1530,11-12 09:13:59
1056443,255,11-12 09:14:00
820923,255,11-12 09:14:01
1228869,0,11-12 09:14:02
1177187,0,11-12 09:14:03
1155868,42,11-12 09:14:04
1156198,0,11-12 09:14:05
1034964,0,11-12 09:14:06
1137119,0,11-12 09:14:07
1160491,0,11-12 09:14:08
1087977,0,11-12 09:14:09
1153468,95,11-12 09:14:10
1163942,0,11-12 09:14:11
1193444,0,11-12 09:14:12
1198844,0,11-12 09:14:13
1185379,0,11-12 09:14:14
1132049,0,11-12 09:14:15
1199201,0,11-12 09:14:16
1131319,0,11-12 09:14:17
1143171,0,11-12 09:14:18
1101879,0,11-12 09:14:19
1135707,95,11-12 09:14:20
1144547,0,11-12 09:14:21
1127834,0,11-12 09:14:22
1131752,0,11-12 09:14:23
1184832,0,11-12 09:14:24
1183415,0,11-12 09:14:25
1166642,0,11-12 09:14:26
1186462,42,11-12 09:14:27
1229178,0,11-12 09:14:28
1138629,0,11-12 09:14:29
1195127,95,11-12 09:14:30
1182649,247,11-12 09:14:31
1100599,247,11-12 09:14:32
700398,510,11-12 09:14:33
1266132,0,11-12 09:14:34
1128897,0,11-12 09:14:35
