"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain24-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","10 Dec 2017 00:38:47 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,10-12 00:38:47
0,0,10-12 00:38:48
95,95,10-12 00:38:49
0,0,10-12 00:38:50
70,0,10-12 00:38:51
0,0,10-12 00:38:52
0,0,10-12 00:38:53
0,0,10-12 00:38:54
0,0,10-12 00:38:55
0,0,10-12 00:38:56
966562,0,10-12 00:38:57
9279600,95,10-12 00:38:58
11828405,1434,10-12 00:38:59
11231567,0,10-12 00:39:00
11482651,255,10-12 00:39:01
9080635,297,10-12 00:39:02
11713353,0,10-12 00:39:03
11705845,0,10-12 00:39:04
11548811,247,10-12 00:39:05
11487732,297,10-12 00:39:06
12238797,765,10-12 00:39:07
7691658,255,10-12 00:39:08
11790060,0,10-12 00:39:09
12062218,0,10-12 00:39:10
11411542,741,10-12 00:39:11
11664944,510,10-12 00:39:12
12008645,0,10-12 00:39:13
7200811,255,10-12 00:39:14
11832096,0,10-12 00:39:15
12186276,0,10-12 00:39:16
11260488,0,10-12 00:39:17
12072659,510,10-12 00:39:18
12421765,765,10-12 00:39:19
7544672,255,10-12 00:39:20
12021719,0,10-12 00:39:21
12263144,0,10-12 00:39:22
10808122,494,10-12 00:39:23
12200293,42,10-12 00:39:24
12143331,757,10-12 00:39:25
7017462,255,10-12 00:39:26
11754895,0,10-12 00:39:27
11921026,0,10-12 00:39:28
10923036,717,10-12 00:39:29
12175393,0,10-12 00:39:30
11842598,0,10-12 00:39:31
8069701,765,10-12 00:39:32
12000396,0,10-12 00:39:33
11424680,0,10-12 00:39:34
10996876,0,10-12 00:39:35
11109574,0,10-12 00:39:36
11910692,0,10-12 00:39:37
8113810,1530,10-12 00:39:38
11936266,0,10-12 00:39:39
11701330,0,10-12 00:39:40
11257470,0,10-12 00:39:41
12298327,0,10-12 00:39:42
10213918,255,10-12 00:39:43
7823692,765,10-12 00:39:44
10640785,0,10-12 00:39:45
11979766,0,10-12 00:39:46
8273035,494,10-12 00:39:47
11967337,0,10-12 00:39:48
10786401,0,10-12 00:39:49
8686594,255,10-12 00:39:50
11977116,0,10-12 00:39:51
12306391,42,10-12 00:39:52
10820904,0,10-12 00:39:53
11886475,510,10-12 00:39:54
10408192,1267,10-12 00:39:55
7932962,0,10-12 00:39:56
11828055,0,10-12 00:39:57
11735007,0,10-12 00:39:58
10809836,0,10-12 00:39:59
11552845,1004,10-12 00:40:00
10859615,510,10-12 00:40:01
7598245,42,10-12 00:40:02
11953084,0,10-12 00:40:03
11630961,0,10-12 00:40:04
10615902,247,10-12 00:40:05
12169434,510,10-12 00:40:06
11029919,757,10-12 00:40:07
7613406,239,10-12 00:40:08
11439475,0,10-12 00:40:09
11252308,0,10-12 00:40:10
10779345,0,10-12 00:40:11
11731781,510,10-12 00:40:12
11831814,510,10-12 00:40:13
6709850,510,10-12 00:40:14
11904467,0,10-12 00:40:15
11500637,0,10-12 00:40:16
11096629,0,10-12 00:40:17
12029153,1020,10-12 00:40:18
11631546,0,10-12 00:40:19
6433107,494,10-12 00:40:20
10148651,0,10-12 00:40:21
11642722,0,10-12 00:40:22
