"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain5-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","29 Jul 2017 04:12:11 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,29-07 04:12:11
0,0,29-07 04:12:12
0,0,29-07 04:12:13
0,0,29-07 04:12:14
0,0,29-07 04:12:15
95,95,29-07 04:12:16
0,0,29-07 04:12:17
0,0,29-07 04:12:18
0,0,29-07 04:12:19
0,0,29-07 04:12:20
42,42,29-07 04:12:21
523037,0,29-07 04:12:22
1218171,0,29-07 04:12:23
1232538,247,29-07 04:12:24
1293655,0,29-07 04:12:25
1284970,0,29-07 04:12:26
1297444,0,29-07 04:12:27
1301088,0,29-07 04:12:28
1303236,0,29-07 04:12:29
1299082,0,29-07 04:12:30
1279818,0,29-07 04:12:31
1318584,0,29-07 04:12:32
899574,95,29-07 04:12:33
1043094,1020,29-07 04:12:34
1243949,247,29-07 04:12:35
1274897,0,29-07 04:12:36
1299364,0,29-07 04:12:37
1324035,0,29-07 04:12:38
1307731,0,29-07 04:12:39
1322230,42,29-07 04:12:40
1319569,0,29-07 04:12:41
1327371,0,29-07 04:12:42
1321716,0,29-07 04:12:43
1315476,0,29-07 04:12:44
731801,1115,29-07 04:12:45
1251847,247,29-07 04:12:46
1221708,0,29-07 04:12:47
1314705,0,29-07 04:12:48
1306369,0,29-07 04:12:49
1299415,0,29-07 04:12:50
1313350,0,29-07 04:12:51
1315855,0,29-07 04:12:52
1322222,0,29-07 04:12:53
1319373,0,29-07 04:12:54
1311068,0,29-07 04:12:55
765243,95,29-07 04:12:56
1106405,1020,29-07 04:12:57
1264178,247,29-07 04:12:58
1303055,0,29-07 04:12:59
1304877,0,29-07 04:13:00
1306858,0,29-07 04:13:01
1323913,0,29-07 04:13:02
1273503,0,29-07 04:13:03
1303184,0,29-07 04:13:04
1307594,0,29-07 04:13:05
1305496,0,29-07 04:13:06
1326354,0,29-07 04:13:07
724220,1115,29-07 04:13:08
1276222,247,29-07 04:13:09
1240511,0,29-07 04:13:10
1310516,0,29-07 04:13:11
1293592,0,29-07 04:13:12
1305537,42,29-07 04:13:13
1335395,0,29-07 04:13:14
1331467,0,29-07 04:13:15
1305845,0,29-07 04:13:16
1290391,0,29-07 04:13:17
1298925,0,29-07 04:13:18
744211,95,29-07 04:13:19
1178971,1020,29-07 04:13:20
1281269,247,29-07 04:13:21
1284192,0,29-07 04:13:22
1315279,0,29-07 04:13:23
