"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain2-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","29 Jul 2017 04:37:56 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,29-07 04:37:56
0,0,29-07 04:37:57
0,0,29-07 04:37:58
0,0,29-07 04:37:59
0,0,29-07 04:38:00
42,42,29-07 04:38:01
0,0,29-07 04:38:02
0,0,29-07 04:38:03
0,0,29-07 04:38:04
0,0,29-07 04:38:05
0,0,29-07 04:38:06
95,95,29-07 04:38:07
764465,0,29-07 04:38:08
1210272,247,29-07 04:38:09
1236276,0,29-07 04:38:10
1270848,0,29-07 04:38:11
1294000,42,29-07 04:38:12
1301536,0,29-07 04:38:13
1297111,0,29-07 04:38:14
1301325,0,29-07 04:38:15
1307292,0,29-07 04:38:16
1309070,0,29-07 04:38:17
1302062,0,29-07 04:38:18
835773,95,29-07 04:38:19
1174052,1020,29-07 04:38:20
1206237,247,29-07 04:38:21
1303628,0,29-07 04:38:22
1284720,0,29-07 04:38:23
1306119,0,29-07 04:38:24
1312095,0,29-07 04:38:25
1292181,0,29-07 04:38:26
1306708,0,29-07 04:38:27
1314431,0,29-07 04:38:28
1307885,0,29-07 04:38:29
1109285,95,29-07 04:38:30
955123,1020,29-07 04:38:31
1214196,247,29-07 04:38:32
1248675,0,29-07 04:38:33
1301503,0,29-07 04:38:34
1313777,42,29-07 04:38:35
1308932,0,29-07 04:38:36
1303361,0,29-07 04:38:37
1304063,0,29-07 04:38:38
1313691,0,29-07 04:38:39
1314540,0,29-07 04:38:40
1309568,0,29-07 04:38:41
885613,1115,29-07 04:38:42
1197780,0,29-07 04:38:43
1214045,247,29-07 04:38:44
1306582,0,29-07 04:38:45
1303913,0,29-07 04:38:46
1307185,0,29-07 04:38:47
1307642,0,29-07 04:38:48
1304858,0,29-07 04:38:49
1311582,0,29-07 04:38:50
1308970,0,29-07 04:38:51
1306314,0,29-07 04:38:52
930475,95,29-07 04:38:53
1125562,1020,29-07 04:38:54
1207652,247,29-07 04:38:55
1279828,0,29-07 04:38:56
1299051,0,29-07 04:38:57
1316847,0,29-07 04:38:58
1305782,0,29-07 04:38:59
1306920,0,29-07 04:39:00
1297736,42,29-07 04:39:01
1304469,0,29-07 04:39:02
1318353,0,29-07 04:39:03
1312170,0,29-07 04:39:04
925217,1115,29-07 04:39:05
1206528,247,29-07 04:39:06
1188854,0,29-07 04:39:07
