"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain27-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","22 Jul 2017 22:20:28 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,22-07 22:20:28
0,0,22-07 22:20:29
0,0,22-07 22:20:30
0,0,22-07 22:20:31
0,0,22-07 22:20:32
0,0,22-07 22:20:33
0,0,22-07 22:20:34
0,0,22-07 22:20:35
0,0,22-07 22:20:36
0,0,22-07 22:20:37
0,0,22-07 22:20:38
0,0,22-07 22:20:39
0,0,22-07 22:20:40
0,0,22-07 22:20:41
0,0,22-07 22:20:42
593799,0,22-07 22:20:43
1184612,0,22-07 22:20:44
1083891,0,22-07 22:20:45
1207676,0,22-07 22:20:46
985606,0,22-07 22:20:47
1140763,0,22-07 22:20:48
1186224,0,22-07 22:20:49
1133076,0,22-07 22:20:50
1204418,0,22-07 22:20:51
1194860,0,22-07 22:20:52
1178708,0,22-07 22:20:53
1174396,0,22-07 22:20:54
1113420,0,22-07 22:20:55
1186172,0,22-07 22:20:56
1203588,0,22-07 22:20:57
1218521,0,22-07 22:20:58
1201115,0,22-07 22:20:59
1134607,0,22-07 22:21:00
1225878,0,22-07 22:21:01
1226837,0,22-07 22:21:02
1249112,0,22-07 22:21:03
1235486,0,22-07 22:21:04
1100551,0,22-07 22:21:05
1215720,0,22-07 22:21:06
1218380,0,22-07 22:21:07
1067103,0,22-07 22:21:08
984438,2136,22-07 22:21:09
1058592,0,22-07 22:21:10
692898,712,22-07 22:21:11
1216934,0,22-07 22:21:12
1216272,0,22-07 22:21:13
1212597,0,22-07 22:21:14
1105478,0,22-07 22:21:15
1153512,0,22-07 22:21:16
1182360,0,22-07 22:21:17
1190462,1068,22-07 22:21:18
1154354,356,22-07 22:21:19
1062355,1068,22-07 22:21:20
1269482,356,22-07 22:21:21
1144901,712,22-07 22:21:22
1270416,356,22-07 22:21:23
1203284,356,22-07 22:21:24
1189448,0,22-07 22:21:25
1104903,712,22-07 22:21:26
1020730,356,22-07 22:21:27
1211529,0,22-07 22:21:28
1256937,0,22-07 22:21:29
1179805,0,22-07 22:21:30
1211452,0,22-07 22:21:31
1092361,0,22-07 22:21:32
598482,2136,22-07 22:21:33
586132,356,22-07 22:21:34
536500,356,22-07 22:21:35
731849,0,22-07 22:21:36
1214115,0,22-07 22:21:37
1146879,0,22-07 22:21:38
1211825,0,22-07 22:21:39
954676,0,22-07 22:21:40
1133663,0,22-07 22:21:41
1171704,0,22-07 22:21:42
1192536,0,22-07 22:21:43
1139158,0,22-07 22:21:44
1123760,0,22-07 22:21:45
1197688,0,22-07 22:21:46
1197476,0,22-07 22:21:47
1199352,0,22-07 22:21:48
1200500,0,22-07 22:21:49
1133868,0,22-07 22:21:50
1206383,0,22-07 22:21:51
1207837,0,22-07 22:21:52
1216636,0,22-07 22:21:53
1224145,0,22-07 22:21:54
1168897,0,22-07 22:21:55
1224516,0,22-07 22:21:56
1225182,0,22-07 22:21:57
1180263,0,22-07 22:21:58
1214732,0,22-07 22:21:59
1048307,0,22-07 22:22:00
1130414,0,22-07 22:22:01
1031678,2136,22-07 22:22:02
1157896,0,22-07 22:22:03
749539,712,22-07 22:22:04
1148827,0,22-07 22:22:05
1203248,0,22-07 22:22:06
1208373,0,22-07 22:22:07
1169410,0,22-07 22:22:08
1152444,0,22-07 22:22:09
1038364,0,22-07 22:22:10
1247297,1068,22-07 22:22:11
1172998,1424,22-07 22:22:12
1180512,356,22-07 22:22:13
1218710,356,22-07 22:22:14
1099262,356,22-07 22:22:15
1264843,356,22-07 22:22:16
1183817,356,22-07 22:22:17
1193293,0,22-07 22:22:18
1110080,0,22-07 22:22:19
947807,1068,22-07 22:22:20
1257137,0,22-07 22:22:21
1255437,0,22-07 22:22:22
1259781,0,22-07 22:22:23
1231820,0,22-07 22:22:24
955437,0,22-07 22:22:25
512563,356,22-07 22:22:26
687720,1068,22-07 22:22:27
406466,1068,22-07 22:22:28
1059509,0,22-07 22:22:29
1121135,0,22-07 22:22:30
1145429,0,22-07 22:22:31
1192867,0,22-07 22:22:32
1022824,0,22-07 22:22:33
1123843,0,22-07 22:22:34
1120564,0,22-07 22:22:35
1202654,0,22-07 22:22:36
1204520,0,22-07 22:22:37
1196428,0,22-07 22:22:38
1185700,0,22-07 22:22:39
1138176,0,22-07 22:22:40
1152752,0,22-07 22:22:41
1232988,0,22-07 22:22:42
1230576,0,22-07 22:22:43
1214776,0,22-07 22:22:44
1170584,0,22-07 22:22:45
1268092,0,22-07 22:22:46
1253097,0,22-07 22:22:47
1261633,0,22-07 22:22:48
1268718,0,22-07 22:22:49
1194695,0,22-07 22:22:50
