"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain4-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 00:42:00 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 00:42:00
0,0,27-07 00:42:01
0,0,27-07 00:42:02
0,0,27-07 00:42:03
0,0,27-07 00:42:04
0,0,27-07 00:42:05
0,0,27-07 00:42:06
0,0,27-07 00:42:07
0,0,27-07 00:42:08
95,95,27-07 00:42:09
0,0,27-07 00:42:10
42765,0,27-07 00:42:11
1071103,0,27-07 00:42:12
1216361,0,27-07 00:42:13
1067836,0,27-07 00:42:14
1122601,0,27-07 00:42:15
1058873,42,27-07 00:42:16
1150019,0,27-07 00:42:17
1214424,0,27-07 00:42:18
1221215,95,27-07 00:42:19
1223442,0,27-07 00:42:20
1223442,0,27-07 00:42:21
1215927,0,27-07 00:42:22
1218933,0,27-07 00:42:23
1211418,0,27-07 00:42:24
1221939,0,27-07 00:42:25
1247490,0,27-07 00:42:26
1224865,0,27-07 00:42:27
1210697,0,27-07 00:42:28
1280738,95,27-07 00:42:29
1231179,0,27-07 00:42:30
1271652,0,27-07 00:42:31
1282486,0,27-07 00:42:32
1280714,0,27-07 00:42:33
1263633,42,27-07 00:42:34
1241478,0,27-07 00:42:35
1197824,0,27-07 00:42:36
895780,0,27-07 00:42:37
1087981,733,27-07 00:42:38
1101390,0,27-07 00:42:39
785489,510,27-07 00:42:40
1227491,0,27-07 00:42:41
1228826,0,27-07 00:42:42
1212478,0,27-07 00:42:43
1159771,0,27-07 00:42:44
1120876,0,27-07 00:42:45
1110632,749,27-07 00:42:46
1296393,42,27-07 00:42:47
1158689,1020,27-07 00:42:48
1131865,255,27-07 00:42:49
1154516,510,27-07 00:42:50
1225827,0,27-07 00:42:51
1307749,255,27-07 00:42:52
1144838,255,27-07 00:42:53
1200800,0,27-07 00:42:54
1174486,510,27-07 00:42:55
831011,255,27-07 00:42:56
1304133,0,27-07 00:42:57
1304976,0,27-07 00:42:58
1317930,0,27-07 00:42:59
1318049,0,27-07 00:43:00
1034137,1020,27-07 00:43:01
479519,494,27-07 00:43:02
460034,510,27-07 00:43:03
708971,255,27-07 00:43:04
393637,0,27-07 00:43:05
959266,42,27-07 00:43:06
1223782,0,27-07 00:43:07
1099794,0,27-07 00:43:08
1243832,0,27-07 00:43:09
946259,0,27-07 00:43:10
1103811,0,27-07 00:43:11
