"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain15-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","09 Dec 2017 22:04:30 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,09-12 22:04:30
0,0,09-12 22:04:31
0,0,09-12 22:04:32
95,95,09-12 22:04:33
0,0,09-12 22:04:34
0,0,09-12 22:04:35
0,0,09-12 22:04:36
0,0,09-12 22:04:37
0,0,09-12 22:04:38
70,0,09-12 22:04:39
0,0,09-12 22:04:40
429453,0,09-12 22:04:41
969560,95,09-12 22:04:42
1409892,0,09-12 22:04:43
1407624,0,09-12 22:04:44
1410306,0,09-12 22:04:45
1410572,0,09-12 22:04:46
1413022,0,09-12 22:04:47
1408273,42,09-12 22:04:48
1419170,0,09-12 22:04:49
1407092,0,09-12 22:04:50
1413948,0,09-12 22:04:51
1405629,95,09-12 22:04:52
1399739,0,09-12 22:04:53
1407837,0,09-12 22:04:54
1409907,0,09-12 22:04:55
1402189,0,09-12 22:04:56
1403550,42,09-12 22:04:57
1333944,1434,09-12 22:04:58
1255267,0,09-12 22:04:59
1085612,255,09-12 22:05:00
1407882,0,09-12 22:05:01
1400550,0,09-12 22:05:02
1410868,0,09-12 22:05:03
1419544,0,09-12 22:05:04
1419682,749,09-12 22:05:05
1382609,0,09-12 22:05:06
1371658,0,09-12 22:05:07
1399311,255,09-12 22:05:08
1406802,1020,09-12 22:05:09
1383334,255,09-12 22:05:10
1391917,510,09-12 22:05:11
1384154,0,09-12 22:05:12
1348621,510,09-12 22:05:13
1336539,255,09-12 22:05:14
1381906,0,09-12 22:05:15
1364473,0,09-12 22:05:16
1384971,0,09-12 22:05:17
1365292,0,09-12 22:05:18
1371886,1259,09-12 22:05:19
1331018,255,09-12 22:05:20
1099560,297,09-12 22:05:21
1410600,0,09-12 22:05:22
1404885,0,09-12 22:05:23
1398180,0,09-12 22:05:24
1301407,0,09-12 22:05:25
1407540,0,09-12 22:05:26
1408992,0,09-12 22:05:27
1407379,0,09-12 22:05:28
1409918,0,09-12 22:05:29
1404748,95,09-12 22:05:30
1409798,0,09-12 22:05:31
1395913,0,09-12 22:05:32
1412782,0,09-12 22:05:33
1406614,0,09-12 22:05:34
1417600,42,09-12 22:05:35
1410012,0,09-12 22:05:36
1416537,0,09-12 22:05:37
1413966,0,09-12 22:05:38
1408595,0,09-12 22:05:39
1409040,95,09-12 22:05:40
1402745,0,09-12 22:05:41
1403364,0,09-12 22:05:42
1403589,0,09-12 22:05:43
1373992,0,09-12 22:05:44
1352811,0,09-12 22:05:45
1386913,1434,09-12 22:05:46
1081885,0,09-12 22:05:47
1266125,255,09-12 22:05:48
1406746,0,09-12 22:05:49
1402458,0,09-12 22:05:50
1419357,0,09-12 22:05:51
1423140,0,09-12 22:05:52
1414768,749,09-12 22:05:53
1384309,42,09-12 22:05:54
1369803,255,09-12 22:05:55
1403109,510,09-12 22:05:56
1414022,765,09-12 22:05:57
1383782,255,09-12 22:05:58
1396409,255,09-12 22:05:59
1382281,0,09-12 22:06:00
1365794,510,09-12 22:06:01
1350391,255,09-12 22:06:02
1385349,0,09-12 22:06:03
1385332,0,09-12 22:06:04
1383941,0,09-12 22:06:05
1384326,0,09-12 22:06:06
1362526,1530,09-12 22:06:07
1292554,255,09-12 22:06:08
1053153,0,09-12 22:06:09
1410111,0,09-12 22:06:10
1404309,0,09-12 22:06:11
1402354,42,09-12 22:06:12
1301561,0,09-12 22:06:13
1409135,0,09-12 22:06:14
1411328,0,09-12 22:06:15
1408644,0,09-12 22:06:16
1410275,0,09-12 22:06:17
1408557,95,09-12 22:06:18
1409290,0,09-12 22:06:19
1404036,0,09-12 22:06:20
1409279,0,09-12 22:06:21
1408187,0,09-12 22:06:22
1415797,0,09-12 22:06:23
1416520,0,09-12 22:06:24
1409811,0,09-12 22:06:25
1412770,0,09-12 22:06:26
1411378,42,09-12 22:06:27
1406230,95,09-12 22:06:28
1391414,0,09-12 22:06:29
1404372,0,09-12 22:06:30
1412139,0,09-12 22:06:31
1397748,0,09-12 22:06:32
1356720,0,09-12 22:06:33
1367594,478,09-12 22:06:34
957835,0,09-12 22:06:35
1396339,0,09-12 22:06:36
1402668,0,09-12 22:06:37
1403250,0,09-12 22:06:38
1420129,0,09-12 22:06:39
