"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth12 --nocolor --output ./results/upgrade/1000-from-vpn-ids1.csv",,,,"Date:","29 Jul 2017 00:30:27 UTC"

"net/dc2.s1-eth12",,"system"
"recv","send","time"
0.0,0.0,29-07 00:30:27
1850.0,5290784.0,29-07 00:30:28
740.0,12248063.0,29-07 00:30:29
370.0,12285628.0,29-07 00:30:30
370.0,12226327.0,29-07 00:30:31
370.0,12335105.0,29-07 00:30:32
84.0,12265445.0,29-07 00:30:33
370.0,11971660.0,29-07 00:30:34
370.0,12190969.0,29-07 00:30:35
370.0,12101015.0,29-07 00:30:36
370.0,11995668.0,29-07 00:30:37
370.0,12061737.0,29-07 00:30:38
740.0,12260886.0,29-07 00:30:39
370.0,12242964.0,29-07 00:30:40
370.0,12086777.0,29-07 00:30:41
370.0,12194252.0,29-07 00:30:42
370.0,12185298.0,29-07 00:30:43
370.0,12254716.0,29-07 00:30:44
0.0,12270447.0,29-07 00:30:45
370.0,12200028.0,29-07 00:30:46
370.0,12258587.0,29-07 00:30:47
370.0,12159958.0,29-07 00:30:48
370.0,12255147.0,29-07 00:30:49
370.0,12240551.0,29-07 00:30:50
740.0,12176287.0,29-07 00:30:51
370.0,12162431.0,29-07 00:30:52
370.0,12112703.0,29-07 00:30:53
370.0,12083154.0,29-07 00:30:54
370.0,12306656.0,29-07 00:30:55
370.0,12266460.0,29-07 00:30:56
0.0,12304531.0,29-07 00:30:57
370.0,12259912.0,29-07 00:30:58
370.0,12257905.0,29-07 00:30:59
370.0,12214544.0,29-07 00:31:00
370.0,12130470.0,29-07 00:31:01
370.0,12124157.0,29-07 00:31:02
740.0,12049693.0,29-07 00:31:03
370.0,12091026.0,29-07 00:31:04
412.0,12163492.0,29-07 00:31:05
370.0,12200686.0,29-07 00:31:06
370.0,12305788.0,29-07 00:31:07
370.0,12273275.0,29-07 00:31:08
0.0,12370430.0,29-07 00:31:09
370.0,12233776.0,29-07 00:31:10
370.0,12174871.0,29-07 00:31:11
370.0,12095020.0,29-07 00:31:12
370.0,12223858.0,29-07 00:31:13
370.0,12262439.0,29-07 00:31:14
782.0,12216465.0,29-07 00:31:15
370.0,12274453.0,29-07 00:31:16
370.0,12131429.0,29-07 00:31:17
370.0,12086742.0,29-07 00:31:18
370.0,12321389.0,29-07 00:31:19
370.0,12309303.0,29-07 00:31:20
0.0,12348580.0,29-07 00:31:21
370.0,12270313.0,29-07 00:31:22
370.0,12282765.0,29-07 00:31:23
370.0,12255322.0,29-07 00:31:24
370.0,12281450.0,29-07 00:31:25
370.0,12208953.0,29-07 00:31:26
370.0,12266577.0,29-07 00:31:27
740.0,12252624.0,29-07 00:31:28
370.0,12246983.0,29-07 00:31:29
370.0,12243653.0,29-07 00:31:30
370.0,12231994.0,29-07 00:31:31
370.0,12284479.0,29-07 00:31:32
370.0,12335048.0,29-07 00:31:33
0.0,12368430.0,29-07 00:31:34
370.0,12264370.0,29-07 00:31:35
370.0,12251841.0,29-07 00:31:36
412.0,12219819.0,29-07 00:31:37
370.0,12119473.0,29-07 00:31:38
370.0,12252201.0,29-07 00:31:39
370.0,12149763.0,29-07 00:31:40
740.0,12228183.0,29-07 00:31:41
370.0,12238755.0,29-07 00:31:42
370.0,12272077.0,29-07 00:31:43
412.0,12225353.0,29-07 00:31:44
370.0,12315801.0,29-07 00:31:45
370.0,12140286.0,29-07 00:31:46
0.0,12327274.0,29-07 00:31:47
370.0,12246663.0,29-07 00:31:48
370.0,12238457.0,29-07 00:31:49
370.0,12245428.0,29-07 00:31:50
370.0,12242133.0,29-07 00:31:51
370.0,12246503.0,29-07 00:31:52
740.0,12248403.0,29-07 00:31:53
370.0,12228550.0,29-07 00:31:54
370.0,12268916.0,29-07 00:31:55
370.0,12150216.0,29-07 00:31:56
370.0,12283412.0,29-07 00:31:57
370.0,12313338.0,29-07 00:31:58
0.0,12342869.0,29-07 00:31:59
370.0,12234966.0,29-07 00:32:00
370.0,12150327.0,29-07 00:32:01
370.0,12185931.0,29-07 00:32:02
370.0,12233161.0,29-07 00:32:03
412.0,12218613.0,29-07 00:32:04
370.0,12256291.0,29-07 00:32:05
740.0,12225209.0,29-07 00:32:06
370.0,12265384.0,29-07 00:32:07
370.0,12201222.0,29-07 00:32:08
370.0,12259890.0,29-07 00:32:09
370.0,12320535.0,29-07 00:32:10
370.0,12277846.0,29-07 00:32:11
0.0,12224862.0,29-07 00:32:12
412.0,12231627.0,29-07 00:32:13
370.0,12173355.0,29-07 00:32:14
370.0,12018071.0,29-07 00:32:15
370.0,12060192.0,29-07 00:32:16
370.0,12036844.0,29-07 00:32:17
