"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth8 --nocolor --output ./results/upgrade/1000-from-ids1.csv",,,,"Date:","29 Jul 2017 00:30:27 UTC"

"net/dc2.s1-eth8",,"system"
"recv","send","time"
0.0,0.0,29-07 00:30:27
1850.0,5248766.0,29-07 00:30:28
740.0,12247955.0,29-07 00:30:29
370.0,12284570.0,29-07 00:30:30
370.0,12227111.0,29-07 00:30:31
370.0,12339054.0,29-07 00:30:32
84.0,12263098.0,29-07 00:30:33
370.0,11970332.0,29-07 00:30:34
370.0,12191077.0,29-07 00:30:35
370.0,12099689.0,29-07 00:30:36
370.0,11996940.0,29-07 00:30:37
370.0,12061683.0,29-07 00:30:38
740.0,12261630.0,29-07 00:30:39
370.0,12239622.0,29-07 00:30:40
370.0,12095657.0,29-07 00:30:41
370.0,12185642.0,29-07 00:30:42
370.0,12190641.0,29-07 00:30:43
370.0,12253101.0,29-07 00:30:44
0.0,12268894.0,29-07 00:30:45
370.0,12202887.0,29-07 00:30:46
370.0,12253194.0,29-07 00:30:47
370.0,12161049.0,29-07 00:30:48
370.0,12256797.0,29-07 00:30:49
370.0,12239063.0,29-07 00:30:50
740.0,12177505.0,29-07 00:30:51
370.0,12162701.0,29-07 00:30:52
370.0,12112487.0,29-07 00:30:53
370.0,12083961.0,29-07 00:30:54
370.0,12314367.0,29-07 00:30:55
370.0,12271042.0,29-07 00:30:56
0.0,12292186.0,29-07 00:30:57
370.0,12259211.0,29-07 00:30:58
370.0,12256579.0,29-07 00:30:59
370.0,12223148.0,29-07 00:31:00
370.0,12124734.0,29-07 00:31:01
370.0,12122615.0,29-07 00:31:02
740.0,12048121.0,29-07 00:31:03
370.0,12091542.0,29-07 00:31:04
412.0,12166552.0,29-07 00:31:05
370.0,12200724.0,29-07 00:31:06
370.0,12311269.0,29-07 00:31:07
370.0,12273487.0,29-07 00:31:08
0.0,12362695.0,29-07 00:31:09
370.0,12235210.0,29-07 00:31:10
370.0,12170785.0,29-07 00:31:11
370.0,12099365.0,29-07 00:31:12
370.0,12222165.0,29-07 00:31:13
370.0,12262439.0,29-07 00:31:14
782.0,12216303.0,29-07 00:31:15
370.0,12272662.0,29-07 00:31:16
370.0,12140390.0,29-07 00:31:17
370.0,12077514.0,29-07 00:31:18
370.0,12323609.0,29-07 00:31:19
370.0,12310683.0,29-07 00:31:20
0.0,12348335.0,29-07 00:31:21
370.0,12270828.0,29-07 00:31:22
370.0,12282441.0,29-07 00:31:23
370.0,12252543.0,29-07 00:31:24
370.0,12281739.0,29-07 00:31:25
370.0,12209955.0,29-07 00:31:26
370.0,12266901.0,29-07 00:31:27
740.0,12251352.0,29-07 00:31:28
370.0,12246821.0,29-07 00:31:29
370.0,12245087.0,29-07 00:31:30
370.0,12229612.0,29-07 00:31:31
370.0,12291445.0,29-07 00:31:32
370.0,12334089.0,29-07 00:31:33
0.0,12365615.0,29-07 00:31:34
370.0,12263339.0,29-07 00:31:35
370.0,12250898.0,29-07 00:31:36
412.0,12220929.0,29-07 00:31:37
370.0,12118088.0,29-07 00:31:38
370.0,12252314.0,29-07 00:31:39
370.0,12149655.0,29-07 00:31:40
740.0,12228124.0,29-07 00:31:41
370.0,12237650.0,29-07 00:31:42
370.0,12276379.0,29-07 00:31:43
412.0,12222323.0,29-07 00:31:44
370.0,12319654.0,29-07 00:31:45
370.0,12145432.0,29-07 00:31:46
0.0,12319763.0,29-07 00:31:47
370.0,12247665.0,29-07 00:31:48
370.0,12235878.0,29-07 00:31:49
370.0,12246573.0,29-07 00:31:50
370.0,12240807.0,29-07 00:31:51
370.0,12246449.0,29-07 00:31:52
740.0,12247401.0,29-07 00:31:53
370.0,12229714.0,29-07 00:31:54
370.0,12269918.0,29-07 00:31:55
370.0,12148104.0,29-07 00:31:56
370.0,12285161.0,29-07 00:31:57
370.0,12313605.0,29-07 00:31:58
0.0,12344175.0,29-07 00:31:59
370.0,12232916.0,29-07 00:32:00
370.0,12150381.0,29-07 00:32:01
370.0,12185555.0,29-07 00:32:02
370.0,12233213.0,29-07 00:32:03
412.0,12217611.0,29-07 00:32:04
370.0,12256566.0,29-07 00:32:05
740.0,12224718.0,29-07 00:32:06
370.0,12266043.0,29-07 00:32:07
370.0,12202543.0,29-07 00:32:08
370.0,12257888.0,29-07 00:32:09
370.0,12325353.0,29-07 00:32:10
370.0,12286993.0,29-07 00:32:11
0.0,12212103.0,29-07 00:32:12
412.0,12233852.0,29-07 00:32:13
370.0,12176114.0,29-07 00:32:14
370.0,12018686.0,29-07 00:32:15
370.0,12053463.0,29-07 00:32:16
370.0,12038116.0,29-07 00:32:17
