"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth12 --nocolor --output ./results/upgrade/100-from-vpn-ids1.csv",,,,"Date:","29 Jul 2017 00:25:08 UTC"

"net/dc2.s1-eth12",,"system"
"recv","send","time"
0.0,0.0,29-07 00:25:08
42.0,451518.0,29-07 00:25:09
1850.0,1279384.0,29-07 00:25:10
0.0,1287705.0,29-07 00:25:11
0.0,1302500.0,29-07 00:25:12
0.0,1305315.0,29-07 00:25:13
42.0,1306155.0,29-07 00:25:14
0.0,1305381.0,29-07 00:25:15
0.0,1306915.0,29-07 00:25:16
0.0,1303196.0,29-07 00:25:17
0.0,1304979.0,29-07 00:25:18
0.0,1302298.0,29-07 00:25:19
1480.0,1260640.0,29-07 00:25:20
370.0,1279957.0,29-07 00:25:21
0.0,1301284.0,29-07 00:25:22
0.0,1305821.0,29-07 00:25:23
0.0,1302247.0,29-07 00:25:24
0.0,1298581.0,29-07 00:25:25
0.0,1304239.0,29-07 00:25:26
0.0,1305604.0,29-07 00:25:27
0.0,1300086.0,29-07 00:25:28
0.0,1306474.0,29-07 00:25:29
1480.0,1259352.0,29-07 00:25:30
370.0,1297802.0,29-07 00:25:31
0.0,1293680.0,29-07 00:25:32
0.0,1306231.0,29-07 00:25:33
0.0,1303433.0,29-07 00:25:34
0.0,1297689.0,29-07 00:25:35
0.0,1304978.0,29-07 00:25:36
0.0,1305687.0,29-07 00:25:37
0.0,1296252.0,29-07 00:25:38
0.0,1306309.0,29-07 00:25:39
1480.0,1275930.0,29-07 00:25:40
370.0,1281788.0,29-07 00:25:41
0.0,1293661.0,29-07 00:25:42
0.0,1304877.0,29-07 00:25:43
0.0,1304444.0,29-07 00:25:44
0.0,1301367.0,29-07 00:25:45
0.0,1305568.0,29-07 00:25:46
0.0,1304958.0,29-07 00:25:47
0.0,1298927.0,29-07 00:25:48
0.0,1304702.0,29-07 00:25:49
1522.0,1276793.0,29-07 00:25:50
370.0,1271439.0,29-07 00:25:51
0.0,1292471.0,29-07 00:25:52
0.0,1300742.0,29-07 00:25:53
0.0,1304580.0,29-07 00:25:54
42.0,1303860.0,29-07 00:25:55
0.0,1298265.0,29-07 00:25:56
0.0,1306849.0,29-07 00:25:57
0.0,1302260.0,29-07 00:25:58
0.0,1300137.0,29-07 00:25:59
0.0,1303844.0,29-07 00:26:00
1480.0,1259821.0,29-07 00:26:01
370.0,1291242.0,29-07 00:26:02
0.0,1298542.0,29-07 00:26:03
0.0,1304207.0,29-07 00:26:04
0.0,1300435.0,29-07 00:26:05
0.0,1295929.0,29-07 00:26:06
0.0,1303753.0,29-07 00:26:07
0.0,1301337.0,29-07 00:26:08
0.0,1301426.0,29-07 00:26:09
0.0,1304353.0,29-07 00:26:10
1480.0,1261123.0,29-07 00:26:11
370.0,1295283.0,29-07 00:26:12
0.0,1294064.0,29-07 00:26:13
0.0,1306836.0,29-07 00:26:14
0.0,1304208.0,29-07 00:26:15
0.0,1298961.0,29-07 00:26:16
0.0,1285721.0,29-07 00:26:17
0.0,1306302.0,29-07 00:26:18
0.0,1304964.0,29-07 00:26:19
0.0,1304713.0,29-07 00:26:20
1480.0,1261235.0,29-07 00:26:21
370.0,1282893.0,29-07 00:26:22
0.0,1299079.0,29-07 00:26:23
0.0,1304175.0,29-07 00:26:24
0.0,1304594.0,29-07 00:26:25
42.0,1304181.0,29-07 00:26:26
0.0,1304419.0,29-07 00:26:27
0.0,1306474.0,29-07 00:26:28
0.0,1302965.0,29-07 00:26:29
0.0,1303376.0,29-07 00:26:30
1480.0,1284176.0,29-07 00:26:31
370.0,1279366.0,29-07 00:26:32
0.0,1292120.0,29-07 00:26:33
0.0,1303224.0,29-07 00:26:34
0.0,1304850.0,29-07 00:26:35
0.0,1297758.0,29-07 00:26:36
0.0,1303243.0,29-07 00:26:37
0.0,1304577.0,29-07 00:26:38
0.0,1306389.0,29-07 00:26:39
0.0,1304774.0,29-07 00:26:40
0.0,1306175.0,29-07 00:26:41
1480.0,1260682.0,29-07 00:26:42
370.0,1287799.0,29-07 00:26:43
0.0,1305868.0,29-07 00:26:44
0.0,1305790.0,29-07 00:26:45
0.0,1303681.0,29-07 00:26:46
42.0,1304251.0,29-07 00:26:47
0.0,1305511.0,29-07 00:26:48
0.0,1307073.0,29-07 00:26:49
0.0,1306003.0,29-07 00:26:50
0.0,1302644.0,29-07 00:26:51
1480.0,1261299.0,29-07 00:26:52
370.0,1299523.0,29-07 00:26:53
0.0,1295384.0,29-07 00:26:54
0.0,1306231.0,29-07 00:26:55
0.0,1300565.0,29-07 00:26:56
0.0,1301991.0,29-07 00:26:57
42.0,1305947.0,29-07 00:26:58
0.0,1305978.0,29-07 00:26:59
0.0,1303800.0,29-07 00:27:00
0.0,1301845.0,29-07 00:27:01
1480.0,1270128.0,29-07 00:27:02
370.0,1282429.0,29-07 00:27:03
0.0,1300634.0,29-07 00:27:04
0.0,1301793.0,29-07 00:27:05
0.0,1305704.0,29-07 00:27:06
0.0,1304355.0,29-07 00:27:07
0.0,1302736.0,29-07 00:27:08
0.0,1304868.0,29-07 00:27:09
0.0,1304663.0,29-07 00:27:10
0.0,1300341.0,29-07 00:27:11
1480.0,1283818.0,29-07 00:27:12
370.0,1281438.0,29-07 00:27:13
0.0,1295864.0,29-07 00:27:14
0.0,1303610.0,29-07 00:27:15
0.0,1303146.0,29-07 00:27:16
0.0,1284744.0,29-07 00:27:17
0.0,1304433.0,29-07 00:27:18
0.0,1303549.0,29-07 00:27:19
0.0,1303953.0,29-07 00:27:20
0.0,1300040.0,29-07 00:27:21
0.0,1303826.0,29-07 00:27:22
1480.0,1261489.0,29-07 00:27:23
370.0,1292622.0,29-07 00:27:24
0.0,1304386.0,29-07 00:27:25
0.0,1305425.0,29-07 00:27:26
0.0,1303519.0,29-07 00:27:27
42.0,1304575.0,29-07 00:27:28
0.0,1306999.0,29-07 00:27:29
42.0,1301055.0,29-07 00:27:30
0.0,1301701.0,29-07 00:27:31
0.0,1305854.0,29-07 00:27:32
1480.0,1263879.0,29-07 00:27:33
370.0,1294417.0,29-07 00:27:34
0.0,1299164.0,29-07 00:27:35
0.0,1301821.0,29-07 00:27:36
0.0,1304975.0,29-07 00:27:37
0.0,1303263.0,29-07 00:27:38
0.0,340782.0,29-07 00:27:39
0.0,0.0,29-07 00:27:40
0.0,0.0,29-07 00:27:41
0.0,0.0,29-07 00:27:42
0.0,0.0,29-07 00:27:43
0.0,0.0,29-07 00:27:44
0.0,0.0,29-07 00:27:45
0.0,0.0,29-07 00:27:46
0.0,0.0,29-07 00:27:47
0.0,0.0,29-07 00:27:48
0.0,0.0,29-07 00:27:49
0.0,0.0,29-07 00:27:50
0.0,0.0,29-07 00:27:51
0.0,0.0,29-07 00:27:52
0.0,0.0,29-07 00:27:53
0.0,0.0,29-07 00:27:54
0.0,0.0,29-07 00:27:55
0.0,0.0,29-07 00:27:56
0.0,0.0,29-07 00:27:57
0.0,0.0,29-07 00:27:58
0.0,0.0,29-07 00:27:59
0.0,0.0,29-07 00:28:00
0.0,0.0,29-07 00:28:01
0.0,0.0,29-07 00:28:02
0.0,0.0,29-07 00:28:03
0.0,0.0,29-07 00:28:04
0.0,0.0,29-07 00:28:05
0.0,0.0,29-07 00:28:06
0.0,0.0,29-07 00:28:07
0.0,0.0,29-07 00:28:08
0.0,0.0,29-07 00:28:09
0.0,0.0,29-07 00:28:10
0.0,0.0,29-07 00:28:11
0.0,0.0,29-07 00:28:12
0.0,0.0,29-07 00:28:13
0.0,0.0,29-07 00:28:14
0.0,0.0,29-07 00:28:15
0.0,0.0,29-07 00:28:16
0.0,0.0,29-07 00:28:17
0.0,0.0,29-07 00:28:18
0.0,0.0,29-07 00:28:19
0.0,0.0,29-07 00:28:20
0.0,0.0,29-07 00:28:21
0.0,0.0,29-07 00:28:22
0.0,0.0,29-07 00:28:23
0.0,0.0,29-07 00:28:24
0.0,0.0,29-07 00:28:25
0.0,0.0,29-07 00:28:26
0.0,0.0,29-07 00:28:27
0.0,0.0,29-07 00:28:28
0.0,0.0,29-07 00:28:29
0.0,0.0,29-07 00:28:30
0.0,0.0,29-07 00:28:31
0.0,0.0,29-07 00:28:32
0.0,0.0,29-07 00:28:33
0.0,0.0,29-07 00:28:34
0.0,0.0,29-07 00:28:35
0.0,0.0,29-07 00:28:36
0.0,0.0,29-07 00:28:37
0.0,0.0,29-07 00:28:38
0.0,0.0,29-07 00:28:39
0.0,0.0,29-07 00:28:40
0.0,0.0,29-07 00:28:41
0.0,0.0,29-07 00:28:42
0.0,0.0,29-07 00:28:43
0.0,0.0,29-07 00:28:44
0.0,0.0,29-07 00:28:45
0.0,0.0,29-07 00:28:46
0.0,0.0,29-07 00:28:47
0.0,0.0,29-07 00:28:48
0.0,0.0,29-07 00:28:49
0.0,0.0,29-07 00:28:50
0.0,0.0,29-07 00:28:51
0.0,0.0,29-07 00:28:52
0.0,0.0,29-07 00:28:53
0.0,0.0,29-07 00:28:54
0.0,0.0,29-07 00:28:55
0.0,0.0,29-07 00:28:56
0.0,0.0,29-07 00:28:57
0.0,0.0,29-07 00:28:58
0.0,0.0,29-07 00:28:59
0.0,0.0,29-07 00:29:00
0.0,0.0,29-07 00:29:01
0.0,0.0,29-07 00:29:02
0.0,0.0,29-07 00:29:03
0.0,0.0,29-07 00:29:04
0.0,0.0,29-07 00:29:05
0.0,0.0,29-07 00:29:06
0.0,0.0,29-07 00:29:07
0.0,0.0,29-07 00:29:08
0.0,0.0,29-07 00:29:09
0.0,0.0,29-07 00:29:10
0.0,0.0,29-07 00:29:11
0.0,0.0,29-07 00:29:12
0.0,0.0,29-07 00:29:13
0.0,0.0,29-07 00:29:14
0.0,0.0,29-07 00:29:15
0.0,0.0,29-07 00:29:16
0.0,0.0,29-07 00:29:17
0.0,0.0,29-07 00:29:18
0.0,0.0,29-07 00:29:19
0.0,0.0,29-07 00:29:20
0.0,0.0,29-07 00:29:21
0.0,0.0,29-07 00:29:22
0.0,0.0,29-07 00:29:23
0.0,0.0,29-07 00:29:24
0.0,0.0,29-07 00:29:25
0.0,0.0,29-07 00:29:26
0.0,0.0,29-07 00:29:27
0.0,0.0,29-07 00:29:28
0.0,0.0,29-07 00:29:29
0.0,0.0,29-07 00:29:30
0.0,0.0,29-07 00:29:31
0.0,0.0,29-07 00:29:32
0.0,0.0,29-07 00:29:33
0.0,0.0,29-07 00:29:34
0.0,0.0,29-07 00:29:35
0.0,0.0,29-07 00:29:36
0.0,0.0,29-07 00:29:37
0.0,0.0,29-07 00:29:38
0.0,0.0,29-07 00:29:39
0.0,0.0,29-07 00:29:40
0.0,0.0,29-07 00:29:41
0.0,0.0,29-07 00:29:42
0.0,0.0,29-07 00:29:43
0.0,0.0,29-07 00:29:44
0.0,0.0,29-07 00:29:45
0.0,0.0,29-07 00:29:46
0.0,0.0,29-07 00:29:47
0.0,0.0,29-07 00:29:48
0.0,0.0,29-07 00:29:49
0.0,0.0,29-07 00:29:50
0.0,0.0,29-07 00:29:51
0.0,0.0,29-07 00:29:52
0.0,0.0,29-07 00:29:53
0.0,0.0,29-07 00:29:54
0.0,0.0,29-07 00:29:55
0.0,0.0,29-07 00:29:56
0.0,0.0,29-07 00:29:57
0.0,0.0,29-07 00:29:58
0.0,0.0,29-07 00:29:59
0.0,0.0,29-07 00:30:00
0.0,0.0,29-07 00:30:01
0.0,0.0,29-07 00:30:02
0.0,0.0,29-07 00:30:03
0.0,0.0,29-07 00:30:04
0.0,0.0,29-07 00:30:05
0.0,0.0,29-07 00:30:06
0.0,0.0,29-07 00:30:07
