"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf1 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 03:35:06 UTC"
"net/intf1",,"system"
"recv","send","time"
0,0,23-07 03:35:06
178740,7429940,23-07 03:35:07
283446,12527664,23-07 03:35:08
261198,12324104,23-07 03:35:09
248964,18952511,23-07 03:35:10
224797,26061760,23-07 03:35:11
199057,24571478,23-07 03:35:12
209005,24811313,23-07 03:35:13
206861,25016419,23-07 03:35:14
186935,23578830,23-07 03:35:15
205735,25006112,23-07 03:35:16
222405,26081218,23-07 03:35:17
200921,24816024,23-07 03:35:18
198113,24777113,23-07 03:35:19
198707,23826101,23-07 03:35:20
209515,25174728,23-07 03:35:21
205179,24922168,23-07 03:35:22
210957,25346076,23-07 03:35:23
221495,25892604,23-07 03:35:24
203845,23633594,23-07 03:35:25
207247,25140890,23-07 03:35:26
205233,24983565,23-07 03:35:27
208568,25213537,23-07 03:35:28
198923,25110817,23-07 03:35:29
221117,24845479,23-07 03:35:30
193477,24523828,23-07 03:35:31
206583,24952035,23-07 03:35:32
207231,25129504,23-07 03:35:33
193307,24987590,23-07 03:35:34
208219,23858271,23-07 03:35:35
211999,25256369,23-07 03:35:36
215223,25831176,23-07 03:35:37
201407,24869697,23-07 03:35:38
193731,24927980,23-07 03:35:39
214699,24027848,23-07 03:35:40
201307,24663109,23-07 03:35:41
210687,25033033,23-07 03:35:42
223763,26121092,23-07 03:35:43
200543,24135081,23-07 03:35:44
208543,24769009,23-07 03:35:45
199417,24787480,23-07 03:35:46
206845,25128504,23-07 03:35:47
195629,24675278,23-07 03:35:48
211343,24830882,23-07 03:35:49
211837,25242339,23-07 03:35:50
200335,24997253,23-07 03:35:51
206762,25048737,23-07 03:35:52
200643,24995477,23-07 03:35:53
198607,23524826,23-07 03:35:54
198121,25008725,23-07 03:35:55
217507,26107614,23-07 03:35:56
205819,25009517,23-07 03:35:57
202487,25021754,23-07 03:35:58
196763,23945972,23-07 03:35:59
179707,24881569,23-07 03:36:00
201739,24753610,23-07 03:36:01
223897,26043674,23-07 03:36:02
199725,24953973,23-07 03:36:03
190723,23648244,23-07 03:36:04
203089,25000611,23-07 03:36:05
203737,24909988,23-07 03:36:06
203389,24713329,23-07 03:36:07
207401,25638916,23-07 03:36:08
213989,24158033,23-07 03:36:09
203467,24978506,23-07 03:36:10
204007,24995920,23-07 03:36:11
209059,24985270,23-07 03:36:12
202811,25243959,23-07 03:36:13
198221,23772028,23-07 03:36:14
223717,26028191,23-07 03:36:15
201199,24971508,23-07 03:36:16
201877,24783900,23-07 03:36:17
194765,24764606,23-07 03:36:18
196439,23840751,23-07 03:36:19
213133,25173129,23-07 03:36:20
218047,26028405,23-07 03:36:21
211705,24884774,23-07 03:36:22
