"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth8 --nocolor --output ./results/upgrade/10-from-ids1.csv",,,,"Date:","29 Jul 2017 00:19:50 UTC"

"net/dc2.s1-eth8",,"system"
"recv","send","time"
0.0,0.0,29-07 00:19:50
0.0,48510.0,29-07 00:19:51
0.0,130584.0,29-07 00:19:52
0.0,129717.0,29-07 00:19:53
1480.0,112484.0,29-07 00:19:54
0.0,121731.0,29-07 00:19:55
0.0,130766.0,29-07 00:19:56
0.0,119058.0,29-07 00:19:57
0.0,129947.0,29-07 00:19:58
0.0,129509.0,29-07 00:19:59
0.0,130150.0,29-07 00:20:00
0.0,131091.0,29-07 00:20:01
0.0,130486.0,29-07 00:20:02
0.0,129896.0,29-07 00:20:03
370.0,130130.0,29-07 00:20:04
42.0,130388.0,29-07 00:20:05
0.0,126976.0,29-07 00:20:06
0.0,130829.0,29-07 00:20:07
0.0,129642.0,29-07 00:20:08
0.0,131227.0,29-07 00:20:09
0.0,125986.0,29-07 00:20:10
0.0,129363.0,29-07 00:20:11
0.0,129655.0,29-07 00:20:12
0.0,131314.0,29-07 00:20:13
0.0,130526.0,29-07 00:20:14
0.0,131678.0,29-07 00:20:15
0.0,130176.0,29-07 00:20:16
0.0,130410.0,29-07 00:20:17
0.0,130702.0,29-07 00:20:18
0.0,130788.0,29-07 00:20:19
0.0,130155.0,29-07 00:20:20
0.0,129630.0,29-07 00:20:21
0.0,129983.0,29-07 00:20:22
0.0,130788.0,29-07 00:20:23
0.0,130734.0,29-07 00:20:24
0.0,131626.0,29-07 00:20:25
0.0,130793.0,29-07 00:20:26
0.0,130316.0,29-07 00:20:27
0.0,130589.0,29-07 00:20:28
0.0,130237.0,29-07 00:20:29
42.0,131755.0,29-07 00:20:30
0.0,130793.0,29-07 00:20:31
0.0,129458.0,29-07 00:20:32
0.0,131285.0,29-07 00:20:33
0.0,130854.0,29-07 00:20:34
0.0,130134.0,29-07 00:20:35
0.0,131651.0,29-07 00:20:36
0.0,129420.0,29-07 00:20:37
0.0,131447.0,29-07 00:20:38
0.0,131034.0,29-07 00:20:39
0.0,130764.0,29-07 00:20:40
0.0,129284.0,29-07 00:20:41
0.0,132168.0,29-07 00:20:42
0.0,129603.0,29-07 00:20:43
0.0,131073.0,29-07 00:20:44
0.0,130233.0,29-07 00:20:45
0.0,130925.0,29-07 00:20:46
0.0,130950.0,29-07 00:20:47
0.0,130572.0,29-07 00:20:48
0.0,130613.0,29-07 00:20:49
0.0,130896.0,29-07 00:20:50
0.0,129467.0,29-07 00:20:51
0.0,131311.0,29-07 00:20:52
0.0,130842.0,29-07 00:20:53
42.0,129938.0,29-07 00:20:54
0.0,131736.0,29-07 00:20:55
0.0,130950.0,29-07 00:20:56
0.0,129123.0,29-07 00:20:57
0.0,130788.0,29-07 00:20:58
0.0,131565.0,29-07 00:20:59
0.0,130680.0,29-07 00:21:00
0.0,130572.0,29-07 00:21:01
0.0,129535.0,29-07 00:21:02
0.0,130896.0,29-07 00:21:03
