"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth8 --nocolor --output ./results/upgrade/10000-from-ids1.csv",,,,"Date:","29 Jul 2017 00:35:46 UTC"

"net/dc2.s1-eth8",,"system"
"recv","send","time"
0.0,0.0,29-07 00:35:46
2220.0,20861684.0,29-07 00:35:47
370.0,58951114.0,29-07 00:35:48
370.0,62096302.0,29-07 00:35:49
370.0,59721523.0,29-07 00:35:50
370.0,63623913.0,29-07 00:35:51
454.0,67283788.0,29-07 00:35:52
370.0,67330705.0,29-07 00:35:53
370.0,66589705.0,29-07 00:35:54
370.0,66680892.0,29-07 00:35:55
370.0,65821785.0,29-07 00:35:56
370.0,66277909.0,29-07 00:35:57
370.0,67185848.0,29-07 00:35:58
370.0,66412029.0,29-07 00:35:59
370.0,63899768.0,29-07 00:36:00
370.0,63133155.0,29-07 00:36:01
370.0,64181572.0,29-07 00:36:02
370.0,59911365.0,29-07 00:36:03
370.0,56724675.0,29-07 00:36:04
370.0,55692247.0,29-07 00:36:05
370.0,58137320.0,29-07 00:36:06
370.0,58124452.0,29-07 00:36:07
370.0,56825601.0,29-07 00:36:08
370.0,54211725.0,29-07 00:36:09
370.0,52215611.0,29-07 00:36:10
370.0,51126674.0,29-07 00:36:11
370.0,52484104.0,29-07 00:36:12
370.0,55433842.0,29-07 00:36:13
370.0,56235680.0,29-07 00:36:14
370.0,51788641.0,29-07 00:36:15
0.0,66862342.0,29-07 00:36:16
740.0,68717786.0,29-07 00:36:17
370.0,61472277.0,29-07 00:36:18
412.0,65347360.0,29-07 00:36:19
370.0,67912205.0,29-07 00:36:20
370.0,66294981.0,29-07 00:36:21
370.0,66120925.0,29-07 00:36:22
370.0,67714379.0,29-07 00:36:23
370.0,68295464.0,29-07 00:36:24
412.0,68442644.0,29-07 00:36:25
370.0,64294917.0,29-07 00:36:26
370.0,62825691.0,29-07 00:36:27
370.0,62287451.0,29-07 00:36:28
370.0,65516432.0,29-07 00:36:29
370.0,63215974.0,29-07 00:36:30
370.0,67842360.0,29-07 00:36:31
370.0,67673775.0,29-07 00:36:32
370.0,67668537.0,29-07 00:36:33
370.0,66678684.0,29-07 00:36:34
370.0,63677897.0,29-07 00:36:35
370.0,61867533.0,29-07 00:36:36
370.0,64721190.0,29-07 00:36:37
370.0,66314709.0,29-07 00:36:38
370.0,66975116.0,29-07 00:36:39
370.0,66294558.0,29-07 00:36:40
370.0,64836676.0,29-07 00:36:41
370.0,65165014.0,29-07 00:36:42
370.0,62835362.0,29-07 00:36:43
370.0,64621661.0,29-07 00:36:44
370.0,67946031.0,29-07 00:36:45
370.0,68146184.0,29-07 00:36:46
370.0,55495821.0,29-07 00:36:47
370.0,55219176.0,29-07 00:36:48
370.0,54411938.0,29-07 00:36:49
412.0,53132019.0,29-07 00:36:50
370.0,51221311.0,29-07 00:36:51
370.0,54692382.0,29-07 00:36:52
370.0,54890146.0,29-07 00:36:53
370.0,53536378.0,29-07 00:36:54
370.0,57294444.0,29-07 00:36:55
370.0,61434984.0,29-07 00:36:56
370.0,66070709.0,29-07 00:36:57
412.0,64806183.0,29-07 00:36:58
370.0,64484034.0,29-07 00:36:59
370.0,57977284.0,29-07 00:37:00
370.0,55761398.0,29-07 00:37:01
370.0,52259486.0,29-07 00:37:02
370.0,60897261.0,29-07 00:37:03
370.0,60551211.0,29-07 00:37:04
370.0,63146220.0,29-07 00:37:05
370.0,64607668.0,29-07 00:37:06
370.0,62701253.0,29-07 00:37:07
370.0,61520325.0,29-07 00:37:08
370.0,62858543.0,29-07 00:37:09
370.0,63787869.0,29-07 00:37:10
370.0,59027248.0,29-07 00:37:11
370.0,63563989.0,29-07 00:37:12
370.0,59648746.0,29-07 00:37:13
370.0,58199745.0,29-07 00:37:14
370.0,62424142.0,29-07 00:37:15
370.0,64685448.0,29-07 00:37:16
370.0,60091303.0,29-07 00:37:17
370.0,57533920.0,29-07 00:37:18
370.0,57103129.0,29-07 00:37:19
370.0,65186111.0,29-07 00:37:20
412.0,67206859.0,29-07 00:37:21
370.0,68558188.0,29-07 00:37:22
370.0,67484845.0,29-07 00:37:23
370.0,67534790.0,29-07 00:37:24
370.0,67249962.0,29-07 00:37:25
370.0,55359205.0,29-07 00:37:26
370.0,56770236.0,29-07 00:37:27
370.0,56307577.0,29-07 00:37:28
370.0,57771267.0,29-07 00:37:29
370.0,54951449.0,29-07 00:37:30
412.0,57163174.0,29-07 00:37:31
370.0,60099372.0,29-07 00:37:32
370.0,56552898.0,29-07 00:37:33
370.0,53987361.0,29-07 00:37:34
370.0,58358190.0,29-07 00:37:35
370.0,57486336.0,29-07 00:37:36
370.0,57023986.0,29-07 00:37:37
370.0,59916883.0,29-07 00:37:38
370.0,55967977.0,29-07 00:37:39
370.0,55475200.0,29-07 00:37:40
370.0,55815007.0,29-07 00:37:41
370.0,63192845.0,29-07 00:37:42
370.0,64893140.0,29-07 00:37:43
370.0,62048443.0,29-07 00:37:44
370.0,64141185.0,29-07 00:37:45
370.0,62916377.0,29-07 00:37:46
370.0,70217057.0,29-07 00:37:47
370.0,64916323.0,29-07 00:37:48
370.0,63683344.0,29-07 00:37:49
370.0,63242303.0,29-07 00:37:50
370.0,66824471.0,29-07 00:37:51
412.0,66584912.0,29-07 00:37:52
370.0,66958650.0,29-07 00:37:53
370.0,66806129.0,29-07 00:37:54
370.0,68020469.0,29-07 00:37:55
370.0,66521304.0,29-07 00:37:56
370.0,66104706.0,29-07 00:37:57
370.0,66659527.0,29-07 00:37:58
370.0,68398515.0,29-07 00:37:59
370.0,69361338.0,29-07 00:38:00
370.0,68651801.0,29-07 00:38:01
370.0,68589488.0,29-07 00:38:02
370.0,61305589.0,29-07 00:38:03
412.0,64884207.0,29-07 00:38:04
370.0,67814378.0,29-07 00:38:05
370.0,67314955.0,29-07 00:38:06
370.0,63711983.0,29-07 00:38:07
370.0,64916851.0,29-07 00:38:08
370.0,56583303.0,29-07 00:38:09
370.0,59161280.0,29-07 00:38:10
370.0,55951657.0,29-07 00:38:11
370.0,53639814.0,29-07 00:38:12
370.0,56189501.0,29-07 00:38:13
370.0,59025412.0,29-07 00:38:14
370.0,59157005.0,29-07 00:38:15
370.0,52826820.0,29-07 00:38:16
0.0,16169538.0,29-07 00:38:17
0.0,0.0,29-07 00:38:18
0.0,0.0,29-07 00:38:19
0.0,0.0,29-07 00:38:20
0.0,0.0,29-07 00:38:21
0.0,0.0,29-07 00:38:22
0.0,0.0,29-07 00:38:23
0.0,0.0,29-07 00:38:24
0.0,0.0,29-07 00:38:25
0.0,0.0,29-07 00:38:26
0.0,0.0,29-07 00:38:27
0.0,0.0,29-07 00:38:28
0.0,0.0,29-07 00:38:29
0.0,0.0,29-07 00:38:30
0.0,0.0,29-07 00:38:31
0.0,0.0,29-07 00:38:32
0.0,0.0,29-07 00:38:33
0.0,0.0,29-07 00:38:34
0.0,0.0,29-07 00:38:35
0.0,0.0,29-07 00:38:36
0.0,0.0,29-07 00:38:37
0.0,0.0,29-07 00:38:38
0.0,0.0,29-07 00:38:39
0.0,0.0,29-07 00:38:40
0.0,0.0,29-07 00:38:41
0.0,0.0,29-07 00:38:42
0.0,0.0,29-07 00:38:43
0.0,0.0,29-07 00:38:44
0.0,0.0,29-07 00:38:45
0.0,0.0,29-07 00:38:46
0.0,0.0,29-07 00:38:47
0.0,0.0,29-07 00:38:48
0.0,0.0,29-07 00:38:49
0.0,0.0,29-07 00:38:50
0.0,0.0,29-07 00:38:51
0.0,0.0,29-07 00:38:52
0.0,0.0,29-07 00:38:53
0.0,0.0,29-07 00:38:54
0.0,0.0,29-07 00:38:55
0.0,0.0,29-07 00:38:56
0.0,0.0,29-07 00:38:57
0.0,0.0,29-07 00:38:58
0.0,0.0,29-07 00:38:59
0.0,0.0,29-07 00:39:00
0.0,0.0,29-07 00:39:01
0.0,0.0,29-07 00:39:02
0.0,0.0,29-07 00:39:03
0.0,0.0,29-07 00:39:04
0.0,0.0,29-07 00:39:05
0.0,0.0,29-07 00:39:06
0.0,0.0,29-07 00:39:07
0.0,0.0,29-07 00:39:08
0.0,0.0,29-07 00:39:09
0.0,0.0,29-07 00:39:10
0.0,0.0,29-07 00:39:11
0.0,0.0,29-07 00:39:12
0.0,0.0,29-07 00:39:13
0.0,0.0,29-07 00:39:14
0.0,0.0,29-07 00:39:15
0.0,0.0,29-07 00:39:16
0.0,0.0,29-07 00:39:17
0.0,0.0,29-07 00:39:18
0.0,0.0,29-07 00:39:19
0.0,0.0,29-07 00:39:20
0.0,0.0,29-07 00:39:21
0.0,0.0,29-07 00:39:22
0.0,0.0,29-07 00:39:23
0.0,0.0,29-07 00:39:24
0.0,0.0,29-07 00:39:25
0.0,0.0,29-07 00:39:26
0.0,0.0,29-07 00:39:27
0.0,0.0,29-07 00:39:28
0.0,0.0,29-07 00:39:29
0.0,0.0,29-07 00:39:30
0.0,0.0,29-07 00:39:31
0.0,0.0,29-07 00:39:32
0.0,0.0,29-07 00:39:33
0.0,0.0,29-07 00:39:34
0.0,0.0,29-07 00:39:35
0.0,0.0,29-07 00:39:36
0.0,0.0,29-07 00:39:37
0.0,0.0,29-07 00:39:38
0.0,0.0,29-07 00:39:39
0.0,0.0,29-07 00:39:40
0.0,0.0,29-07 00:39:41
0.0,0.0,29-07 00:39:42
0.0,0.0,29-07 00:39:43
0.0,0.0,29-07 00:39:44
0.0,0.0,29-07 00:39:45
0.0,0.0,29-07 00:39:46
0.0,0.0,29-07 00:39:47
0.0,0.0,29-07 00:39:48
0.0,0.0,29-07 00:39:49
0.0,0.0,29-07 00:39:50
0.0,0.0,29-07 00:39:51
0.0,0.0,29-07 00:39:52
0.0,0.0,29-07 00:39:53
0.0,0.0,29-07 00:39:54
0.0,0.0,29-07 00:39:55
0.0,0.0,29-07 00:39:56
0.0,0.0,29-07 00:39:57
0.0,0.0,29-07 00:39:58
0.0,0.0,29-07 00:39:59
0.0,0.0,29-07 00:40:00
0.0,0.0,29-07 00:40:01
0.0,0.0,29-07 00:40:02
0.0,0.0,29-07 00:40:03
0.0,0.0,29-07 00:40:04
0.0,0.0,29-07 00:40:05
0.0,0.0,29-07 00:40:06
0.0,0.0,29-07 00:40:07
0.0,0.0,29-07 00:40:08
0.0,0.0,29-07 00:40:09
0.0,0.0,29-07 00:40:10
0.0,0.0,29-07 00:40:11
0.0,0.0,29-07 00:40:12
0.0,0.0,29-07 00:40:13
0.0,0.0,29-07 00:40:14
0.0,0.0,29-07 00:40:15
0.0,0.0,29-07 00:40:16
0.0,0.0,29-07 00:40:17
0.0,0.0,29-07 00:40:18
0.0,0.0,29-07 00:40:19
0.0,0.0,29-07 00:40:20
0.0,0.0,29-07 00:40:21
0.0,0.0,29-07 00:40:22
0.0,0.0,29-07 00:40:23
0.0,0.0,29-07 00:40:24
0.0,0.0,29-07 00:40:25
0.0,0.0,29-07 00:40:26
0.0,0.0,29-07 00:40:27
0.0,0.0,29-07 00:40:28
0.0,0.0,29-07 00:40:29
0.0,0.0,29-07 00:40:30
0.0,0.0,29-07 00:40:31
0.0,0.0,29-07 00:40:32
0.0,0.0,29-07 00:40:33
0.0,0.0,29-07 00:40:34
0.0,0.0,29-07 00:40:35
0.0,0.0,29-07 00:40:36
0.0,0.0,29-07 00:40:37
0.0,0.0,29-07 00:40:38
0.0,0.0,29-07 00:40:39
0.0,0.0,29-07 00:40:40
0.0,0.0,29-07 00:40:41
0.0,0.0,29-07 00:40:42
0.0,0.0,29-07 00:40:43
0.0,0.0,29-07 00:40:44
0.0,0.0,29-07 00:40:45
