"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth2 --nocolor --output ./results/upgrade/10000-from-client.csv",,,,"Date:","29 Jul 2017 00:35:46 UTC"

"net/dc1.s1-eth2",,"system"
"recv","send","time"
0.0,0.0,29-07 00:35:46
79528012.0,2838.0,29-07 00:35:47
174796532.0,473.0,29-07 00:35:48
173703358.0,473.0,29-07 00:35:49
174275094.0,473.0,29-07 00:35:50
180418609.0,473.0,29-07 00:35:51
183826849.0,473.0,29-07 00:35:52
183751256.0,473.0,29-07 00:35:53
183216292.0,473.0,29-07 00:35:54
182851379.0,473.0,29-07 00:35:55
180206878.0,473.0,29-07 00:35:56
182545564.0,515.0,29-07 00:35:57
183230009.0,473.0,29-07 00:35:58
182664008.0,473.0,29-07 00:35:59
182369875.0,473.0,29-07 00:36:00
181129742.0,473.0,29-07 00:36:01
181510650.0,473.0,29-07 00:36:02
175365831.0,473.0,29-07 00:36:03
174224932.0,473.0,29-07 00:36:04
173498234.0,473.0,29-07 00:36:05
174808082.0,473.0,29-07 00:36:06
174891448.0,473.0,29-07 00:36:07
173927772.0,473.0,29-07 00:36:08
172718999.0,473.0,29-07 00:36:09
171755481.0,473.0,29-07 00:36:10
167940065.0,473.0,29-07 00:36:11
169746482.0,473.0,29-07 00:36:12
173209236.0,473.0,29-07 00:36:13
175827903.0,473.0,29-07 00:36:14
169177927.0,473.0,29-07 00:36:15
183462077.0,103.0,29-07 00:36:16
183412920.0,843.0,29-07 00:36:17
178130861.0,473.0,29-07 00:36:18
183747792.0,473.0,29-07 00:36:19
181363408.0,473.0,29-07 00:36:20
182686758.0,473.0,29-07 00:36:21
183644009.0,473.0,29-07 00:36:22
186066330.0,473.0,29-07 00:36:23
186189262.0,473.0,29-07 00:36:24
186027100.0,473.0,29-07 00:36:25
180266877.0,473.0,29-07 00:36:26
180457395.0,473.0,29-07 00:36:27
181889069.0,473.0,29-07 00:36:28
184724229.0,473.0,29-07 00:36:29
181468483.0,473.0,29-07 00:36:30
183614439.0,473.0,29-07 00:36:31
183732126.0,515.0,29-07 00:36:32
184208680.0,473.0,29-07 00:36:33
182241388.0,473.0,29-07 00:36:34
181063896.0,473.0,29-07 00:36:35
177926486.0,473.0,29-07 00:36:36
182319505.0,473.0,29-07 00:36:37
184946549.0,473.0,29-07 00:36:38
186604641.0,473.0,29-07 00:36:39
185326862.0,473.0,29-07 00:36:40
180867123.0,473.0,29-07 00:36:41
183026824.0,473.0,29-07 00:36:42
180416668.0,473.0,29-07 00:36:43
180627482.0,473.0,29-07 00:36:44
186408601.0,473.0,29-07 00:36:45
185129675.0,473.0,29-07 00:36:46
170458786.0,473.0,29-07 00:36:47
171241180.0,473.0,29-07 00:36:48
171764485.0,473.0,29-07 00:36:49
169796354.0,473.0,29-07 00:36:50
168446509.0,473.0,29-07 00:36:51
173454304.0,473.0,29-07 00:36:52
169993954.0,473.0,29-07 00:36:53
171886834.0,473.0,29-07 00:36:54
175945315.0,473.0,29-07 00:36:55
178746217.0,473.0,29-07 00:36:56
185284477.0,473.0,29-07 00:36:57
183248420.0,473.0,29-07 00:36:58
183566918.0,473.0,29-07 00:36:59
176992827.0,473.0,29-07 00:37:00
174796499.0,473.0,29-07 00:37:01
168747274.0,473.0,29-07 00:37:02
177758719.0,473.0,29-07 00:37:03
177991081.0,515.0,29-07 00:37:04
179411739.0,473.0,29-07 00:37:05
181884806.0,473.0,29-07 00:37:06
182275912.0,473.0,29-07 00:37:07
179936641.0,473.0,29-07 00:37:08
181092130.0,473.0,29-07 00:37:09
183294318.0,473.0,29-07 00:37:10
176812653.0,473.0,29-07 00:37:11
181612348.0,473.0,29-07 00:37:12
178179970.0,473.0,29-07 00:37:13
176319480.0,473.0,29-07 00:37:14
179953653.0,473.0,29-07 00:37:15
180048166.0,473.0,29-07 00:37:16
176461142.0,473.0,29-07 00:37:17
174414943.0,473.0,29-07 00:37:18
172866449.0,473.0,29-07 00:37:19
179521036.0,473.0,29-07 00:37:20
182463105.0,473.0,29-07 00:37:21
185693532.0,473.0,29-07 00:37:22
186213497.0,473.0,29-07 00:37:23
182097862.0,473.0,29-07 00:37:24
185265200.0,473.0,29-07 00:37:25
171363042.0,473.0,29-07 00:37:26
176358806.0,473.0,29-07 00:37:27
173202642.0,473.0,29-07 00:37:28
174457154.0,473.0,29-07 00:37:29
172670415.0,473.0,29-07 00:37:30
174738049.0,473.0,29-07 00:37:31
179760396.0,473.0,29-07 00:37:32
176040554.0,473.0,29-07 00:37:33
170741355.0,473.0,29-07 00:37:34
176634688.0,473.0,29-07 00:37:35
175529862.0,515.0,29-07 00:37:36
177139646.0,473.0,29-07 00:37:37
174853052.0,473.0,29-07 00:37:38
173889070.0,473.0,29-07 00:37:39
173622631.0,473.0,29-07 00:37:40
169516760.0,473.0,29-07 00:37:41
180142711.0,473.0,29-07 00:37:42
180958129.0,473.0,29-07 00:37:43
179700551.0,473.0,29-07 00:37:44
184000113.0,473.0,29-07 00:37:45
182273559.0,473.0,29-07 00:37:46
189318499.0,473.0,29-07 00:37:47
181990580.0,473.0,29-07 00:37:48
182556924.0,473.0,29-07 00:37:49
180525585.0,473.0,29-07 00:37:50
182479624.0,473.0,29-07 00:37:51
182637824.0,473.0,29-07 00:37:52
185815755.0,473.0,29-07 00:37:53
186299778.0,473.0,29-07 00:37:54
185433591.0,473.0,29-07 00:37:55
180411317.0,473.0,29-07 00:37:56
183550946.0,473.0,29-07 00:37:57
183731131.0,473.0,29-07 00:37:58
186151690.0,473.0,29-07 00:37:59
186875272.0,473.0,29-07 00:38:00
186609206.0,473.0,29-07 00:38:01
185991018.0,473.0,29-07 00:38:02
178673943.0,473.0,29-07 00:38:03
181696139.0,473.0,29-07 00:38:04
185117233.0,473.0,29-07 00:38:05
184814725.0,473.0,29-07 00:38:06
182684254.0,473.0,29-07 00:38:07
181144799.0,515.0,29-07 00:38:08
174871558.0,473.0,29-07 00:38:09
177801137.0,473.0,29-07 00:38:10
171076203.0,473.0,29-07 00:38:11
168277121.0,473.0,29-07 00:38:12
175286662.0,473.0,29-07 00:38:13
172358966.0,473.0,29-07 00:38:14
176710630.0,473.0,29-07 00:38:15
172804634.0,473.0,29-07 00:38:16
175301533.0,473.0,29-07 00:38:17
183993932.0,473.0,29-07 00:38:18
186422013.0,473.0,29-07 00:38:19
186534996.0,473.0,29-07 00:38:20
185730380.0,473.0,29-07 00:38:21
185754174.0,473.0,29-07 00:38:22
185784879.0,473.0,29-07 00:38:23
185225050.0,473.0,29-07 00:38:24
184954507.0,473.0,29-07 00:38:25
180072778.0,473.0,29-07 00:38:26
184379457.0,473.0,29-07 00:38:27
184080806.0,473.0,29-07 00:38:28
184573665.0,473.0,29-07 00:38:29
185704011.0,473.0,29-07 00:38:30
186125917.0,473.0,29-07 00:38:31
185025527.0,473.0,29-07 00:38:32
182680474.0,473.0,29-07 00:38:33
185915741.0,473.0,29-07 00:38:34
187663196.0,473.0,29-07 00:38:35
176647382.0,473.0,29-07 00:38:36
178685959.0,473.0,29-07 00:38:37
180389784.0,473.0,29-07 00:38:38
182934172.0,473.0,29-07 00:38:39
182699006.0,515.0,29-07 00:38:40
177842094.0,473.0,29-07 00:38:41
182941415.0,473.0,29-07 00:38:42
185785853.0,473.0,29-07 00:38:43
184653483.0,473.0,29-07 00:38:44
186010153.0,473.0,29-07 00:38:45
182359114.0,473.0,29-07 00:38:46
176860213.0,473.0,29-07 00:38:47
183439481.0,473.0,29-07 00:38:48
186375229.0,473.0,29-07 00:38:49
186967495.0,473.0,29-07 00:38:50
178237366.0,473.0,29-07 00:38:51
184603723.0,473.0,29-07 00:38:52
185634830.0,473.0,29-07 00:38:53
185263911.0,473.0,29-07 00:38:54
182659309.0,473.0,29-07 00:38:55
169714221.0,473.0,29-07 00:38:56
180660827.0,473.0,29-07 00:38:57
176795637.0,473.0,29-07 00:38:58
184120474.0,473.0,29-07 00:38:59
181586867.0,473.0,29-07 00:39:00
172450324.0,473.0,29-07 00:39:01
176341734.0,473.0,29-07 00:39:02
186993948.0,473.0,29-07 00:39:03
187359051.0,473.0,29-07 00:39:04
185252868.0,473.0,29-07 00:39:05
182638501.0,473.0,29-07 00:39:06
182436734.0,473.0,29-07 00:39:07
182451397.0,473.0,29-07 00:39:08
179346494.0,473.0,29-07 00:39:09
173639590.0,473.0,29-07 00:39:10
183304775.0,473.0,29-07 00:39:11
184173616.0,515.0,29-07 00:39:12
183301208.0,473.0,29-07 00:39:13
185390394.0,473.0,29-07 00:39:14
187177779.0,473.0,29-07 00:39:15
189266016.0,473.0,29-07 00:39:16
189117968.0,473.0,29-07 00:39:17
180586331.0,473.0,29-07 00:39:18
179299121.0,473.0,29-07 00:39:19
180272517.0,473.0,29-07 00:39:20
173644453.0,473.0,29-07 00:39:21
181158870.0,473.0,29-07 00:39:22
182088266.0,473.0,29-07 00:39:23
176781355.0,473.0,29-07 00:39:24
180616211.0,473.0,29-07 00:39:25
175795171.0,473.0,29-07 00:39:26
178713249.0,473.0,29-07 00:39:27
179098673.0,473.0,29-07 00:39:28
182265590.0,473.0,29-07 00:39:29
180067638.0,473.0,29-07 00:39:30
181809748.0,473.0,29-07 00:39:31
185545020.0,473.0,29-07 00:39:32
185295947.0,473.0,29-07 00:39:33
183452645.0,473.0,29-07 00:39:34
179607544.0,473.0,29-07 00:39:35
175922111.0,473.0,29-07 00:39:36
175831223.0,473.0,29-07 00:39:37
178713748.0,473.0,29-07 00:39:38
180899600.0,473.0,29-07 00:39:39
179719013.0,473.0,29-07 00:39:40
176106504.0,473.0,29-07 00:39:41
178613652.0,473.0,29-07 00:39:42
177517135.0,473.0,29-07 00:39:43
177660562.0,515.0,29-07 00:39:44
182493709.0,473.0,29-07 00:39:45
186915681.0,473.0,29-07 00:39:46
187367404.0,473.0,29-07 00:39:47
186883530.0,473.0,29-07 00:39:48
183065969.0,473.0,29-07 00:39:49
185961144.0,473.0,29-07 00:39:50
184360909.0,473.0,29-07 00:39:51
178315671.0,473.0,29-07 00:39:52
181036640.0,473.0,29-07 00:39:53
182667975.0,473.0,29-07 00:39:54
190316962.0,473.0,29-07 00:39:55
181067901.0,473.0,29-07 00:39:56
179485145.0,473.0,29-07 00:39:57
186304914.0,473.0,29-07 00:39:58
182944429.0,473.0,29-07 00:39:59
180791591.0,473.0,29-07 00:40:00
181121384.0,473.0,29-07 00:40:01
185747714.0,473.0,29-07 00:40:02
190531647.0,473.0,29-07 00:40:03
184959114.0,473.0,29-07 00:40:04
191037717.0,473.0,29-07 00:40:05
185771135.0,473.0,29-07 00:40:06
173290674.0,473.0,29-07 00:40:07
174447927.0,473.0,29-07 00:40:08
178557525.0,473.0,29-07 00:40:09
180207038.0,473.0,29-07 00:40:10
179248219.0,473.0,29-07 00:40:11
180568479.0,473.0,29-07 00:40:12
177185407.0,473.0,29-07 00:40:13
175552266.0,473.0,29-07 00:40:14
173236157.0,473.0,29-07 00:40:15
177042535.0,515.0,29-07 00:40:16
179563885.0,473.0,29-07 00:40:17
177311925.0,473.0,29-07 00:40:18
182852595.0,473.0,29-07 00:40:19
176813238.0,473.0,29-07 00:40:20
184949218.0,473.0,29-07 00:40:21
180883451.0,473.0,29-07 00:40:22
183471108.0,473.0,29-07 00:40:23
184767072.0,473.0,29-07 00:40:24
184613069.0,473.0,29-07 00:40:25
183960133.0,473.0,29-07 00:40:26
188565346.0,473.0,29-07 00:40:27
180637603.0,473.0,29-07 00:40:28
189815795.0,473.0,29-07 00:40:29
186795338.0,473.0,29-07 00:40:30
183513862.0,473.0,29-07 00:40:31
181633391.0,473.0,29-07 00:40:32
179154818.0,473.0,29-07 00:40:33
180486960.0,473.0,29-07 00:40:34
188470626.0,473.0,29-07 00:40:35
183027508.0,473.0,29-07 00:40:36
186340560.0,473.0,29-07 00:40:37
187206786.0,473.0,29-07 00:40:38
186696297.0,473.0,29-07 00:40:39
187404408.0,473.0,29-07 00:40:40
185062411.0,473.0,29-07 00:40:41
184323229.0,473.0,29-07 00:40:42
188297420.0,473.0,29-07 00:40:43
182417101.0,473.0,29-07 00:40:44
183999682.0,473.0,29-07 00:40:45
