"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth13 --nocolor --output ./results/upgrade/10-from-vpn-ids2.csv",,,,"Date:","29 Jul 2017 00:19:50 UTC"

"net/dc2.s1-eth13",,"system"
"recv","send","time"
0.0,0.0,29-07 00:19:50
0.0,0.0,29-07 00:19:51
0.0,0.0,29-07 00:19:52
0.0,0.0,29-07 00:19:53
0.0,0.0,29-07 00:19:54
0.0,0.0,29-07 00:19:55
0.0,0.0,29-07 00:19:56
0.0,0.0,29-07 00:19:57
0.0,0.0,29-07 00:19:58
0.0,0.0,29-07 00:19:59
0.0,0.0,29-07 00:20:00
0.0,0.0,29-07 00:20:01
0.0,0.0,29-07 00:20:02
0.0,0.0,29-07 00:20:03
0.0,0.0,29-07 00:20:04
0.0,0.0,29-07 00:20:05
0.0,0.0,29-07 00:20:06
0.0,0.0,29-07 00:20:07
0.0,0.0,29-07 00:20:08
0.0,0.0,29-07 00:20:09
0.0,0.0,29-07 00:20:10
0.0,0.0,29-07 00:20:11
0.0,0.0,29-07 00:20:12
0.0,0.0,29-07 00:20:13
0.0,0.0,29-07 00:20:14
0.0,0.0,29-07 00:20:15
0.0,0.0,29-07 00:20:16
0.0,0.0,29-07 00:20:17
0.0,0.0,29-07 00:20:18
0.0,0.0,29-07 00:20:19
0.0,0.0,29-07 00:20:20
0.0,0.0,29-07 00:20:21
0.0,0.0,29-07 00:20:22
0.0,0.0,29-07 00:20:23
0.0,0.0,29-07 00:20:24
0.0,0.0,29-07 00:20:25
0.0,0.0,29-07 00:20:26
0.0,0.0,29-07 00:20:27
0.0,0.0,29-07 00:20:28
0.0,0.0,29-07 00:20:29
0.0,0.0,29-07 00:20:30
0.0,0.0,29-07 00:20:31
0.0,0.0,29-07 00:20:32
0.0,0.0,29-07 00:20:33
0.0,0.0,29-07 00:20:34
0.0,0.0,29-07 00:20:35
0.0,0.0,29-07 00:20:36
0.0,0.0,29-07 00:20:37
0.0,0.0,29-07 00:20:38
0.0,0.0,29-07 00:20:39
0.0,0.0,29-07 00:20:40
0.0,0.0,29-07 00:20:41
0.0,0.0,29-07 00:20:42
0.0,0.0,29-07 00:20:43
0.0,0.0,29-07 00:20:44
0.0,0.0,29-07 00:20:45
0.0,0.0,29-07 00:20:46
0.0,0.0,29-07 00:20:47
0.0,0.0,29-07 00:20:48
0.0,0.0,29-07 00:20:49
0.0,0.0,29-07 00:20:50
0.0,0.0,29-07 00:20:51
0.0,0.0,29-07 00:20:52
0.0,0.0,29-07 00:20:53
0.0,0.0,29-07 00:20:54
0.0,0.0,29-07 00:20:55
0.0,0.0,29-07 00:20:56
0.0,0.0,29-07 00:20:57
0.0,0.0,29-07 00:20:58
0.0,0.0,29-07 00:20:59
0.0,0.0,29-07 00:21:00
0.0,0.0,29-07 00:21:01
0.0,0.0,29-07 00:21:02
0.0,0.0,29-07 00:21:03
0.0,0.0,29-07 00:21:04
0.0,0.0,29-07 00:21:05
0.0,0.0,29-07 00:21:06
