"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain13-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","29 Jul 2017 05:19:19 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,29-07 05:19:19
0,0,29-07 05:19:20
0,0,29-07 05:19:21
0,0,29-07 05:19:22
0,0,29-07 05:19:23
0,0,29-07 05:19:24
0,0,29-07 05:19:25
0,0,29-07 05:19:26
0,0,29-07 05:19:27
0,0,29-07 05:19:28
95,95,29-07 05:19:29
0,0,29-07 05:19:30
1227779,247,29-07 05:19:31
3891862,0,29-07 05:19:32
4016550,0,29-07 05:19:33
3637140,42,29-07 05:19:34
2066599,1020,29-07 05:19:35
2827995,247,29-07 05:19:36
3530560,0,29-07 05:19:37
4480594,0,29-07 05:19:38
2800314,1020,29-07 05:19:39
2241849,247,29-07 05:19:40
3784423,0,29-07 05:19:41
4006359,0,29-07 05:19:42
3541018,0,29-07 05:19:43
2277898,1267,29-07 05:19:44
3642515,0,29-07 05:19:45
4160613,0,29-07 05:19:46
4095572,0,29-07 05:19:47
2175360,1012,29-07 05:19:48
3385883,42,29-07 05:19:49
3688166,0,29-07 05:19:50
3614679,0,29-07 05:19:51
2324229,1020,29-07 05:19:52
2841670,0,29-07 05:19:53
4119155,42,29-07 05:19:54
4229892,0,29-07 05:19:55
3109461,1020,29-07 05:19:56
2910388,0,29-07 05:19:57
4096834,0,29-07 05:19:58
4100189,0,29-07 05:19:59
2878596,1020,29-07 05:20:00
3168680,0,29-07 05:20:01
4032026,0,29-07 05:20:02
4146342,0,29-07 05:20:03
2869379,1020,29-07 05:20:04
2659220,247,29-07 05:20:05
4532199,0,29-07 05:20:06
4238240,0,29-07 05:20:07
3174170,765,29-07 05:20:08
2763236,0,29-07 05:20:09
4342403,0,29-07 05:20:10
4222021,0,29-07 05:20:11
2969908,1020,29-07 05:20:12
2244071,0,29-07 05:20:13
4183097,0,29-07 05:20:14
4005322,42,29-07 05:20:15
3510945,1020,29-07 05:20:16
2529532,247,29-07 05:20:17
3781906,0,29-07 05:20:18
3595248,0,29-07 05:20:19
3825980,0,29-07 05:20:20
2068329,1012,29-07 05:20:21
3022445,0,29-07 05:20:22
3972980,0,29-07 05:20:23
3703981,0,29-07 05:20:24
2577445,1020,29-07 05:20:25
2516501,0,29-07 05:20:26
3621887,0,29-07 05:20:27
3696930,0,29-07 05:20:28
3412931,0,29-07 05:20:29
2327082,1267,29-07 05:20:30
3892840,0,29-07 05:20:31
4428375,0,29-07 05:20:32
3807558,0,29-07 05:20:33
2500395,1012,29-07 05:20:34
4012861,42,29-07 05:20:35
4184996,0,29-07 05:20:36
3809749,0,29-07 05:20:37
2732065,1012,29-07 05:20:38
4443771,0,29-07 05:20:39
4510510,0,29-07 05:20:40
