"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain59-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 19:01:40 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 19:01:40
70,0,11-12 19:01:41
0,0,11-12 19:01:42
0,0,11-12 19:01:43
1070679,25693,11-12 19:01:44
1352894,32628,11-12 19:01:45
1352960,34650,11-12 19:01:46
1353086,27078,11-12 19:01:47
1351640,27426,11-12 19:01:48
1352036,28062,11-12 19:01:49
1352828,26412,11-12 19:01:50
1352960,28446,11-12 19:01:51
1352828,32814,11-12 19:01:52
1352300,28656,11-12 19:01:53
1352960,33462,11-12 19:01:54
1352263,31457,11-12 19:01:55
1352894,34914,11-12 19:01:56
1352960,30624,11-12 19:01:57
1352238,37248,11-12 19:01:58
1352960,39732,11-12 19:01:59
1352828,33540,11-12 19:02:00
1348868,18744,11-12 19:02:01
1350914,26598,11-12 19:02:02
1352300,38676,11-12 19:02:03
1352894,38544,11-12 19:02:04
1352461,31679,11-12 19:02:05
1352234,32010,11-12 19:02:06
1352366,34014,11-12 19:02:07
1352408,33912,11-12 19:02:08
1352960,39690,11-12 19:02:09
1352960,39402,11-12 19:02:10
1352960,38478,11-12 19:02:11
1352894,39084,11-12 19:02:12
1352960,40602,11-12 19:02:13
1352960,36696,11-12 19:02:14
1353055,31457,11-12 19:02:15
1352894,33396,11-12 19:02:16
1352960,37020,11-12 19:02:17
1352300,33396,11-12 19:02:18
1352960,34056,11-12 19:02:19
1353030,34782,11-12 19:02:20
1352036,28932,11-12 19:02:21
1352366,33660,11-12 19:02:22
1352960,33672,11-12 19:02:23
1353281,33407,11-12 19:02:24
1353400,30330,11-12 19:02:25
1352960,31494,11-12 19:02:26
1351640,27138,11-12 19:02:27
1353528,26934,11-12 19:02:28
1353780,35118,11-12 19:02:29
1353912,33114,11-12 19:02:30
1348142,12738,11-12 19:02:31
1352366,28842,11-12 19:02:32
1352936,33750,11-12 19:02:33
1352857,31325,11-12 19:02:34
1352894,34464,11-12 19:02:35
1352960,36906,11-12 19:02:36
1352432,33660,11-12 19:02:37
1352498,30396,11-12 19:02:38
1351574,29898,11-12 19:02:39
1352894,34650,11-12 19:02:40
1352894,30954,11-12 19:02:41
1352960,33924,11-12 19:02:42
1352894,32472,11-12 19:02:43
1353793,31967,11-12 19:02:44
1352960,34980,11-12 19:02:45
1352960,34002,11-12 19:02:46
1352436,31086,11-12 19:02:47
1350980,23520,11-12 19:02:48
1352828,31020,11-12 19:02:49
1352960,32406,11-12 19:02:50
1352564,27468,11-12 19:02:51
1352828,33606,11-12 19:02:52
1352960,29526,11-12 19:02:53
1352870,31548,11-12 19:02:54
1353055,32711,11-12 19:02:55
1352102,27402,11-12 19:02:56
1351178,26610,11-12 19:02:57
1352234,30294,11-12 19:02:58
1351838,26268,11-12 19:02:59
1352960,31878,11-12 19:03:00
1352696,29976,11-12 19:03:01
1352366,31266,11-12 19:03:02
1352498,33420,11-12 19:03:03
1352304,25488,11-12 19:03:04
1351801,23867,11-12 19:03:05
1352366,33000,11-12 19:03:06
1352234,27456,11-12 19:03:07
1352960,33528,11-12 19:03:08
1352960,35820,11-12 19:03:09
1352960,36960,11-12 19:03:10
1394858,31806,11-12 19:03:11
1350980,26610,11-12 19:03:12
1352300,30240,11-12 19:03:13
1352300,29832,11-12 19:03:14
1352371,28355,11-12 19:03:15
1352234,30954,11-12 19:03:16
1351640,28392,11-12 19:03:17
1352894,33936,11-12 19:03:18
1350386,24354,11-12 19:03:19
1349132,18834,11-12 19:03:20
1352300,31188,11-12 19:03:21
1352856,26250,11-12 19:03:22
1352366,31956,11-12 19:03:23
1352234,31746,11-12 19:03:24
1353055,35483,11-12 19:03:25
1352898,32484,11-12 19:03:26
1352960,33738,11-12 19:03:27
1348802,17490,11-12 19:03:28
1352366,30372,11-12 19:03:29
1352366,30504,11-12 19:03:30
1352498,30426,11-12 19:03:31
1352036,29790,11-12 19:03:32
1353846,31452,11-12 19:03:33
1351310,26346,11-12 19:03:34
1353055,32249,11-12 19:03:35
1351682,27510,11-12 19:03:36
1352630,27732,11-12 19:03:37
1352894,34464,11-12 19:03:38
1352960,32154,11-12 19:03:39
1352960,35058,11-12 19:03:40
1352300,30252,11-12 19:03:41
1351376,26466,11-12 19:03:42
1351772,28908,11-12 19:03:43
1351999,25241,11-12 19:03:44
1350452,24576,11-12 19:03:45
1352234,30648,11-12 19:03:46
1352960,35292,11-12 19:03:47
1352234,29130,11-12 19:03:48
1353120,27966,11-12 19:03:49
1352894,31296,11-12 19:03:50
1352300,31440,11-12 19:03:51
1352964,31836,11-12 19:03:52
1352234,31020,11-12 19:03:53
1352395,30467,11-12 19:03:54
1352960,33144,11-12 19:03:55
1354070,34200,11-12 19:03:56
1352960,34782,11-12 19:03:57
1352828,32484,11-12 19:03:58
1351178,26016,11-12 19:03:59
1352894,34452,11-12 19:04:00
1352960,33936,11-12 19:04:01
1352366,29394,11-12 19:04:02
1352762,34716,11-12 19:04:03
1352923,32867,11-12 19:04:04
1352762,32010,11-12 19:04:05
1352630,32760,11-12 19:04:06
1352960,32604,11-12 19:04:07
1352960,34980,11-12 19:04:08
1352960,33738,11-12 19:04:09
1351970,29448,11-12 19:04:10
1352960,33114,11-12 19:04:11
1381118,26502,11-12 19:04:12
1352432,31548,11-12 19:04:13
1351735,29795,11-12 19:04:14
1352036,31296,11-12 19:04:15
1350914,25950,11-12 19:04:16
1353002,36276,11-12 19:04:17
1352960,34212,11-12 19:04:18
1352366,33792,11-12 19:04:19
1352828,31704,11-12 19:04:20
1352234,29964,11-12 19:04:21
1350320,23910,11-12 19:04:22
1352960,33222,11-12 19:04:23
1351801,28883,11-12 19:04:24
1352960,32868,11-12 19:04:25
1352436,32946,11-12 19:04:26
1352498,32142,11-12 19:04:27
1352168,26598,11-12 19:04:28
1352960,29700,11-12 19:04:29
1352894,32274,11-12 19:04:30
1352828,30858,11-12 19:04:31
1352960,33564,11-12 19:04:32
1352960,33528,11-12 19:04:33
1353055,31841,11-12 19:04:34
1352828,33552,11-12 19:04:35
1352366,32022,11-12 19:04:36
1350320,22926,11-12 19:04:37
1353002,34824,11-12 19:04:38
1352300,30858,11-12 19:04:39
1352828,31614,11-12 19:04:40
1352828,30648,11-12 19:04:41
1352960,33276,11-12 19:04:42
1352960,34914,11-12 19:04:43
1352989,33251,11-12 19:04:44
1352366,30162,11-12 19:04:45
1352960,31890,11-12 19:04:46
1352696,29976,11-12 19:04:47
1352432,31572,11-12 19:04:48
1352564,30450,11-12 19:04:49
1352960,34914,11-12 19:04:50
1352762,31284,11-12 19:04:51
1352960,33948,11-12 19:04:52
1352894,32208,11-12 19:04:53
1350980,23178,11-12 19:04:54
1351735,29069,11-12 19:04:55
