"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain58-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 19:01:03 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 19:01:03
0,0,11-12 19:01:04
0,0,11-12 19:01:05
136317,4933,11-12 19:01:06
1348110,19968,11-12 19:01:07
1352960,38610,11-12 19:01:08
1353030,31914,11-12 19:01:09
1352960,33078,11-12 19:01:10
1352960,31692,11-12 19:01:11
1352762,33330,11-12 19:01:12
1352960,34872,11-12 19:01:13
1353846,33984,11-12 19:01:14
1352828,35136,11-12 19:01:15
1353055,33173,11-12 19:01:16
1352960,33870,11-12 19:01:17
1352960,32802,11-12 19:01:18
1352762,31032,11-12 19:01:19
1352960,34122,11-12 19:01:20
1352960,32694,11-12 19:01:21
1352960,33540,11-12 19:01:22
1352894,32736,11-12 19:01:23
1352894,34332,11-12 19:01:24
1352960,33210,11-12 19:01:25
1353055,36065,11-12 19:01:26
1352960,33606,11-12 19:01:27
1352894,32256,11-12 19:01:28
1352960,34122,11-12 19:01:29
1352960,35442,11-12 19:01:30
1352828,32538,11-12 19:01:31
1352960,32550,11-12 19:01:32
1352960,35004,11-12 19:01:33
1352828,32076,11-12 19:01:34
1352960,33408,11-12 19:01:35
1353055,34019,11-12 19:01:36
1352960,34452,11-12 19:01:37
1352894,32604,11-12 19:01:38
1352960,33684,11-12 19:01:39
1352762,29172,11-12 19:01:40
1352960,32868,11-12 19:01:41
1353100,35058,11-12 19:01:42
1352630,33078,11-12 19:01:43
1353002,35166,11-12 19:01:44
1352960,35124,11-12 19:01:45
1353055,34151,11-12 19:01:46
1352960,32286,11-12 19:01:47
1352960,35178,11-12 19:01:48
1352960,35244,11-12 19:01:49
1352960,35586,11-12 19:01:50
1352960,35598,11-12 19:01:51
1352960,33000,11-12 19:01:52
1352960,30372,11-12 19:01:53
1352960,31362,11-12 19:01:54
1352960,33132,11-12 19:01:55
1352923,32963,11-12 19:01:56
1352960,35652,11-12 19:01:57
1353030,32406,11-12 19:01:58
1352960,34980,11-12 19:01:59
1352960,35586,11-12 19:02:00
1352960,33858,11-12 19:02:01
1352960,33222,11-12 19:02:02
1352960,31560,11-12 19:02:03
1352894,30426,11-12 19:02:04
1352894,36048,11-12 19:02:05
1353055,34889,11-12 19:02:06
1352828,31086,11-12 19:02:07
1352960,33792,11-12 19:02:08
1352960,34452,11-12 19:02:09
1352960,32814,11-12 19:02:10
1352960,33924,11-12 19:02:11
1352960,34914,11-12 19:02:12
1352960,29832,11-12 19:02:13
1352960,34596,11-12 19:02:14
1352960,33870,11-12 19:02:15
1353055,33251,11-12 19:02:16
1352894,33858,11-12 19:02:17
1352894,32418,11-12 19:02:18
1352960,34452,11-12 19:02:19
1352960,32298,11-12 19:02:20
1352762,33774,11-12 19:02:21
1352960,32934,11-12 19:02:22
1352894,34806,11-12 19:02:23
1353002,33726,11-12 19:02:24
1352960,32178,11-12 19:02:25
1352923,32657,11-12 19:02:26
1352960,33144,11-12 19:02:27
1352828,34938,11-12 19:02:28
1352894,34674,11-12 19:02:29
1352960,35256,11-12 19:02:30
1352960,33330,11-12 19:02:31
1352894,34320,11-12 19:02:32
1352960,33000,11-12 19:02:33
1352960,33816,11-12 19:02:34
1352960,35532,11-12 19:02:35
1353055,31973,11-12 19:02:36
1352960,34686,11-12 19:02:37
1352960,35322,11-12 19:02:38
1352894,31164,11-12 19:02:39
1352960,33000,11-12 19:02:40
1352960,31218,11-12 19:02:41
1352960,33012,11-12 19:02:42
1352960,34650,11-12 19:02:43
1352960,32352,11-12 19:02:44
