"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain3-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","09 Dec 2017 21:13:37 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,09-12 21:13:37
0,0,09-12 21:13:38
140,0,09-12 21:13:39
0,0,09-12 21:13:40
280,0,09-12 21:13:41
95,95,09-12 21:13:42
280,0,09-12 21:13:43
0,0,09-12 21:13:44
70,0,09-12 21:13:45
415294,0,09-12 21:13:46
1163278,0,09-12 21:13:47
1455729,0,09-12 21:13:48
1425424,0,09-12 21:13:49
1405827,0,09-12 21:13:50
1404437,95,09-12 21:13:51
1409629,0,09-12 21:13:52
1405111,0,09-12 21:13:53
1415434,0,09-12 21:13:54
1412045,0,09-12 21:13:55
1412829,0,09-12 21:13:56
1407394,0,09-12 21:13:57
1409535,0,09-12 21:13:58
1405982,0,09-12 21:13:59
1403988,0,09-12 21:14:00
1407066,95,09-12 21:14:01
1406979,0,09-12 21:14:02
1402139,42,09-12 21:14:03
1350920,1434,09-12 21:14:04
1385786,0,09-12 21:14:05
949322,255,09-12 21:14:06
1402658,0,09-12 21:14:07
1389834,0,09-12 21:14:08
1397085,0,09-12 21:14:09
1416413,42,09-12 21:14:10
1420510,0,09-12 21:14:11
1406787,749,09-12 21:14:12
1370406,0,09-12 21:14:13
1382657,1020,09-12 21:14:14
1402379,255,09-12 21:14:15
1428707,255,09-12 21:14:16
1413224,255,09-12 21:14:17
1396889,255,09-12 21:14:18
1382059,0,09-12 21:14:19
1368831,510,09-12 21:14:20
1348806,255,09-12 21:14:21
1385110,0,09-12 21:14:22
1384496,0,09-12 21:14:23
1384606,0,09-12 21:14:24
1383725,0,09-12 21:14:25
1353278,1530,09-12 21:14:26
1266249,255,09-12 21:14:27
1232941,0,09-12 21:14:28
1385620,0,09-12 21:14:29
1402024,0,09-12 21:14:30
1394408,0,09-12 21:14:31
1306702,0,09-12 21:14:32
1407097,0,09-12 21:14:33
1409507,0,09-12 21:14:34
1395177,0,09-12 21:14:35
1406440,0,09-12 21:14:36
1404097,95,09-12 21:14:37
1406791,0,09-12 21:14:38
1407324,0,09-12 21:14:39
1403386,0,09-12 21:14:40
1406614,0,09-12 21:14:41
1415605,42,09-12 21:14:42
1409467,0,09-12 21:14:43
1407671,0,09-12 21:14:44
1410332,0,09-12 21:14:45
1409088,0,09-12 21:14:46
1401348,95,09-12 21:14:47
1400446,0,09-12 21:14:48
1402879,0,09-12 21:14:49
1403283,0,09-12 21:14:50
1398389,0,09-12 21:14:51
1346962,1476,09-12 21:14:52
1386430,0,09-12 21:14:53
958854,255,09-12 21:14:54
1404858,0,09-12 21:14:55
1401336,0,09-12 21:14:56
1404195,0,09-12 21:14:57
1426231,0,09-12 21:14:58
1422564,0,09-12 21:14:59
1402389,749,09-12 21:15:00
1371943,1020,09-12 21:15:01
1392818,255,09-12 21:15:02
1392180,0,09-12 21:15:03
1415434,255,09-12 21:15:04
1379204,255,09-12 21:15:05
1393818,255,09-12 21:15:06
1351119,0,09-12 21:15:07
1382045,765,09-12 21:15:08
1357809,0,09-12 21:15:09
1381634,0,09-12 21:15:10
1383048,0,09-12 21:15:11
1382914,0,09-12 21:15:12
1377101,0,09-12 21:15:13
1351221,1530,09-12 21:15:14
1252010,255,09-12 21:15:15
1260336,0,09-12 21:15:16
1398425,0,09-12 21:15:17
1402307,0,09-12 21:15:18
1401747,0,09-12 21:15:19
1288115,0,09-12 21:15:20
1408306,42,09-12 21:15:21
1405780,0,09-12 21:15:22
1402961,0,09-12 21:15:23
1407912,0,09-12 21:15:24
1405719,95,09-12 21:15:25
1403666,0,09-12 21:15:26
1405118,0,09-12 21:15:27
1400558,0,09-12 21:15:28
1406081,0,09-12 21:15:29
1416531,42,09-12 21:15:30
1419397,0,09-12 21:15:31
1399174,0,09-12 21:15:32
1420562,0,09-12 21:15:33
1413188,0,09-12 21:15:34
1400144,95,09-12 21:15:35
1399416,0,09-12 21:15:36
1408567,0,09-12 21:15:37
1415031,0,09-12 21:15:38
1445324,0,09-12 21:15:39
1342721,1434,09-12 21:15:40
1382760,0,09-12 21:15:41
960319,255,09-12 21:15:42
1405146,0,09-12 21:15:43
1402593,0,09-12 21:15:44
1408945,0,09-12 21:15:45
1421368,0,09-12 21:15:46
1419448,0,09-12 21:15:47
1395173,749,09-12 21:15:48
1372705,1020,09-12 21:15:49
1380217,255,09-12 21:15:50
1324508,0,09-12 21:15:51
1369260,255,09-12 21:15:52
1377556,255,09-12 21:15:53
1387318,255,09-12 21:15:54
1351472,510,09-12 21:15:55
1329824,255,09-12 21:15:56
1399045,0,09-12 21:15:57
1384803,0,09-12 21:15:58
1384740,0,09-12 21:15:59
1381097,42,09-12 21:16:00
1385535,0,09-12 21:16:01
1348401,1530,09-12 21:16:02
1251097,255,09-12 21:16:03
1136086,0,09-12 21:16:04
1399249,0,09-12 21:16:05
1404234,0,09-12 21:16:06
1437854,0,09-12 21:16:07
1336772,42,09-12 21:16:08
1415451,0,09-12 21:16:09
1410289,0,09-12 21:16:10
1409248,0,09-12 21:16:11
1406610,95,09-12 21:16:12
1408725,0,09-12 21:16:13
1408294,0,09-12 21:16:14
1407776,0,09-12 21:16:15
1408232,0,09-12 21:16:16
1410396,0,09-12 21:16:17
