"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain29-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 05:29:15 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 05:29:15
0,0,08-12 05:29:16
0,0,08-12 05:29:17
0,0,08-12 05:29:18
0,0,08-12 05:29:19
95,95,08-12 05:29:20
0,0,08-12 05:29:21
0,0,08-12 05:29:22
0,0,08-12 05:29:23
280,0,08-12 05:29:24
84,84,08-12 05:29:25
979411,0,08-12 05:29:26
1400543,0,08-12 05:29:27
1405821,0,08-12 05:29:28
1400258,0,08-12 05:29:29
1388279,95,08-12 05:29:30
1375574,0,08-12 05:29:31
1400364,0,08-12 05:29:32
1388343,0,08-12 05:29:33
1390738,0,08-12 05:29:34
1399036,0,08-12 05:29:35
1399069,0,08-12 05:29:36
1387166,0,08-12 05:29:37
1396611,0,08-12 05:29:38
1376114,0,08-12 05:29:39
1382880,95,08-12 05:29:40
1413357,0,08-12 05:29:41
1352844,0,08-12 05:29:42
1389447,0,08-12 05:29:43
1327000,494,08-12 05:29:44
1364211,247,08-12 05:29:45
962899,510,08-12 05:29:46
1390134,0,08-12 05:29:47
1389237,0,08-12 05:29:48
1386333,42,08-12 05:29:49
1406289,0,08-12 05:29:50
1396126,0,08-12 05:29:51
1357921,749,08-12 05:29:52
1350732,0,08-12 05:29:53
1402131,510,08-12 05:29:54
1373815,255,08-12 05:29:55
1403933,807,08-12 05:29:56
1375308,0,08-12 05:29:57
1385895,510,08-12 05:29:58
1364931,510,08-12 05:29:59
1333391,247,08-12 05:30:00
1393300,0,08-12 05:30:01
1365331,0,08-12 05:30:02
1366418,0,08-12 05:30:03
1364255,0,08-12 05:30:04
1391544,765,08-12 05:30:05
1298483,765,08-12 05:30:06
1223406,255,08-12 05:30:07
1090639,0,08-12 05:30:08
1391248,0,08-12 05:30:09
1400203,0,08-12 05:30:10
1396250,0,08-12 05:30:11
1272325,0,08-12 05:30:12
1404259,0,08-12 05:30:13
1410289,0,08-12 05:30:14
1389628,0,08-12 05:30:15
1400992,95,08-12 05:30:16
1400615,0,08-12 05:30:17
1401687,0,08-12 05:30:18
1408728,0,08-12 05:30:19
1382399,0,08-12 05:30:20
1409605,42,08-12 05:30:21
1407357,0,08-12 05:30:22
1414554,0,08-12 05:30:23
1397983,0,08-12 05:30:24
1388295,42,08-12 05:30:25
1402272,95,08-12 05:30:26
1379525,0,08-12 05:30:27
1388756,0,08-12 05:30:28
1406371,0,08-12 05:30:29
1393514,0,08-12 05:30:30
1401333,0,08-12 05:30:31
1338489,239,08-12 05:30:32
1361794,247,08-12 05:30:33
964506,510,08-12 05:30:34
1368282,0,08-12 05:30:35
1382355,0,08-12 05:30:36
1383711,0,08-12 05:30:37
1402151,0,08-12 05:30:38
1406081,0,08-12 05:30:39
1379335,0,08-12 05:30:40
1346228,510,08-12 05:30:41
1350840,0,08-12 05:30:42
1376128,1020,08-12 05:30:43
1406971,510,08-12 05:30:44
1367758,255,08-12 05:30:45
1394514,255,08-12 05:30:46
1379012,42,08-12 05:30:47
1364599,510,08-12 05:30:48
1343746,255,08-12 05:30:49
1382983,0,08-12 05:30:50
1373613,0,08-12 05:30:51
1381768,0,08-12 05:30:52
1379054,42,08-12 05:30:53
1351775,1530,08-12 05:30:54
1265759,255,08-12 05:30:55
1127463,0,08-12 05:30:56
1399036,0,08-12 05:30:57
1392967,0,08-12 05:30:58
1391790,0,08-12 05:30:59
1302343,0,08-12 05:31:00
1404833,0,08-12 05:31:01
1412053,0,08-12 05:31:02
1403168,0,08-12 05:31:03
1406440,0,08-12 05:31:04
1410228,95,08-12 05:31:05
1410392,0,08-12 05:31:06
1400717,0,08-12 05:31:07
1395395,0,08-12 05:31:08
1395141,0,08-12 05:31:09
1414697,42,08-12 05:31:10
1399069,0,08-12 05:31:11
1374520,0,08-12 05:31:12
1392022,0,08-12 05:31:13
1400747,0,08-12 05:31:14
1400148,95,08-12 05:31:15
1395635,42,08-12 05:31:16
1400922,0,08-12 05:31:17
1389423,0,08-12 05:31:18
1383276,0,08-12 05:31:19
1320647,1434,08-12 05:31:20
1372335,0,08-12 05:31:21
945836,255,08-12 05:31:22
1394468,0,08-12 05:31:23
1396386,0,08-12 05:31:24
1371957,0,08-12 05:31:25
1409446,0,08-12 05:31:26
1413799,0,08-12 05:31:27
1400808,0,08-12 05:31:28
1356263,0,08-12 05:31:29
1300494,0,08-12 05:31:30
1366006,1020,08-12 05:31:31
1404976,765,08-12 05:31:32
1375427,0,08-12 05:31:33
1396114,255,08-12 05:31:34
1382918,0,08-12 05:31:35
1364542,42,08-12 05:31:36
1322822,494,08-12 05:31:37
1363742,42,08-12 05:31:38
1382032,0,08-12 05:31:39
1375875,0,08-12 05:31:40
1382749,0,08-12 05:31:41
1357929,1530,08-12 05:31:42
1276442,255,08-12 05:31:43
987650,255,08-12 05:31:44
1395288,0,08-12 05:31:45
1371614,0,08-12 05:31:46
1395489,0,08-12 05:31:47
1298392,0,08-12 05:31:48
1396754,0,08-12 05:31:49
1393843,0,08-12 05:31:50
1408882,0,08-12 05:31:51
1404933,0,08-12 05:31:52
1394841,0,08-12 05:31:53
1396997,95,08-12 05:31:54
1383651,0,08-12 05:31:55
1380559,0,08-12 05:31:56
1374293,0,08-12 05:31:57
1403079,0,08-12 05:31:58
1415634,42,08-12 05:31:59
1400436,0,08-12 05:32:00
1389216,42,08-12 05:32:01
1400051,0,08-12 05:32:02
1399095,0,08-12 05:32:03
