"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain35-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:41:46 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:41:46
0,0,19-07 19:41:47
0,0,19-07 19:41:48
0,0,19-07 19:41:49
0,0,19-07 19:41:50
0,0,19-07 19:41:51
0,0,19-07 19:41:52
0,0,19-07 19:41:53
0,0,19-07 19:41:54
0,0,19-07 19:41:55
0,0,19-07 19:41:56
1399434,0,19-07 19:41:57
5960094,0,19-07 19:41:58
5370597,0,19-07 19:41:59
4780193,0,19-07 19:42:00
3982961,0,19-07 19:42:01
2645124,1424,19-07 19:42:02
2789731,712,19-07 19:42:03
4269234,0,19-07 19:42:04
3176898,0,19-07 19:42:05
3675961,0,19-07 19:42:06
5158304,712,19-07 19:42:07
706367,1424,19-07 19:42:08
1118061,0,19-07 19:42:09
3521213,0,19-07 19:42:10
4086728,0,19-07 19:42:11
5331182,0,19-07 19:42:12
4553848,0,19-07 19:42:13
5169699,0,19-07 19:42:14
4134097,0,19-07 19:42:15
3854680,356,19-07 19:42:16
3830905,0,19-07 19:42:17
4554135,1068,19-07 19:42:18
5992543,1068,19-07 19:42:19
1639955,712,19-07 19:42:20
1027080,356,19-07 19:42:21
4214205,0,19-07 19:42:22
4691970,0,19-07 19:42:23
5170290,0,19-07 19:42:24
5172874,0,19-07 19:42:25
3684751,0,19-07 19:42:26
2410436,712,19-07 19:42:27
4742932,0,19-07 19:42:28
3864559,356,19-07 19:42:29
4685572,356,19-07 19:42:30
4437378,712,19-07 19:42:31
578701,1424,19-07 19:42:32
1161933,356,19-07 19:42:33
4080932,0,19-07 19:42:34
4422022,0,19-07 19:42:35
3532984,0,19-07 19:42:36
4785099,0,19-07 19:42:37
0,0,19-07 19:42:38
1862698,0,19-07 19:42:39
4430851,0,19-07 19:42:40
4496827,1424,19-07 19:42:41
3973390,0,19-07 19:42:42
4057456,0,19-07 19:42:43
2095853,1424,19-07 19:42:44
830728,712,19-07 19:42:45
2305946,356,19-07 19:42:46
4304370,0,19-07 19:42:47
4222784,0,19-07 19:42:48
3653390,0,19-07 19:42:49
5527577,0,19-07 19:42:50
3182451,356,19-07 19:42:51
3766107,1068,19-07 19:42:52
3974623,0,19-07 19:42:53
4333695,1068,19-07 19:42:54
4785515,356,19-07 19:42:55
4503872,712,19-07 19:42:56
1007054,356,19-07 19:42:57
2409858,0,19-07 19:42:58
5226928,0,19-07 19:42:59
5978426,0,19-07 19:43:00
4706667,0,19-07 19:43:01
4218725,0,19-07 19:43:02
3856379,0,19-07 19:43:03
2591903,1424,19-07 19:43:04
4298582,0,19-07 19:43:05
4035972,356,19-07 19:43:06
4199003,356,19-07 19:43:07
4503686,1068,19-07 19:43:08
2837300,712,19-07 19:43:09
899550,356,19-07 19:43:10
3777628,0,19-07 19:43:11
4730218,0,19-07 19:43:12
4382696,0,19-07 19:43:13
3545161,0,19-07 19:43:14
4196230,0,19-07 19:43:15
3166984,0,19-07 19:43:16
4041131,0,19-07 19:43:17
5448625,0,19-07 19:43:18
5366401,1068,19-07 19:43:19
3820542,0,19-07 19:43:20
3357936,356,19-07 19:43:21
525959,1780,19-07 19:43:22
749745,0,19-07 19:43:23
3383357,0,19-07 19:43:24
3813775,0,19-07 19:43:25
3947830,0,19-07 19:43:26
5238303,0,19-07 19:43:27
3149227,0,19-07 19:43:28
3955905,0,19-07 19:43:29
4460248,1780,19-07 19:43:30
5978866,0,19-07 19:43:31
4580105,1068,19-07 19:43:32
3319094,0,19-07 19:43:33
5201851,0,19-07 19:43:34
1285987,1068,19-07 19:43:35
965670,356,19-07 19:43:36
3340140,0,19-07 19:43:37
4142772,0,19-07 19:43:38
4081028,0,19-07 19:43:39
4236834,0,19-07 19:43:40
3648773,0,19-07 19:43:41
3284060,712,19-07 19:43:42
4577456,0,19-07 19:43:43
5443496,0,19-07 19:43:44
5059027,356,19-07 19:43:45
3518649,712,19-07 19:43:46
3719946,356,19-07 19:43:47
515549,712,19-07 19:43:48
752376,1068,19-07 19:43:49
3852910,0,19-07 19:43:50
4597734,0,19-07 19:43:51
5670720,0,19-07 19:43:52
4624377,0,19-07 19:43:53
4614959,0,19-07 19:43:54
4809910,0,19-07 19:43:55
5437971,0,19-07 19:43:56
5860636,712,19-07 19:43:57
5175747,0,19-07 19:43:58
1652588,2136,19-07 19:43:59
869176,356,19-07 19:44:00
4909363,0,19-07 19:44:01
5328590,0,19-07 19:44:02
5403915,0,19-07 19:44:03
7075022,0,19-07 19:44:04
5824620,0,19-07 19:44:05
5722779,0,19-07 19:44:06
6811678,356,19-07 19:44:07
7468217,356,19-07 19:44:08
5429036,2136,19-07 19:44:09
3757775,0,19-07 19:44:10
7562808,0,19-07 19:44:11
8764810,0,19-07 19:44:12
