"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain7-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:41:45 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:41:45
0,0,19-07 19:41:46
0,0,19-07 19:41:47
0,0,19-07 19:41:48
0,0,19-07 19:41:49
0,0,19-07 19:41:50
0,0,19-07 19:41:51
0,0,19-07 19:41:52
0,0,19-07 19:41:53
0,0,19-07 19:41:54
0,0,19-07 19:41:55
0,0,19-07 19:41:56
0,0,19-07 19:41:57
1232413,0,19-07 19:41:58
2966055,0,19-07 19:41:59
2333780,0,19-07 19:42:00
2316538,0,19-07 19:42:01
2470724,0,19-07 19:42:02
2610108,0,19-07 19:42:03
2165278,0,19-07 19:42:04
2650117,0,19-07 19:42:05
3209155,0,19-07 19:42:06
3386203,0,19-07 19:42:07
1142397,0,19-07 19:42:08
2310658,0,19-07 19:42:09
4524022,0,19-07 19:42:10
2793713,0,19-07 19:42:11
2407733,712,19-07 19:42:12
2865680,356,19-07 19:42:13
2645118,1424,19-07 19:42:14
2765479,0,19-07 19:42:15
2711406,0,19-07 19:42:16
1319948,712,19-07 19:42:17
462183,712,19-07 19:42:18
627980,356,19-07 19:42:19
660069,356,19-07 19:42:20
3833133,0,19-07 19:42:21
1739103,0,19-07 19:42:22
2403428,0,19-07 19:42:23
3114566,0,19-07 19:42:24
2940816,0,19-07 19:42:25
2057004,0,19-07 19:42:26
1885680,0,19-07 19:42:27
3717968,0,19-07 19:42:28
3083153,0,19-07 19:42:29
3147111,0,19-07 19:42:30
1737231,0,19-07 19:42:31
3378505,0,19-07 19:42:32
2691226,0,19-07 19:42:33
4016560,712,19-07 19:42:34
2304200,356,19-07 19:42:35
3749798,0,19-07 19:42:36
1239807,0,19-07 19:42:37
28183,356,19-07 19:42:38
521200,1068,19-07 19:42:39
795475,1068,19-07 19:42:40
874561,356,19-07 19:42:41
3235543,0,19-07 19:42:42
3167882,0,19-07 19:42:43
2960094,0,19-07 19:42:44
3643380,0,19-07 19:42:45
1784001,0,19-07 19:42:46
1882455,0,19-07 19:42:47
2708765,0,19-07 19:42:48
3997909,0,19-07 19:42:49
2442360,0,19-07 19:42:50
2013701,712,19-07 19:42:51
1974301,712,19-07 19:42:52
3177124,0,19-07 19:42:53
3048341,0,19-07 19:42:54
2471463,0,19-07 19:42:55
2324932,0,19-07 19:42:56
2094777,356,19-07 19:42:57
2296878,0,19-07 19:42:58
1923972,356,19-07 19:42:59
2898278,0,19-07 19:43:00
1932176,712,19-07 19:43:01
636692,1424,19-07 19:43:02
572679,356,19-07 19:43:03
282788,356,19-07 19:43:04
581116,356,19-07 19:43:05
2343699,0,19-07 19:43:06
2247295,0,19-07 19:43:07
2095555,0,19-07 19:43:08
3398194,0,19-07 19:43:09
3779652,0,19-07 19:43:10
2477262,0,19-07 19:43:11
2624869,0,19-07 19:43:12
3779730,0,19-07 19:43:13
4205228,0,19-07 19:43:14
2647180,356,19-07 19:43:15
3866899,0,19-07 19:43:16
2891502,0,19-07 19:43:17
2666249,356,19-07 19:43:18
2246135,0,19-07 19:43:19
2401234,0,19-07 19:43:20
2277943,356,19-07 19:43:21
2661093,0,19-07 19:43:22
4157916,0,19-07 19:43:23
728083,712,19-07 19:43:24
422147,1780,19-07 19:43:25
643089,356,19-07 19:43:26
377761,356,19-07 19:43:27
2082024,0,19-07 19:43:28
1962961,0,19-07 19:43:29
3042145,0,19-07 19:43:30
2822206,0,19-07 19:43:31
4064724,0,19-07 19:43:32
3790972,0,19-07 19:43:33
3476537,0,19-07 19:43:34
2491378,0,19-07 19:43:35
2439079,0,19-07 19:43:36
2590217,0,19-07 19:43:37
2099486,0,19-07 19:43:38
2317605,0,19-07 19:43:39
2537754,0,19-07 19:43:40
2864592,0,19-07 19:43:41
3911511,1068,19-07 19:43:42
3522561,356,19-07 19:43:43
1754436,0,19-07 19:43:44
3583854,0,19-07 19:43:45
2079930,356,19-07 19:43:46
543767,1780,19-07 19:43:47
482038,356,19-07 19:43:48
530138,356,19-07 19:43:49
937035,356,19-07 19:43:50
3262976,0,19-07 19:43:51
3503773,0,19-07 19:43:52
4169502,0,19-07 19:43:53
4228480,0,19-07 19:43:54
3821160,0,19-07 19:43:55
3935153,0,19-07 19:43:56
2601851,0,19-07 19:43:57
2263766,0,19-07 19:43:58
4034287,0,19-07 19:43:59
4142107,0,19-07 19:44:00
