"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain2-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:41:44 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:41:44
0,0,19-07 19:41:45
0,0,19-07 19:41:46
0,0,19-07 19:41:47
0,0,19-07 19:41:48
0,0,19-07 19:41:49
0,0,19-07 19:41:50
0,0,19-07 19:41:51
0,0,19-07 19:41:52
0,0,19-07 19:41:53
0,0,19-07 19:41:54
0,0,19-07 19:41:55
0,0,19-07 19:41:56
0,0,19-07 19:41:57
1124997,0,19-07 19:41:58
2259702,0,19-07 19:41:59
1578173,0,19-07 19:42:00
1198843,0,19-07 19:42:01
2122060,0,19-07 19:42:02
2145218,0,19-07 19:42:03
3035424,0,19-07 19:42:04
3280976,0,19-07 19:42:05
2255688,0,19-07 19:42:06
1919032,0,19-07 19:42:07
2121439,0,19-07 19:42:08
2975538,0,19-07 19:42:09
2960193,0,19-07 19:42:10
870905,1068,19-07 19:42:11
709177,356,19-07 19:42:12
0,0,19-07 19:42:13
0,0,19-07 19:42:14
0,0,19-07 19:42:15
0,0,19-07 19:42:16
0,0,19-07 19:42:17
0,0,19-07 19:42:18
0,0,19-07 19:42:19
0,0,19-07 19:42:20
0,0,19-07 19:42:21
0,0,19-07 19:42:22
0,0,19-07 19:42:23
0,0,19-07 19:42:24
0,0,19-07 19:42:25
0,0,19-07 19:42:26
0,0,19-07 19:42:27
0,0,19-07 19:42:28
0,0,19-07 19:42:29
0,0,19-07 19:42:30
0,0,19-07 19:42:31
0,0,19-07 19:42:32
0,0,19-07 19:42:33
0,0,19-07 19:42:34
0,0,19-07 19:42:35
0,0,19-07 19:42:36
0,0,19-07 19:42:37
356568,0,19-07 19:42:38
1571398,0,19-07 19:42:39
2596500,0,19-07 19:42:40
1499582,712,19-07 19:42:41
1754117,356,19-07 19:42:42
2560453,0,19-07 19:42:43
2971866,0,19-07 19:42:44
1998173,356,19-07 19:42:45
1780033,0,19-07 19:42:46
2596194,0,19-07 19:42:47
571933,356,19-07 19:42:48
376340,1068,19-07 19:42:49
456940,0,19-07 19:42:50
451799,356,19-07 19:42:51
469032,1424,19-07 19:42:52
2002406,0,19-07 19:42:53
1907494,0,19-07 19:42:54
1985416,0,19-07 19:42:55
3032222,0,19-07 19:42:56
3170200,0,19-07 19:42:57
2532852,0,19-07 19:42:58
2745631,0,19-07 19:42:59
2915912,0,19-07 19:43:00
2636697,0,19-07 19:43:01
3206776,0,19-07 19:43:02
1995311,0,19-07 19:43:03
1343938,0,19-07 19:43:04
1607957,356,19-07 19:43:05
2182815,0,19-07 19:43:06
2274307,0,19-07 19:43:07
1985448,0,19-07 19:43:08
2217963,356,19-07 19:43:09
2014062,0,19-07 19:43:10
2978463,0,19-07 19:43:11
2499415,0,19-07 19:43:12
1663806,712,19-07 19:43:13
3784158,0,19-07 19:43:14
2415278,1068,19-07 19:43:15
335184,1068,19-07 19:43:16
277033,356,19-07 19:43:17
619552,0,19-07 19:43:18
353074,712,19-07 19:43:19
1518297,0,19-07 19:43:20
2720018,0,19-07 19:43:21
2004365,0,19-07 19:43:22
2654646,0,19-07 19:43:23
2749400,0,19-07 19:43:24
2673808,0,19-07 19:43:25
2787967,0,19-07 19:43:26
2252642,0,19-07 19:43:27
2311624,0,19-07 19:43:28
2859323,0,19-07 19:43:29
2942296,0,19-07 19:43:30
1622598,0,19-07 19:43:31
634197,0,19-07 19:43:32
1185087,712,19-07 19:43:33
1831932,0,19-07 19:43:34
2243180,0,19-07 19:43:35
1997414,0,19-07 19:43:36
2995682,712,19-07 19:43:37
3306818,0,19-07 19:43:38
2288503,0,19-07 19:43:39
2891874,0,19-07 19:43:40
1673859,0,19-07 19:43:41
3615491,0,19-07 19:43:42
1775912,356,19-07 19:43:43
549499,1424,19-07 19:43:44
370642,1068,19-07 19:43:45
585246,0,19-07 19:43:46
529648,0,19-07 19:43:47
2191112,0,19-07 19:43:48
2042860,0,19-07 19:43:49
1556489,0,19-07 19:43:50
1812720,0,19-07 19:43:51
1240290,0,19-07 19:43:52
1674328,0,19-07 19:43:53
2380100,0,19-07 19:43:54
2064512,0,19-07 19:43:55
1898489,0,19-07 19:43:56
2135305,0,19-07 19:43:57
