"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain21-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:41:45 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:41:45
0,0,19-07 19:41:46
0,0,19-07 19:41:47
0,0,19-07 19:41:48
0,0,19-07 19:41:49
0,0,19-07 19:41:50
0,0,19-07 19:41:51
0,0,19-07 19:41:52
0,0,19-07 19:41:53
0,0,19-07 19:41:54
0,0,19-07 19:41:55
0,0,19-07 19:41:56
3193457,0,19-07 19:41:57
4137627,0,19-07 19:41:58
3869772,0,19-07 19:41:59
2449167,0,19-07 19:42:00
3133917,0,19-07 19:42:01
2942028,0,19-07 19:42:02
2321692,356,19-07 19:42:03
2410352,356,19-07 19:42:04
3556250,0,19-07 19:42:05
3753351,356,19-07 19:42:06
4294131,0,19-07 19:42:07
2581716,0,19-07 19:42:08
0,0,19-07 19:42:09
0,0,19-07 19:42:10
0,0,19-07 19:42:11
0,0,19-07 19:42:12
0,0,19-07 19:42:13
0,0,19-07 19:42:14
0,0,19-07 19:42:15
0,0,19-07 19:42:16
0,0,19-07 19:42:17
0,0,19-07 19:42:18
0,0,19-07 19:42:19
0,0,19-07 19:42:20
0,0,19-07 19:42:21
0,0,19-07 19:42:22
0,0,19-07 19:42:23
0,0,19-07 19:42:24
0,0,19-07 19:42:25
0,0,19-07 19:42:26
0,0,19-07 19:42:27
0,0,19-07 19:42:28
0,0,19-07 19:42:29
0,0,19-07 19:42:30
0,0,19-07 19:42:31
0,0,19-07 19:42:32
0,0,19-07 19:42:33
0,0,19-07 19:42:34
0,0,19-07 19:42:35
0,0,19-07 19:42:36
0,0,19-07 19:42:37
259343,0,19-07 19:42:38
2400502,0,19-07 19:42:39
4823171,0,19-07 19:42:40
3900240,0,19-07 19:42:41
5091323,712,19-07 19:42:42
4518591,0,19-07 19:42:43
4415999,0,19-07 19:42:44
4605137,356,19-07 19:42:45
3198485,2136,19-07 19:42:46
956185,356,19-07 19:42:47
1308683,0,19-07 19:42:48
4261893,0,19-07 19:42:49
6040418,0,19-07 19:42:50
4881204,0,19-07 19:42:51
5667289,0,19-07 19:42:52
4862766,0,19-07 19:42:53
4075431,0,19-07 19:42:54
2917453,712,19-07 19:42:55
3076056,0,19-07 19:42:56
2724992,356,19-07 19:42:57
4566043,0,19-07 19:42:58
886440,2136,19-07 19:42:59
883819,356,19-07 19:43:00
2359511,0,19-07 19:43:01
2882232,0,19-07 19:43:02
4405066,0,19-07 19:43:03
4445636,0,19-07 19:43:04
3171257,0,19-07 19:43:05
4214922,0,19-07 19:43:06
3414764,0,19-07 19:43:07
3180169,1068,19-07 19:43:08
3960459,356,19-07 19:43:09
5507637,0,19-07 19:43:10
3568355,356,19-07 19:43:11
3981086,0,19-07 19:43:12
813119,1068,19-07 19:43:13
894191,1424,19-07 19:43:14
3954743,0,19-07 19:43:15
4268544,0,19-07 19:43:16
4965132,0,19-07 19:43:17
4807720,0,19-07 19:43:18
6448863,0,19-07 19:43:19
3015218,712,19-07 19:43:20
5371954,0,19-07 19:43:21
4957029,1068,19-07 19:43:22
3474955,1068,19-07 19:43:23
4186214,356,19-07 19:43:24
714113,712,19-07 19:43:25
1441849,0,19-07 19:43:26
4193864,0,19-07 19:43:27
3870482,0,19-07 19:43:28
4875784,0,19-07 19:43:29
3414625,0,19-07 19:43:30
3389795,0,19-07 19:43:31
2782406,356,19-07 19:43:32
3381962,0,19-07 19:43:33
3955004,0,19-07 19:43:34
4594042,712,19-07 19:43:35
2944192,356,19-07 19:43:36
4725015,1780,19-07 19:43:37
848672,356,19-07 19:43:38
2059345,0,19-07 19:43:39
4396869,0,19-07 19:43:40
4790718,0,19-07 19:43:41
4886959,0,19-07 19:43:42
4059013,0,19-07 19:43:43
1990116,0,19-07 19:43:44
4564791,712,19-07 19:43:45
3787554,356,19-07 19:43:46
3073061,0,19-07 19:43:47
5138387,0,19-07 19:43:48
595001,1780,19-07 19:43:49
796853,712,19-07 19:43:50
522378,0,19-07 19:43:51
4332517,0,19-07 19:43:52
4037305,0,19-07 19:43:53
3008076,0,19-07 19:43:54
3184649,0,19-07 19:43:55
2622889,0,19-07 19:43:56
3736760,0,19-07 19:43:57
4048269,0,19-07 19:43:58
5480953,0,19-07 19:43:59
4302180,712,19-07 19:44:00
5731786,0,19-07 19:44:01
7288529,1068,19-07 19:44:02
1114071,1068,19-07 19:44:03
1393631,356,19-07 19:44:04
6492861,0,19-07 19:44:05
7129926,0,19-07 19:44:06
